日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,"2,028","18,580",9.13,9.18,9.13,9.15,0.02,366,2025-08-22
114/08/21,"2,475","22,575",9.08,9.15,9.08,9.13,0.06,288,2025-08-21
114/08/20,"2,477","22,458",9.03,9.09,9.03,9.07,0.05,292,2025-08-20
114/08/19,"1,145","10,329",9.03,9.03,9.01,9.02,-0.01,223,2025-08-19
114/08/18,963,"8,697",9.03,9.04,9.03,9.03,-0.03,273,2025-08-18
114/08/15,"2,661","24,083",9.03,9.06,9.03,9.06,0.0,284,2025-08-15
114/08/14,"2,801","25,346",9.03,9.06,9.03,9.06,0.06,305,2025-08-14
114/08/13,"3,423","30,711",8.98,9.0,8.95,9.0,0.03,272,2025-08-13
114/08/12,"1,371","12,297",8.95,8.98,8.95,8.97,0.01,158,2025-08-12
114/08/11,"1,555","13,921",8.96,8.96,8.95,8.96,-0.02,216,2025-08-11
114/08/08,"2,952","26,478",8.94,8.98,8.94,8.98,0.03,215,2025-08-08
114/08/07,"5,673","50,767",8.99,8.99,8.93,8.95,-0.04,371,2025-08-07
114/08/06,"1,915","17,213",8.98,9.0,8.98,8.99,0.02,194,2025-08-06
114/08/05,"2,936","26,356",8.95,8.99,8.95,8.97,0.07,302,2025-08-05
114/08/04,"3,218","28,619",8.93,8.93,8.88,8.9,-0.01,396,2025-08-04
114/08/01,"3,250","29,115",8.95,8.98,8.94,8.95,0.0,421,2025-08-01
114/07/31,"3,192","28,515",8.9,8.96,8.89,8.95,0.05,329,2025-07-31
114/07/30,"7,187","63,885",8.87,8.91,8.87,8.9,0.09,473,2025-07-30
114/07/29,"3,395","29,889",8.78,8.83,8.78,8.81,0.05,363,2025-07-29
114/07/28,"2,923","25,634",8.75,8.78,8.75,8.76,0.02,277,2025-07-28
114/07/25,"4,725","41,306",8.72,8.75,8.72,8.74,0.05,313,2025-07-25
114/07/24,"3,714","32,254",8.7,8.7,8.67,8.69,-0.01,261,2025-07-24
114/07/23,"5,037","43,854",8.71,8.73,8.69,8.7,-0.01,402,2025-07-23
114/07/22,"2,326","20,259",8.71,8.72,8.7,8.71,0.03,268,2025-07-22
114/07/21,"2,164","18,780",8.68,8.69,8.65,8.68,0.0,258,2025-07-21
114/07/18,"3,067","26,560",8.64,8.68,8.64,8.68,0.05,366,2025-07-18
114/07/17,"4,906","42,315",8.63,8.64,8.61,8.63,0.0,505,2025-07-17
114/07/16,"4,112","35,464",8.61,8.63,8.61,8.63,-0.01,484,2025-07-16
114/07/15,928,"8,015",8.63,8.65,8.62,8.64,0.02,219,2025-07-15
114/07/14,"3,310","28,523",8.63,8.63,8.61,8.62,-0.08,484,2025-07-14
114/07/11,"2,429","21,139",8.72,8.73,8.69,8.7,-0.01,280,2025-07-11
114/07/10,"2,144","18,637",8.67,8.72,8.66,8.71,0.09,329,2025-07-10
114/07/09,"3,129","26,965",8.64,8.64,8.61,8.62,-0.02,352,2025-07-09
114/07/08,"5,244","45,280",8.64,8.65,8.62,8.64,-0.09,577,2025-07-08
114/07/07,"2,611","22,738",8.68,8.73,8.67,8.73,0.06,285,2025-07-07
114/07/04,"3,543","30,714",8.7,8.7,8.65,8.67,-0.05,596,2025-07-04
114/07/03,"4,442","38,956",8.8,8.8,8.76,8.77,-0.05,620,2025-07-03
114/07/02,"2,970","26,203",8.82,8.84,8.79,8.82,-0.02,307,2025-07-02
114/07/01,"4,140","36,544",8.77,8.84,8.77,8.84,0.11,410,2025-07-01
114/06/30,"1,812","15,780",8.68,8.75,8.68,8.73,0.05,328,2025-06-30
114/06/27,"8,070","70,199",8.76,8.76,8.68,8.68,-0.08,727,2025-06-27
114/06/26,"8,297","72,772",8.83,8.83,8.74,8.76,-0.08,795,2025-06-26
114/06/25,"3,350","29,592",8.86,8.87,8.82,8.84,0.02,505,2025-06-25
114/06/24,982,"8,660",8.84,8.84,8.81,8.82,0.0,224,2025-06-24
114/06/23,"2,204","19,389",8.76,8.82,8.76,8.82,0.04,222,2025-06-23
114/06/20,"2,113","18,560",8.81,8.81,8.78,8.78,-0.04,227,2025-06-20
114/06/19,"1,785","15,714",8.79,8.82,8.78,8.82,0.04,247,2025-06-19
114/06/18,979,"8,611",8.82,8.82,8.78,8.78,0.04,200,2025-06-18
114/06/17,"4,364","38,136",8.75,8.76,8.72,8.74,-0.03,311,2025-06-17
114/06/16,"5,009","43,975",8.83,8.83,8.75,8.77,-0.11,591,2025-06-16
114/06/13,"2,966","26,273",8.88,8.9,8.84,8.88,0.05,303,2025-06-13
114/06/12,"3,045","26,921",8.85,8.88,8.8,8.83,-0.01,255,2025-06-12
114/06/11,"1,392","12,329",8.85,8.87,8.84,8.84,-0.01,245,2025-06-11
114/06/10,"4,238","37,439",8.82,8.85,8.81,8.85,0.08,302,2025-06-10
114/06/09,"3,654","32,082",8.79,8.79,8.77,8.77,-0.05,407,2025-06-09
114/06/06,"1,894","16,710",8.84,8.85,8.81,8.82,-0.01,267,2025-06-06
114/06/05,"3,272","28,882",8.82,8.85,8.81,8.83,0.04,400,2025-06-05
114/06/04,"5,106","45,091",8.8,8.85,8.8,8.84,0.04,529,2025-06-04
114/06/03,"2,730","23,948",8.75,8.8,8.73,8.8,0.03,331,2025-06-03
114/06/02,"2,234","19,568",8.75,8.78,8.73,8.77,0.03,400,2025-06-02
114/05/29,"3,470","30,325",8.71,8.75,8.71,8.74,0.03,330,2025-05-29
114/05/28,"4,531","39,459",8.71,8.72,8.69,8.71,0.04,435,2025-05-28
114/05/27,"4,868","41,960",8.62,8.67,8.58,8.67,0.12,392,2025-05-27
114/05/26,"5,313","45,410",8.61,8.61,8.53,8.55,-0.08,804,2025-05-26
114/05/23,"9,529","82,294",8.65,8.65,8.62,8.63,0.04,"1,445",2025-05-23
114/05/22,"6,848","58,765",8.6,8.62,8.57,8.59,-0.16,"1,220",2025-05-22
114/05/21,"6,306","55,169",8.78,8.78,8.73,8.75,-0.07,874,2025-05-21
114/05/20,"6,662","58,831",8.87,8.87,8.8,8.82,0.09,733,2025-05-20
114/05/19,"3,490","30,475",8.76,8.76,8.7,8.73,-0.06,536,2025-05-19
114/05/16,"3,079","27,015",8.77,8.79,8.76,8.79,0.06,356,2025-05-16
114/05/15,"2,965","25,870",8.79,8.79,8.71,8.73,-0.1,634,2025-05-15
114/05/14,"3,729","32,933",8.84,8.89,8.81,8.83,0.0,434,2025-05-14
114/05/13,"2,640","23,281",8.77,8.85,8.77,8.83,0.08,422,2025-05-13
114/05/12,"4,216","36,868",8.73,8.77,8.7,8.75,0.03,460,2025-05-12
114/05/09,"5,704","49,940",8.78,8.79,8.72,8.72,-0.06,571,2025-05-09
114/05/08,"3,920","34,429",8.77,8.83,8.76,8.78,0.02,483,2025-05-08
114/05/07,"8,170","71,524",8.7,8.79,8.69,8.76,0.09,612,2025-05-07
114/05/06,"8,965","77,543",8.45,8.7,8.45,8.67,0.09,973,2025-05-06
114/05/05,"22,208","193,038",9.03,9.03,8.5,8.63,-0.59,"2,231",2025-05-05
114/05/02,"19,313","179,018",9.48,9.48,9.16,9.22,-0.29,"2,222",2025-05-02
114/04/30,"7,396","70,616",9.62,9.62,9.51,9.51,-0.1,873,2025-04-30
114/04/29,"4,449","42,697",9.65,9.65,9.58,9.61,-0.03,578,2025-04-29
114/04/28,"6,163","59,358",9.6,9.65,9.6,9.64,0.1,554,2025-04-28
114/04/25,"5,403","51,476",9.52,9.55,9.5,9.54,0.08,509,2025-04-25
114/04/24,"2,816","26,618",9.45,9.47,9.45,9.46,0.03,540,2025-04-24
114/04/23,"10,818","101,987",9.42,9.45,9.41,9.43,0.18,958,2025-04-23
114/04/22,"2,808","25,999",9.25,9.29,9.24,9.25,-0.07,457,2025-04-22
114/04/21,"7,519","70,346",9.39,9.4,9.32,9.32,-0.14,589,2025-04-21
114/04/18,"1,410","13,332",9.48,9.49,9.42,9.46,-0.02,336,2025-04-18
114/04/17,"9,931","93,592",9.42,9.49,9.38,9.48,0.1,486,2025-04-17
114/04/16,"1,415","13,294",9.39,9.41,9.38,9.38,-0.01,301,2025-04-16
114/04/15,"2,161","20,275",9.33,9.4,9.33,9.39,0.12,383,2025-04-15
114/04/14,"9,350","86,329",9.23,9.28,9.16,9.27,-0.01,567,2025-04-14
