日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,85,"10,034",117.0,119.5,117.0,119.0,2.5,160,2025-08-22
114/08/21,74,"8,565",115.0,117.0,115.0,116.5,1.5,128,2025-08-21
114/08/20,117,"13,472",116.0,116.0,114.0,115.0,-2.5,326,2025-08-20
114/08/19,197,"23,240",120.0,120.0,117.0,117.5,-2.5,491,2025-08-19
114/08/18,81,"9,756",120.5,120.5,119.5,120.0,-1.0,303,2025-08-18
114/08/15,436,"53,580",124.0,128.0,120.0,121.0,-3.0,536,2025-08-15
114/08/14,297,"36,016",124.0,124.0,119.5,124.0,0.0,533,2025-08-14
114/08/13,136,"16,955",125.0,126.0,123.5,124.0,-0.5,251,2025-08-13
114/08/12,91,"11,452",125.5,126.0,124.5,124.5,-1.0,236,2025-08-12
114/08/11,119,"14,985",127.0,127.0,125.5,125.5,-1.5,244,2025-08-11
114/08/08,33,"4,219",127.0,127.5,126.5,127.0,0.0,86,2025-08-08
114/08/07,103,"13,122",127.5,128.0,127.0,127.0,-0.5,170,2025-08-07
114/08/06,126,"16,038",128.0,129.0,127.0,127.5,0.0,174,2025-08-06
114/08/05,62,"7,955",128.5,128.5,127.0,127.5,-1.0,128,2025-08-05
114/08/04,28,"3,530",127.5,128.5,127.5,128.5,1.0,77,2025-08-04
114/08/01,39,"4,975",127.0,128.0,126.5,127.5,0.5,107,2025-08-01
114/07/31,69,"8,814",128.0,128.5,127.0,127.0,-0.5,160,2025-07-31
114/07/30,36,"4,610",127.5,129.0,127.5,127.5,0.0,121,2025-07-30
114/07/29,124,"15,860",129.5,129.5,127.5,127.5,-1.5,279,2025-07-29
114/07/28,93,"12,055",129.5,131.0,128.0,129.0,-0.5,124,2025-07-28
114/07/25,44,"5,758",128.5,131.0,128.5,129.5,1.0,83,2025-07-25
114/07/24,33,"4,232",129.5,129.5,128.5,128.5,-0.5,105,2025-07-24
114/07/23,76,"9,811",129.0,129.5,128.0,129.0,1.0,139,2025-07-23
114/07/22,129,"16,666",130.0,130.0,128.0,128.0,-2.0,223,2025-07-22
114/07/21,13,"1,688",130.5,130.5,130.0,130.0,-0.5,62,2025-07-21
114/07/18,64,"8,359",130.0,131.5,129.5,130.5,1.0,104,2025-07-18
114/07/17,64,"8,281",129.5,130.5,128.5,129.5,0.5,127,2025-07-17
114/07/16,108,"13,935",130.5,130.5,128.5,129.0,-1.5,177,2025-07-16
114/07/15,16,"2,080",130.0,131.0,130.0,130.5,0.5,52,2025-07-15
114/07/14,46,"5,977",132.0,132.0,130.0,130.0,-2.0,89,2025-07-14
114/07/11,131,"17,639",134.0,137.5,132.0,132.0,0.5,90,2025-07-11
114/07/10,94,"12,312",130.5,133.0,129.5,131.5,0.0,137,2025-07-10
114/07/09,44,"5,815",131.0,132.5,130.0,131.5,0.5,70,2025-07-09
114/07/08,10,"1,348",130.5,131.0,130.5,131.0,0.0,25,2025-07-08
114/07/07,15,"1,981",131.0,131.0,131.0,131.0,0.0,44,2025-07-07
114/07/04,18,"2,337",130.5,132.0,130.5,131.0,0.0,56,2025-07-04
114/07/03,87,"11,389",133.5,133.5,131.0,131.0,-1.0,161,2025-07-03
114/07/02,68,"9,040",132.0,134.0,132.0,134.0,3.0,118,2025-07-02
114/07/01,42,"5,593",133.0,133.5,131.0,131.0,-1.5,79,2025-07-01
114/06/30,25,"3,290",133.5,133.5,132.5,132.5,-1.0,64,2025-06-30
114/06/27,26,"3,414",133.0,134.0,133.0,133.5,0.5,71,2025-06-27
114/06/26,68,"9,009",134.0,134.5,132.0,133.0,-1.0,148,2025-06-26
114/06/25,58,"7,831",135.0,135.0,133.5,134.0,-0.5,36,2025-06-25
