日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,396,"25,019",63.6,63.9,62.5,62.8,-0.8,544,2025-08-22
114/08/21,922,"58,507",61.7,64.2,61.5,63.6,2.4,797,2025-08-21
114/08/20,654,"39,947",62.0,62.0,60.5,61.2,-0.8,639,2025-08-20
114/08/19,606,"37,809",62.5,62.9,61.8,62.0,-0.4,450,2025-08-19
114/08/18,691,"43,289",63.0,63.3,62.3,62.4,-0.6,659,2025-08-18
114/08/15,572,"36,033",63.4,63.5,62.7,63.0,-0.3,500,2025-08-15
114/08/14,571,"36,282",63.7,64.0,63.1,63.3,-0.4,613,2025-08-14
114/08/13,937,"59,730",63.2,64.1,63.2,63.7,0.7,670,2025-08-13
114/08/12,500,"31,537",62.8,63.4,62.7,63.0,0.3,486,2025-08-12
114/08/11,"1,348","85,144",64.0,64.1,62.6,62.7,-1.0,"1,228",2025-08-11
114/08/08,"3,892","248,973",66.2,66.2,63.0,63.7,-5.8,"3,415",2025-08-08
114/08/07,408,"28,512",70.7,70.7,69.4,69.5,-0.5,695,2025-08-07
114/08/06,355,"24,973",70.7,70.8,69.9,70.0,-0.5,753,2025-08-06
114/08/05,639,"45,106",70.3,70.9,70.0,70.5,0.8,846,2025-08-05
114/08/04,320,"22,362",69.7,70.2,69.1,69.7,0.3,562,2025-08-04
114/08/01,599,"41,403",67.5,69.9,67.1,69.4,0.9,497,2025-08-01
114/07/31,407,"27,872",68.9,68.9,68.0,68.5,-0.4,437,2025-07-31
114/07/30,496,"34,126",68.9,69.5,68.3,68.9,0.4,575,2025-07-30
114/07/29,576,"39,811",68.8,70.1,68.3,68.5,-0.6,540,2025-07-29
114/07/28,994,"68,870",68.5,70.5,67.9,69.1,1.0,703,2025-07-28
114/07/25,263,"17,917",68.6,68.8,67.9,68.1,-0.5,258,2025-07-25
114/07/24,385,"26,377",68.8,69.0,68.1,68.6,0.5,328,2025-07-24
114/07/23,417,"28,413",67.4,68.5,67.4,68.1,1.0,318,2025-07-23
114/07/22,643,"43,685",68.8,69.5,66.9,67.1,-1.4,624,2025-07-22
114/07/21,319,"21,863",68.2,69.1,68.1,68.5,0.4,283,2025-07-21
114/07/18,377,"25,778",68.9,69.0,68.1,68.1,-0.1,327,2025-07-18
114/07/17,533,"36,309",68.1,68.5,67.8,68.2,0.7,422,2025-07-17
114/07/16,818,"57,345",69.7,70.5,69.6,70.2,1.1,602,2025-07-16
114/07/15,432,"29,765",68.5,69.3,68.5,69.1,0.6,337,2025-07-15
114/07/14,407,"27,953",69.1,69.5,68.5,68.5,-1.0,358,2025-07-14
114/07/11,530,"36,865",68.7,69.9,68.7,69.5,0.5,367,2025-07-11
114/07/10,308,"21,198",69.0,69.4,68.4,69.0,0.1,326,2025-07-10
114/07/09,668,"45,638",67.6,69.0,67.3,68.9,1.0,449,2025-07-09
114/07/08,906,"61,818",69.2,69.2,67.5,67.9,-1.6,768,2025-07-08
114/07/07,575,"40,092",70.4,70.6,69.5,69.5,-1.2,511,2025-07-07
114/07/04,845,"59,954",72.5,72.6,70.4,70.7,-1.7,690,2025-07-04
114/07/03,574,"41,450",71.4,72.4,71.4,72.4,1.5,410,2025-07-03
114/07/02,369,"26,238",71.7,71.9,70.9,70.9,-0.1,293,2025-07-02
114/07/01,390,"27,709",70.7,71.6,70.7,71.0,0.3,405,2025-07-01
114/06/30,586,"41,673",71.9,71.9,70.7,70.7,-1.2,456,2025-06-30
114/06/27,924,"67,335",73.0,74.4,71.9,71.9,-0.7,831,2025-06-27
114/06/26,451,"32,872",72.8,73.3,72.5,72.6,0.0,357,2025-06-26
114/06/25,433,"31,308",72.2,72.6,71.6,72.6,0.8,347,2025-06-25
114/06/24,961,"69,561",72.5,73.0,71.7,71.8,-0.2,659,2025-06-24
114/06/23,"1,009","70,972",69.6,72.0,68.4,72.0,1.1,775,2025-06-23
114/06/20,"1,147","80,392",71.5,71.7,68.6,70.9,-0.5,971,2025-06-20
114/06/19,581,"41,621",73.0,73.0,71.3,71.4,-1.4,454,2025-06-19
114/06/18,332,"24,230",73.4,73.5,72.8,72.8,-0.5,341,2025-06-18
