日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/01,465,"23,728",51.9,52.0,50.7,50.7,-1.6,"2,515"
114/07/31,194,"10,218",53.0,53.0,52.3,52.3,-0.7,"1,790"
114/07/30,139,"7,384",53.2,53.7,53.0,53.0,-0.2,570
114/07/29,67,"3,565",53.7,53.7,53.1,53.2,-0.7,279
114/07/28,101,"5,465",54.5,54.7,53.7,53.9,0.1,162
114/07/25,32,"1,716",54.7,54.7,53.7,53.8,0.4,114
114/07/24,52,"2,806",53.5,53.8,53.3,53.4,0.0,145
114/07/23,170,"9,077",53.4,53.6,53.2,53.4,0.0,347
114/07/22,140,"7,492",53.9,54.0,52.9,53.4,-0.5,528
114/07/21,56,"3,000",53.8,53.9,53.6,53.9,0.0,244
114/07/18,40,"2,159",54.0,54.5,53.9,53.9,0.0,194
114/07/17,269,"14,420",53.5,54.1,53.5,53.9,0.0,570
114/07/16,103,"5,536",53.9,54.3,53.7,53.9,0.0,641
114/07/15,168,"9,093",54.6,54.7,53.8,53.9,-0.7,"1,197"
114/07/14,29,"1,577",54.8,55.0,54.6,54.6,-0.2,187
114/07/11,94,"5,180",55.1,55.1,54.7,54.8,0.2,234
114/07/10,106,"5,770",55.8,55.8,54.3,54.6,-0.6,467
114/07/09,71,"3,946",55.1,55.8,55.1,55.2,-0.4,339
114/07/08,99,"5,489",56.4,56.4,55.3,55.6,-1.1,710
114/07/07,172,"9,778",57.0,57.5,56.4,56.7,-1.0,"1,623"
114/07/04,52,"3,027",57.9,58.0,57.5,57.7,-0.2,353
114/07/03,147,"8,520",58.0,58.3,57.8,57.9,-0.1,250
114/07/02,31,"1,794",57.9,58.0,57.5,58.0,0.1,129
114/07/01,35,"2,039",58.6,58.6,57.9,57.9,0.1,121
114/06/30,52,"3,000",58.2,58.5,57.5,57.8,-0.7,169
114/06/27,35,"2,059",58.4,59.5,58.4,58.5,-0.2,113
114/06/26,60,"3,507",59.6,59.6,58.2,58.7,0.4,131
114/06/25,49,"2,885",60.4,60.4,58.3,58.3,-0.2,168
114/06/24,42,"2,453",57.8,58.5,57.8,58.5,1.0,130
114/06/23,83,"4,810",58.4,58.4,57.3,57.5,-0.9,479
114/06/20,59,"3,439",59.2,59.2,58.2,58.4,-0.8,509
114/06/19,113,"6,643",59.6,59.6,58.7,59.2,-0.4,608
114/06/18,107,"6,366",60.1,60.1,59.4,59.6,-0.5,308
114/06/17,35,"2,078",61.0,61.0,59.8,60.1,0.1,143
114/06/16,43,"2,571",60.6,60.6,60.0,60.0,-0.6,255
114/06/13,49,"2,951",61.1,61.1,60.4,60.6,-0.7,327
114/06/12,40,"2,472",61.2,61.5,61.1,61.3,-0.2,179
114/06/11,41,"2,505",61.5,61.5,61.3,61.5,-0.3,158
114/06/10,69,"4,254",61.0,61.8,61.0,61.8,0.3,158
114/06/09,30,"1,819",61.0,61.8,61.0,61.5,-0.4,150
114/06/06,21,"1,281",62.5,62.5,61.6,61.9,0.5,88
114/06/05,55,"3,402",61.5,61.6,61.1,61.4,-0.4,356
114/06/04,106,"6,522",62.2,62.2,61.5,61.8,-0.2,386
114/06/03,463,"28,865",63.0,63.0,61.6,62.0,-1.1,913
114/06/02,362,"24,524",67.9,68.3,67.3,67.4,-0.3,430
114/05/29,217,"14,647",67.8,67.8,67.4,67.7,0.0,412
114/05/28,107,"7,260",68.1,68.1,67.2,67.7,-0.2,165
114/05/27,175,"11,929",69.0,69.1,67.0,67.9,-1.0,385
114/05/26,114,"7,766",68.1,69.1,67.9,68.9,0.9,302
114/05/23,86,"5,894",69.0,69.1,67.5,68.0,-0.9,282
114/05/22,101,"6,633",64.9,68.9,64.7,68.9,4.1,185
114/05/21,44,"2,876",65.3,65.3,64.3,64.8,0.2,107
114/05/20,28,"1,812",64.3,65.0,64.3,64.6,0.5,114
114/05/19,179,"11,621",66.1,66.1,64.1,64.1,-1.5,416
114/05/16,39,"2,539",65.5,66.3,65.5,65.6,0.1,113
114/05/15,30,"2,001",66.0,66.2,65.5,65.5,-0.5,201
114/05/14,74,"4,814",64.6,66.0,64.6,66.0,1.4,116
114/05/13,55,"3,544",65.0,65.1,64.3,64.6,0.0,174
114/05/12,36,"2,334",64.7,64.8,64.5,64.6,-0.1,113
114/05/09,30,"1,937",65.0,65.0,64.6,64.7,-0.3,115
114/05/08,25,"1,646",65.0,65.2,64.5,65.0,0.6,97
114/05/07,50,"3,194",64.5,64.5,63.9,64.4,-0.1,247
114/05/06,19,"1,213",64.2,65.0,64.2,64.5,-0.1,148
114/05/05,76,"4,985",66.0,66.0,64.5,64.6,-1.9,460
114/05/02,43,"2,856",66.4,66.6,65.9,66.5,0.4,178
114/04/30,299,"19,767",66.1,66.8,66.1,66.1,0.7,221
114/04/29,323,"20,861",63.1,65.9,63.1,65.4,2.6,163
114/04/28,247,"15,496",62.8,63.2,62.6,62.8,0.0,271
114/04/25,312,"19,664",63.7,63.7,62.2,62.8,0.6,195
114/04/24,188,"11,784",63.3,63.4,62.2,62.2,0.0,222
114/04/23,204,"12,742",62.5,63.1,61.9,62.2,0.9,81
114/04/22,144,"8,844",61.4,61.4,61.0,61.3,-0.2,115
114/04/21,97,"5,963",61.5,61.8,61.3,61.5,0.0,168
114/04/18,34,"2,076",62.6,62.6,61.5,61.5,0.0,249
114/04/17,75,"4,620",61.2,61.8,60.7,61.5,-0.3,217
114/04/16,99,"6,137",61.9,62.2,61.6,61.8,-1.4,485
114/04/15,88,"5,471",61.1,63.5,61.0,63.2,2.4,309
114/04/14,92,"5,636",59.6,61.8,59.6,60.8,0.8,421
114/04/11,146,"8,753",59.4,60.5,58.5,60.0,0.6,428
114/04/10,160,"9,381",55.9,59.4,55.9,59.4,5.4,183
114/04/09,302,"17,238",59.9,60.1,54.0,54.0,-5.9,"1,156"
114/04/08,434,"25,899",59.6,60.5,59.5,59.9,-6.2,"1,217"
114/04/07,71,"4,695",66.1,66.1,66.1,66.1,-7.3,750
114/04/02,47,"3,433",73.0,73.5,72.4,73.4,0.4,243
114/04/01,48,"3,488",71.5,73.2,71.5,73.0,1.9,205
114/03/31,145,"10,339",72.5,72.5,70.7,71.1,-1.7,"1,100"
114/03/28,163,"11,854",73.8,73.8,72.1,72.8,-1.0,983
114/03/27,32,"2,367",74.0,74.1,73.7,73.8,-0.2,96
114/03/26,55,"4,069",74.2,74.5,73.7,74.0,-0.2,154
114/03/25,77,"5,744",74.6,74.6,73.8,74.2,-0.4,212
114/03/24,56,"4,184",75.4,75.4,74.5,74.6,-0.8,101
114/03/21,62,"4,676",75.0,75.4,75.0,75.4,-0.2,121
114/03/20,71,"5,357",75.5,75.9,75.0,75.6,0.1,116
114/03/19,57,"4,284",75.0,75.9,75.0,75.5,0.6,132
114/03/18,39,"2,883",74.4,74.9,74.3,74.9,0.3,108
114/03/17,71,"5,300",74.5,75.1,74.3,74.6,0.1,93
