日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,"2,129","33,186",14.65,15.95,14.5,15.25,0.75,"2,191",2025-08-22
114/08/21,347,"4,969",14.35,14.5,14.05,14.5,0.5,234,2025-08-21
114/08/20,571,"8,052",14.5,14.5,13.95,14.0,-0.7,372,2025-08-20
114/08/19,660,"9,772",15.5,15.5,14.6,14.7,-0.8,433,2025-08-19
114/08/18,387,"5,989",15.7,15.7,15.35,15.5,0.15,219,2025-08-18
114/08/15,551,"8,562",15.85,15.85,15.35,15.35,0.0,338,2025-08-15
114/08/14,659,"10,208",15.75,15.75,15.3,15.35,-0.5,437,2025-08-14
114/08/13,"1,089","17,258",15.85,16.25,15.5,15.85,0.45,661,2025-08-13
114/08/12,968,"14,737",15.2,15.5,15.1,15.4,0.25,516,2025-08-12
114/08/11,"1,950","30,018",15.25,15.9,15.0,15.15,-0.15,"1,200",2025-08-11
114/08/08,"3,120","48,484",14.6,15.75,14.6,15.3,0.95,"2,217",2025-08-08
114/08/07,551,"7,983",14.6,14.8,14.3,14.35,-0.35,382,2025-08-07
114/08/06,"1,397","20,408",14.95,14.95,14.4,14.7,-0.3,896,2025-08-06
114/08/05,"4,660","68,616",14.0,15.0,14.0,15.0,1.35,"4,637",2025-08-05
114/08/04,927,"12,491",12.5,13.65,12.4,13.65,1.2,571,2025-08-04
114/08/01,54,666,12.35,12.45,12.25,12.45,0.1,57,2025-08-01
114/07/31,151,"1,883",12.6,12.7,12.35,12.35,-0.05,107,2025-07-31
114/07/30,113,"1,403",12.5,12.55,12.35,12.4,-0.1,84,2025-07-30
114/07/29,69,875,12.9,12.9,12.5,12.5,-0.2,69,2025-07-29
114/07/28,147,"1,860",12.7,12.85,12.6,12.7,0.05,69,2025-07-28
114/07/25,104,"1,327",12.65,12.8,12.6,12.65,0.0,101,2025-07-25
114/07/24,61,774,12.75,12.75,12.55,12.65,0.05,64,2025-07-24
114/07/23,78,983,12.5,12.75,12.45,12.6,0.1,71,2025-07-23
114/07/22,165,"2,067",12.55,12.65,12.4,12.5,0.0,129,2025-07-22
114/07/21,195,"2,436",12.35,12.75,12.3,12.5,0.1,110,2025-07-21
114/07/18,77,943,12.4,12.45,12.2,12.4,0.1,65,2025-07-18
114/07/17,85,"1,046",12.4,12.45,12.1,12.3,0.15,68,2025-07-17
114/07/16,159,"1,939",12.05,12.35,12.0,12.15,0.1,85,2025-07-16
114/07/15,157,"1,895",12.1,12.25,11.95,12.05,-0.05,126,2025-07-15
114/07/14,124,"1,498",12.2,12.2,12.05,12.1,-0.3,107,2025-07-14
114/07/11,110,"1,361",12.25,12.45,12.25,12.4,0.15,70,2025-07-11
114/07/10,75,918,12.4,12.4,12.2,12.25,-0.15,60,2025-07-10
114/07/09,153,"1,885",12.3,12.45,12.2,12.4,0.05,120,2025-07-09
114/07/08,227,"2,821",12.75,12.75,12.25,12.35,-0.45,161,2025-07-08
114/07/07,171,"2,224",13.7,13.7,12.75,12.8,-0.4,169,2025-07-07
114/07/04,232,"3,051",13.6,13.6,13.0,13.2,-0.3,157,2025-07-04
114/07/03,134,"1,797",13.5,13.5,13.3,13.5,0.25,164,2025-07-03
114/07/02,203,"2,700",13.2,13.55,13.1,13.25,0.0,202,2025-07-02
114/07/01,679,"9,148",13.1,13.9,13.1,13.25,0.25,486,2025-07-01
114/06/30,299,"3,861",12.95,13.3,12.65,13.0,0.2,234,2025-06-30
114/06/27,132,"1,678",12.7,12.9,12.65,12.8,0.15,104,2025-06-27
