日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,724,"35,443",49.2,49.85,48.3,49.35,-0.2,"1,163"
114/08/07,"1,023","50,764",50.8,51.3,48.4,49.55,-2.15,"1,010"
114/08/06,"4,383","226,231",52.0,53.6,50.2,51.7,1.1,"3,343"
114/08/05,"2,970","145,737",47.3,50.6,46.0,50.6,4.6,"2,646"
114/08/04,"1,959","89,568",45.2,46.95,44.45,46.0,2.65,"1,880"
114/08/01,510,"21,255",39.2,43.35,39.1,43.35,3.9,453
114/08/01,510,"21,255",39.2,43.35,39.1,43.35,3.9,453
114/07/31,88,"3,441",39.3,39.5,39.05,39.45,0.15,93
114/07/31,88,"3,441",39.3,39.5,39.05,39.45,0.15,93
114/07/30,52,"2,026",38.7,39.4,38.7,39.3,0.4,73
114/07/30,52,"2,026",38.7,39.4,38.7,39.3,0.4,73
114/07/29,80,"3,121",39.5,39.5,38.85,38.9,-0.5,88
114/07/29,80,"3,121",39.5,39.5,38.85,38.9,-0.5,88
114/07/28,126,"4,941",39.6,39.6,39.0,39.4,0.55,151
114/07/28,126,"4,941",39.6,39.6,39.0,39.4,0.55,151
114/07/25,226,"9,245",40.95,41.4,40.55,40.95,0.05,257
114/07/25,226,"9,245",40.95,41.4,40.55,40.95,0.05,257
114/07/24,106,"4,376",40.9,41.5,40.9,40.9,0.0,180
114/07/24,106,"4,376",40.9,41.5,40.9,40.9,0.0,180
114/07/23,60,"2,458",40.35,41.0,40.35,40.9,0.55,66
114/07/23,60,"2,458",40.35,41.0,40.35,40.9,0.55,66
114/07/22,77,"3,141",41.0,41.1,40.0,40.35,-0.75,72
114/07/22,77,"3,141",41.0,41.1,40.0,40.35,-0.75,72
114/07/21,49,"2,001",41.3,41.35,40.95,41.1,-0.3,131
114/07/21,49,"2,001",41.3,41.35,40.95,41.1,-0.3,131
114/07/18,105,"4,346",41.25,41.6,41.0,41.4,0.25,121
114/07/18,105,"4,346",41.25,41.6,41.0,41.4,0.25,121
114/07/17,70,"2,890",40.8,41.2,40.8,41.15,0.4,64
114/07/17,70,"2,890",40.8,41.2,40.8,41.15,0.4,64
114/07/16,63,"2,567",40.6,40.75,40.45,40.75,0.35,62
114/07/16,63,"2,567",40.6,40.75,40.45,40.75,0.35,62
114/07/15,61,"2,474",40.7,40.8,40.15,40.4,0.4,55
114/07/15,61,"2,474",40.7,40.8,40.15,40.4,0.4,55
114/07/14,38,"1,517",39.3,40.05,39.1,40.0,0.7,44
114/07/14,38,"1,517",39.3,40.05,39.1,40.0,0.7,44
114/07/11,26,"1,040",39.35,39.55,39.1,39.3,0.45,33
114/07/11,26,"1,040",39.35,39.55,39.1,39.3,0.45,33
114/07/10,40,"1,541",39.0,39.25,38.8,38.85,0.0,55
114/07/10,40,"1,541",39.0,39.25,38.8,38.85,0.0,55
114/07/09,86,"3,334",38.95,39.65,38.6,38.85,-0.1,66
114/07/09,86,"3,334",38.95,39.65,38.6,38.85,-0.1,66
114/07/08,22,867,39.7,39.7,38.85,38.95,-0.45,30
114/07/08,22,867,39.7,39.7,38.85,38.95,-0.45,30
114/07/07,42,"1,635",39.8,39.8,39.2,39.4,-0.45,73
114/07/07,42,"1,635",39.8,39.8,39.2,39.4,-0.45,73
114/07/04,78,"3,138",40.2,40.75,39.8,39.85,-0.5,153
114/07/04,78,"3,138",40.2,40.75,39.8,39.85,-0.5,153
114/07/03,62,"2,517",40.1,40.9,40.1,40.35,0.25,44
114/07/03,62,"2,517",40.1,40.9,40.1,40.35,0.25,44
114/07/02,35,"1,393",40.3,40.45,40.05,40.1,-0.1,50
114/07/02,35,"1,393",40.3,40.45,40.05,40.1,-0.1,50
114/07/01,26,"1,064",40.4,40.4,39.95,40.2,0.3,31
114/07/01,26,"1,064",40.4,40.4,39.95,40.2,0.3,31
114/06/30,29,"1,160",40.5,40.5,39.7,39.9,-0.6,35
114/06/30,29,"1,160",40.5,40.5,39.7,39.9,-0.6,35
114/06/27,57,"2,302",40.6,40.65,40.1,40.5,0.35,43
114/06/27,57,"2,302",40.6,40.65,40.1,40.5,0.35,43
114/06/26,91,"3,681",40.0,40.9,40.0,40.15,-0.55,99
114/06/26,91,"3,681",40.0,40.9,40.0,40.15,-0.55,99
114/06/25,62,"2,523",40.4,40.8,40.4,40.7,0.5,61
114/06/25,62,"2,523",40.4,40.8,40.4,40.7,0.5,61
114/06/24,48,"1,936",40.0,40.7,39.6,40.2,0.6,47
114/06/24,48,"1,936",40.0,40.7,39.6,40.2,0.6,47
114/06/23,67,"2,614",39.6,39.65,39.0,39.6,-0.05,49
114/06/23,67,"2,614",39.6,39.65,39.0,39.6,-0.05,49
114/06/20,88,"3,503",40.3,40.65,39.6,39.65,-0.65,80
114/06/20,88,"3,503",40.3,40.65,39.6,39.65,-0.65,80
114/06/19,39,"1,583",40.5,40.85,40.3,40.3,-0.2,38
114/06/19,39,"1,583",40.5,40.85,40.3,40.3,-0.2,38
114/06/18,75,"3,051",40.7,41.1,40.15,40.5,0.05,57
114/06/18,75,"3,051",40.7,41.1,40.15,40.5,0.05,57
114/06/17,65,"2,661",40.8,41.0,40.4,40.45,-0.05,68
114/06/17,65,"2,661",40.8,41.0,40.4,40.45,-0.05,68
114/06/16,68,"2,735",40.15,40.6,39.6,40.5,0.25,55
114/06/16,68,"2,735",40.15,40.6,39.6,40.5,0.25,55
114/06/13,122,"4,946",40.9,41.0,40.05,40.25,-0.7,148
114/06/13,122,"4,946",40.9,41.0,40.05,40.25,-0.7,148
114/06/12,65,"2,678",41.5,41.5,40.9,40.95,-0.15,85
114/06/12,65,"2,678",41.5,41.5,40.9,40.95,-0.15,85
114/06/11,47,"1,943",41.1,41.5,41.0,41.1,0.05,63
114/06/11,47,"1,943",41.1,41.5,41.0,41.1,0.05,63
114/06/10,90,"3,717",40.35,41.5,40.35,41.05,0.4,65
114/06/10,90,"3,717",40.35,41.5,40.35,41.05,0.4,65
114/06/09,60,"2,453",40.7,41.05,40.45,40.65,-0.05,59
114/06/09,60,"2,453",40.7,41.05,40.45,40.65,-0.05,59
114/06/06,125,"5,156",41.5,42.1,40.7,40.7,-1.35,187
114/06/06,125,"5,156",41.5,42.1,40.7,40.7,-1.35,187
114/06/05,58,"2,422",42.25,42.3,41.65,42.05,0.45,99
114/06/05,58,"2,422",42.25,42.3,41.65,42.05,0.45,99
