日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,7,589,86.10,86.10,82.60,82.70,1.3,11,2025-08-22
114/08/21,0,0,--,--,--,--,0.0,0,2025-08-21
114/08/20,2,169,81.80,81.90,81.80,81.90,0.4,6,2025-08-20
114/08/19,6,489,81.50,81.50,81.40,81.50,0.7,3,2025-08-19
114/08/18,0,2,--,--,--,--,0.0,2,2025-08-18
114/08/15,7,586,80.20,81.10,80.20,81.00,0.4,12,2025-08-15
114/08/14,4,338,80.00,80.60,80.00,80.60,0.1,5,2025-08-14
114/08/13,7,588,84.20,84.20,79.60,80.50,1.3,16,2025-08-13
114/08/12,17,"1,355",78.80,80.60,78.80,79.20,1.3,22,2025-08-12
114/08/11,27,"2,142",77.70,79.50,77.70,77.90,0.2,31,2025-08-11
114/08/08,3,239,77.70,77.70,77.70,77.70,0.2,7,2025-08-08
114/08/07,2,174,77.20,77.50,77.20,77.50,-0.5,4,2025-08-07
114/08/06,3,238,77.00,78.00,77.00,78.00,0.8,6,2025-08-06
114/08/05,0,20,--,--,--,--,0.0,11,2025-08-05
114/08/04,0,0,--,--,--,--,0.0,0,2025-08-04
114/08/01,1,77,77.20,77.20,77.20,77.20,0.2,1,2025-08-01
114/07/31,1,115,77.00,77.00,77.00,77.00,-0.2,8,2025-07-31
114/07/30,3,232,77.50,77.50,77.10,77.20,-0.5,3,2025-07-30
114/07/29,2,156,77.80,77.80,77.70,77.70,-0.6,3,2025-07-29
114/07/28,3,227,78.20,78.30,78.20,78.30,0.5,3,2025-07-28
114/07/25,6,476,77.80,77.80,77.50,77.80,-0.1,12,2025-07-25
114/07/24,2,161,77.10,77.90,77.10,77.90,-0.2,8,2025-07-24
114/07/23,1,78,78.10,78.10,78.10,78.10,0.7,1,2025-07-23
114/07/22,2,155,77.40,77.40,77.40,77.40,-0.2,2,2025-07-22
114/07/21,5,391,78.30,78.60,77.60,77.60,0.2,7,2025-07-21
