日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,"2,172","89,028",39.25,41.9,39.25,40.35,1.45,"2,089",2025-08-22
114/08/21,458,"17,840",38.5,39.5,38.5,38.9,0.6,538,2025-08-21
114/08/20,765,"29,512",39.75,39.75,37.95,38.3,-1.15,705,2025-08-20
114/08/19,"1,270","50,761",41.0,41.0,39.3,39.45,-1.55,"1,587",2025-08-19
114/08/18,"3,563","150,560",42.5,45.2,41.0,41.0,-1.5,"3,419",2025-08-18
114/08/15,"2,987","121,263",38.6,42.5,38.25,42.5,3.85,"2,853",2025-08-15
114/08/14,807,"31,403",39.75,39.75,38.55,38.65,-0.65,"1,000",2025-08-14
114/08/13,"1,984","78,274",39.6,40.5,38.85,39.3,-0.6,"2,250",2025-08-13
114/08/12,"4,112","162,075",37.8,40.4,37.7,39.9,2.25,"3,469",2025-08-12
114/08/11,986,"36,524",35.6,37.95,35.35,37.65,2.05,821,2025-08-11
114/08/08,434,"15,594",36.0,36.85,35.3,35.6,-0.55,399,2025-08-08
114/08/07,566,"20,687",36.8,37.35,36.15,36.15,-0.7,510,2025-08-07
114/08/06,934,"34,793",38.05,38.05,36.8,36.85,-1.2,"1,034",2025-08-06
114/08/05,"1,059","40,422",38.6,38.6,37.8,38.05,-0.35,800,2025-08-05
114/08/04,"2,973","115,826",37.75,40.35,37.55,38.4,1.65,"3,562",2025-08-04
114/08/01,"1,600","60,126",37.1,38.85,36.65,36.75,-1.65,"1,275",2025-08-01
114/07/31,"4,614","175,845",37.65,39.45,37.25,38.4,1.65,"3,644",2025-07-31
114/07/30,"3,010","106,378",34.1,36.75,33.35,36.75,3.3,"3,460",2025-07-30
114/07/29,"2,179","73,561",31.65,34.3,31.65,33.45,2.25,"3,668",2025-07-29
114/07/28,174,"5,447",31.0,31.75,30.55,31.2,0.25,174,2025-07-28
114/07/25,121,"3,753",31.2,31.2,30.85,30.95,0.05,119,2025-07-25
114/07/24,139,"4,302",30.4,31.5,30.4,30.9,0.5,154,2025-07-24
114/07/23,70,"2,117",30.1,30.45,30.1,30.4,0.35,58,2025-07-23
114/07/22,113,"3,403",30.5,30.65,29.8,30.05,-0.5,117,2025-07-22
114/07/21,74,"2,276",30.5,30.9,30.5,30.55,-0.45,66,2025-07-21
114/07/18,82,"2,553",31.3,31.3,30.95,31.0,-0.3,102,2025-07-18
114/07/17,123,"3,781",30.4,31.3,30.4,31.3,1.1,126,2025-07-17
114/07/16,46,"1,400",30.5,30.6,30.2,30.2,-0.15,79,2025-07-16
114/07/15,88,"2,671",30.05,30.45,30.0,30.35,0.3,105,2025-07-15
114/07/14,29,877,30.05,30.05,29.85,30.05,-0.35,40,2025-07-14
114/07/11,67,"2,035",29.95,30.55,29.95,30.4,0.6,87,2025-07-11
114/07/10,54,"1,604",29.7,29.95,29.65,29.8,0.1,70,2025-07-10
114/07/09,32,953,29.4,29.7,29.4,29.7,0.15,48,2025-07-09
114/07/08,54,"1,586",29.55,29.55,29.15,29.55,-0.25,89,2025-07-08
114/07/07,69,"2,050",29.95,29.95,29.5,29.8,-0.25,100,2025-07-07
114/07/04,75,"2,262",30.4,30.4,29.95,30.05,-0.35,61,2025-07-04
114/07/03,78,"2,349",30.35,30.4,30.25,30.4,0.05,73,2025-07-03
114/07/02,48,"1,437",30.0,30.35,30.0,30.35,0.15,55,2025-07-02
114/07/01,63,"1,901",30.15,30.35,30.0,30.2,0.3,71,2025-07-01
114/06/30,110,"3,307",30.3,30.5,29.8,29.9,-0.75,134,2025-06-30
114/06/27,143,"4,325",30.0,30.8,30.0,30.65,0.7,158,2025-06-27
114/06/26,163,"5,133",31.55,31.7,31.5,31.55,0.0,171,2025-06-26
114/06/25,137,"4,302",31.15,31.6,31.1,31.55,0.55,138,2025-06-25
114/06/24,195,"6,014",30.75,31.15,30.7,31.0,0.7,132,2025-06-24
114/06/23,312,"9,454",30.5,30.5,29.75,30.3,-0.55,140,2025-06-23
114/06/20,116,"3,551",31.25,31.3,30.5,30.85,-0.05,127,2025-06-20
114/06/19,130,"4,022",31.45,31.45,30.75,30.9,-0.55,136,2025-06-19
114/06/18,89,"2,781",31.1,31.45,31.1,31.45,0.2,102,2025-06-18
114/06/17,178,"5,538",31.1,31.5,31.0,31.25,0.05,157,2025-06-17
114/06/16,249,"7,750",31.9,31.9,30.85,31.2,-0.7,229,2025-06-16
114/06/13,125,"4,015",32.5,32.5,31.85,31.9,-0.6,146,2025-06-13
114/06/12,126,"4,111",32.7,32.7,32.5,32.5,-0.05,113,2025-06-12
114/06/11,102,"3,312",32.85,32.85,32.45,32.55,-0.3,103,2025-06-11
114/06/10,119,"3,874",32.8,32.95,32.5,32.85,0.25,128,2025-06-10
114/06/09,102,"3,335",33.05,33.3,32.5,32.6,-0.45,169,2025-06-09
114/06/06,114,"3,765",33.4,33.4,33.0,33.05,-0.65,193,2025-06-06
114/06/05,56,"1,904",33.85,34.3,33.7,33.7,0.15,88,2025-06-05
114/06/04,83,"2,781",33.75,33.75,33.45,33.55,0.4,68,2025-06-04
114/06/03,72,"2,400",32.65,33.4,32.65,33.15,0.5,86,2025-06-03
114/06/02,149,"4,911",33.8,33.8,32.65,32.65,-1.15,159,2025-06-02
114/05/29,64,"2,174",34.05,34.2,33.75,33.8,-0.15,75,2025-05-29
114/05/28,88,"2,989",34.6,34.6,33.8,33.95,-0.15,88,2025-05-28
114/05/27,122,"4,182",33.95,34.6,33.95,34.1,0.25,101,2025-05-27
114/05/26,71,"2,401",34.05,34.05,33.6,33.85,-0.75,107,2025-05-26
114/05/23,34,"1,179",34.45,34.75,34.25,34.6,0.2,53,2025-05-23
114/05/22,87,"2,963",34.65,34.65,34.0,34.4,-0.35,87,2025-05-22
114/05/21,124,"4,278",33.95,34.8,33.95,34.75,0.85,124,2025-05-21
114/05/20,55,"1,848",33.8,33.95,33.65,33.9,0.2,79,2025-05-20
114/05/19,197,"6,664",34.2,34.35,33.7,33.7,-0.75,197,2025-05-19
114/05/16,213,"7,336",34.45,34.7,34.1,34.45,-0.15,187,2025-05-16
114/05/15,155,"5,387",34.9,35.0,34.45,34.6,-0.25,124,2025-05-15
114/05/14,156,"5,405",34.4,34.9,34.25,34.85,0.7,227,2025-05-14
114/05/13,197,"6,750",33.9,34.85,33.9,34.15,0.65,193,2025-05-13
114/05/12,122,"4,058",32.7,33.55,32.7,33.5,0.8,114,2025-05-12
114/05/09,167,"5,499",33.1,33.15,32.7,32.7,-0.45,160,2025-05-09
114/05/08,128,"4,230",32.35,33.4,32.35,33.15,0.85,135,2025-05-08
114/05/07,44,"1,419",32.15,32.3,31.85,32.3,0.4,61,2025-05-07
114/05/06,44,"1,397",31.5,32.3,31.5,31.9,0.2,75,2025-05-06
114/05/05,206,"6,644",33.4,33.4,31.35,31.7,-1.7,244,2025-05-05
114/05/02,70,"2,346",33.25,33.75,33.25,33.4,0.2,159,2025-05-02
114/04/30,201,"6,761",33.9,34.25,33.2,33.2,-0.5,188,2025-04-30
114/04/29,201,"6,754",32.85,34.0,32.85,33.7,0.85,343,2025-04-29
114/04/28,160,"5,255",32.35,33.0,32.35,32.85,0.5,159,2025-04-28
114/04/25,126,"4,104",31.95,33.0,31.95,32.35,0.55,140,2025-04-25
114/04/24,92,"2,942",32.3,32.45,31.6,31.8,-0.35,124,2025-04-24
114/04/23,128,"4,084",31.0,32.2,31.0,32.15,1.65,127,2025-04-23
114/04/22,56,"1,711",30.35,30.8,30.25,30.5,-0.4,91,2025-04-22
