日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,311,"10,460",33.65,33.65,33.57,33.57,0.0,13,2025-08-22
114/08/21,307,"10,286",33.4,33.57,33.4,33.57,0.27,13,2025-08-21
114/08/20,305,"10,167",33.23,33.32,33.23,33.3,0.22,12,2025-08-20
114/08/19,404,"13,363",33.02,33.08,33.02,33.08,0.05,14,2025-08-19
114/08/18,406,"13,410",33.05,33.05,33.02,33.03,-0.08,13,2025-08-18
114/08/15,402,"13,313",33.05,33.11,33.05,33.11,0.14,11,2025-08-15
114/08/14,401,"13,219",32.94,32.97,32.94,32.97,0.13,10,2025-08-14
114/08/13,402,"13,198",32.83,32.84,32.82,32.84,0.1,11,2025-08-13
114/08/12,403,"13,213",32.78,32.79,32.74,32.74,0.02,12,2025-08-12
114/08/11,402,"13,156",32.76,32.76,32.72,32.72,0.05,10,2025-08-11
114/08/08,200,"6,533",32.66,32.67,32.66,32.67,0.0,5,2025-08-08
114/08/07,204,"6,665",32.81,32.81,32.66,32.67,-0.16,8,2025-08-07
114/08/06,263,"8,634",32.79,32.83,32.78,32.83,0.11,13,2025-08-06
114/08/05,278,"9,104",32.79,32.79,32.72,32.72,0.18,17,2025-08-05
114/08/04,277,"9,015",32.56,32.57,32.54,32.54,-0.07,18,2025-08-04
114/08/01,205,"6,683",32.61,32.61,32.59,32.61,0.0,7,2025-08-01
114/07/31,114,"3,720",32.5,32.61,32.5,32.61,0.24,8,2025-07-31
114/07/30,404,"13,074",32.34,32.37,32.34,32.37,0.19,15,2025-07-30
114/07/29,507,"16,306",32.1,32.18,32.1,32.18,0.23,13,2025-07-29
114/07/28,402,"12,841",31.87,31.96,31.87,31.95,0.08,19,2025-07-28
114/07/25,405,"12,913",31.77,31.89,31.77,31.87,0.19,12,2025-07-25
114/07/24,488,"15,460",31.71,31.71,31.67,31.68,-0.03,16,2025-07-24
114/07/23,407,"12,915",31.72,31.75,31.69,31.71,0.06,23,2025-07-23
114/07/22,301,"9,530",31.63,31.67,31.63,31.65,0.06,8,2025-07-22
114/07/21,336,"10,616",31.55,31.61,31.55,31.59,0.04,12,2025-07-21
114/07/18,404,"12,742",31.53,31.55,31.53,31.55,0.06,10,2025-07-18
114/07/17,520,"16,375",31.5,31.5,31.49,31.49,0.08,15,2025-07-17
114/07/16,506,"15,907",31.44,31.44,31.41,31.41,-0.03,16,2025-07-16
114/07/15,102,"3,248",31.84,31.91,31.84,31.84,0.01,5,2025-07-15
114/07/14,100,"3,184",31.83,31.83,31.83,31.83,-0.09,4,2025-07-14
114/07/11,100,"3,192",31.91,31.92,31.91,31.92,0.03,3,2025-07-11
114/07/10,544,"17,339",31.88,31.91,31.85,31.89,0.32,40,2025-07-10
114/07/09,139,"4,394",31.65,31.65,31.57,31.57,-0.09,8,2025-07-09
114/07/08,120,"3,799",31.69,31.69,31.65,31.66,-0.07,10,2025-07-08
114/07/07,100,"3,177",31.73,31.73,31.73,31.73,0.19,4,2025-07-07
114/07/04,318,"10,040",31.53,31.58,31.53,31.54,-0.13,11,2025-07-04
114/07/03,501,"15,868",31.66,31.68,31.66,31.67,-0.14,14,2025-07-03
114/07/02,529,"16,871",31.88,31.9,31.81,31.81,-0.09,17,2025-07-02
114/07/01,546,"17,428",31.93,31.94,31.84,31.9,0.26,25,2025-07-01
114/06/30,176,"5,566",31.65,31.65,31.61,31.64,0.12,9,2025-06-30
114/06/27,533,"16,824",31.62,31.62,31.52,31.52,-0.2,14,2025-06-27
114/06/26,450,"14,281",31.83,31.83,31.72,31.72,-0.2,16,2025-06-26
114/06/25,311,"9,927",31.92,31.92,31.92,31.92,0.02,8,2025-06-25
114/06/24,19,607,31.97,31.97,31.87,31.9,-0.07,9,2025-06-24
114/06/23,301,"9,622",31.96,31.98,31.95,31.97,0.18,8,2025-06-23
114/06/20,303,"9,644",31.86,31.86,31.79,31.79,-0.08,10,2025-06-20
114/06/19,400,"12,746",31.86,31.87,31.86,31.87,0.06,9,2025-06-19
114/06/18,202,"6,425",31.8,31.81,31.8,31.81,0.07,7,2025-06-18
114/06/17,407,"12,913",31.77,31.77,31.72,31.74,-0.03,17,2025-06-17
114/06/16,252,"8,014",31.81,31.81,31.77,31.77,-0.27,15,2025-06-16
114/06/13,319,"10,208",32.04,32.04,31.98,32.04,0.03,12,2025-06-13
114/06/12,282,"9,037",32.17,32.17,31.99,32.01,-0.1,16,2025-06-12
114/06/11,225,"7,231",32.15,32.15,32.11,32.11,0.09,15,2025-06-11
114/06/10,304,"9,731",32.0,32.02,32.0,32.02,0.04,9,2025-06-10
114/06/09,355,"11,352",32.02,32.02,31.97,31.98,-0.17,12,2025-06-09
114/06/06,354,"11,381",32.15,32.17,32.14,32.15,0.14,9,2025-06-06
