日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,101,"2,904",28.64,28.66,28.64,28.66,0.11,7
114/08/07,103,"2,956",28.80,28.80,28.55,28.55,-0.26,14
114/08/06,102,"2,947",28.76,28.81,28.76,28.81,0.05,12
114/08/05,105,"3,032",28.65,28.76,28.65,28.76,0.31,13
114/08/04,106,"3,024",28.44,28.51,28.44,28.45,0.01,13
114/08/01,105,"3,014",28.47,28.52,28.44,28.44,-0.03,25
114/08/01,105,"3,014",28.47,28.52,28.44,28.44,-0.03,25
114/07/31,103,"2,939",28.37,28.47,28.37,28.47,0.1,9
114/07/31,103,"2,939",28.37,28.47,28.37,28.47,0.1,9
114/07/30,103,"2,930",28.19,28.39,28.19,28.37,0.4,29
114/07/30,103,"2,930",28.19,28.39,28.19,28.37,0.4,29
114/07/29,104,"2,921",27.94,28.03,27.94,27.97,0.03,19
114/07/29,104,"2,921",27.94,28.03,27.94,27.97,0.03,19
114/07/28,102,"2,855",27.82,27.94,27.82,27.94,0.14,6
114/07/28,102,"2,855",27.82,27.94,27.82,27.94,0.14,6
114/07/25,102,"2,841",27.66,27.82,27.66,27.80,0.18,6
114/07/25,102,"2,841",27.66,27.82,27.66,27.80,0.18,6
114/07/24,102,"2,822",27.62,27.63,27.62,27.62,0.0,16
114/07/24,102,"2,822",27.62,27.63,27.62,27.62,0.0,16
114/07/23,109,"3,017",27.72,27.74,27.58,27.62,-0.1,13
114/07/23,109,"3,017",27.72,27.74,27.58,27.62,-0.1,13
114/07/22,102,"2,832",27.64,27.72,27.64,27.72,0.19,7
114/07/22,102,"2,832",27.64,27.72,27.64,27.72,0.19,7
114/07/21,104,"2,868",27.55,27.55,27.44,27.53,-0.03,8
114/07/21,104,"2,868",27.55,27.55,27.44,27.53,-0.03,8
114/07/18,102,"2,815",27.47,27.56,27.47,27.56,0.21,16
114/07/18,102,"2,815",27.47,27.56,27.47,27.56,0.21,16
114/07/17,101,"2,766",27.41,27.41,27.35,27.35,0.01,14
114/07/17,101,"2,766",27.41,27.41,27.35,27.35,0.01,14
114/07/16,100,"2,740",27.34,27.34,27.34,27.34,-0.03,12
114/07/16,100,"2,740",27.34,27.34,27.34,27.34,-0.03,12
114/07/15,102,"2,795",27.35,27.37,27.35,27.37,0.06,18
114/07/15,102,"2,795",27.35,27.37,27.35,27.37,0.06,18
114/07/14,100,"2,737",27.31,27.31,27.31,27.31,-0.3,19
114/07/14,100,"2,737",27.31,27.31,27.31,27.31,-0.3,19
114/07/11,100,"2,763",27.61,27.61,27.61,27.61,-0.03,14
114/07/11,100,"2,763",27.61,27.61,27.61,27.61,-0.03,14
114/07/10,101,"2,780",27.64,27.64,27.64,27.64,0.37,9
114/07/10,101,"2,780",27.64,27.64,27.64,27.64,0.37,9
114/07/09,100,"2,730",27.30,27.30,27.27,27.27,-0.12,6
114/07/09,100,"2,730",27.30,27.30,27.27,27.27,-0.12,6
114/07/08,111,"3,041",27.34,27.39,27.34,27.39,-0.2,11
114/07/08,111,"3,041",27.34,27.39,27.34,27.39,-0.2,11
114/07/07,100,"2,759",27.59,27.59,27.59,27.59,0.16,5
114/07/07,100,"2,759",27.59,27.59,27.59,27.59,0.16,5
114/07/04,101,"2,773",27.43,27.43,27.43,27.43,-0.21,9
114/07/04,101,"2,773",27.43,27.43,27.43,27.43,-0.21,9
114/07/03,100,"2,768",27.64,27.64,27.64,27.64,-0.2,8
114/07/03,100,"2,768",27.64,27.64,27.64,27.64,-0.2,8
114/07/02,108,"3,008",28.08,28.08,27.84,27.84,-0.08,20
114/07/02,108,"3,008",28.08,28.08,27.84,27.84,-0.08,20
114/07/01,104,"2,915",28.00,28.00,27.81,27.92,0.43,218
114/07/01,104,"2,915",28.00,28.00,27.81,27.92,0.43,218
114/06/30,150,"4,127",27.53,27.53,27.49,27.49,0.12,51
114/06/30,150,"4,127",27.53,27.53,27.49,27.49,0.12,51
114/06/27,23,624,27.73,27.73,27.17,27.37,-0.22,46
114/06/27,23,624,27.73,27.73,27.17,27.37,-0.22,46
114/06/26,275,"7,601",27.77,27.77,27.53,27.59,-0.26,319
114/06/26,275,"7,601",27.77,27.77,27.53,27.59,-0.26,319
114/06/25,213,"6,041",27.79,27.85,27.68,27.85,0.14,146
114/06/25,213,"6,041",27.79,27.85,27.68,27.85,0.14,146
114/06/24,267,"7,361",27.65,27.71,27.62,27.71,-0.02,263
114/06/24,267,"7,361",27.65,27.71,27.62,27.71,-0.02,263
114/06/23,261,"7,212",27.73,27.73,27.66,27.73,0.11,449
114/06/23,261,"7,212",27.73,27.73,27.66,27.73,0.11,449
114/06/20,117,"3,233",27.69,27.69,27.59,27.62,-0.1,20
114/06/20,117,"3,233",27.69,27.69,27.59,27.62,-0.1,20
