日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/01,623,"31,698",50.5,51.1,50.1,50.9,0.2,504
114/07/31,838,"42,312",51.1,51.4,50.0,50.7,-0.4,916
114/07/30,744,"37,671",50.8,51.1,50.1,51.1,0.9,485
114/07/29,820,"41,352",50.7,51.0,50.1,50.2,-0.3,574
114/07/28,"1,393","70,410",50.9,50.9,50.2,50.5,0.0,463
114/07/25,"1,725","86,886",50.7,50.8,50.0,50.5,-0.2,629
114/07/24,"1,246","62,668",50.2,50.9,49.85,50.7,0.5,777
114/07/23,"1,614","80,621",49.2,50.6,49.2,50.2,1.0,"1,082"
114/07/22,"2,714","134,873",50.7,50.9,49.0,49.2,-1.5,"2,040"
114/07/21,545,"27,749",51.0,51.3,50.7,50.7,0.0,591
114/07/18,"2,897","147,195",51.1,51.6,50.7,50.7,0.0,873
114/07/17,"2,093","106,181",51.7,51.7,50.4,50.7,-0.7,"1,621"
114/07/16,"1,182","61,073",51.9,52.1,51.4,51.4,-0.4,941
114/07/15,"3,186","165,291",53.1,53.2,51.3,51.8,-1.2,"2,214"
114/07/14,962,"51,016",53.3,53.4,52.7,53.0,-0.3,618
114/07/11,"1,066","56,813",53.6,53.8,53.0,53.3,-0.9,814
114/07/10,"1,072","58,194",53.8,54.8,53.2,54.2,0.8,771
114/07/09,626,"33,639",53.3,54.0,53.3,53.4,0.3,562
114/07/08,685,"36,329",53.6,53.6,52.5,53.1,-0.4,474
114/07/07,573,"30,446",54.1,54.1,52.7,53.5,-0.1,650
114/07/04,"1,147","62,126",54.1,54.6,53.6,53.6,-0.3,819
114/07/03,809,"43,691",54.0,54.3,53.8,53.9,0.1,649
114/07/02,397,"21,267",53.9,53.9,53.4,53.8,0.3,328
114/07/01,513,"27,660",53.9,54.3,53.5,53.5,-0.3,423
114/06/30,990,"53,395",53.9,54.3,53.4,53.8,0.3,661
114/06/27,462,"24,786",54.0,54.0,53.4,53.5,0.0,395
114/06/26,512,"27,354",53.5,53.7,53.2,53.5,0.3,440
