日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,706,"23,526",33.4,33.75,33.0,33.35,-0.2,397,2025-08-22
114/08/21,804,"27,106",33.6,34.15,33.25,33.55,-0.05,556,2025-08-21
114/08/20,"1,692","56,523",34.3,34.65,33.0,33.6,-0.7,"1,000",2025-08-20
114/08/19,"1,320","45,630",34.7,35.75,33.85,34.3,-0.4,793,2025-08-19
114/08/18,"1,592","54,922",33.35,35.45,33.35,34.7,1.15,982,2025-08-18
114/08/15,"3,144","105,996",34.2,34.65,33.2,33.55,-2.15,"2,035",2025-08-15
114/08/14,"1,280","45,671",35.1,36.25,35.0,35.7,0.8,863,2025-08-14
114/08/13,900,"31,609",35.3,35.55,34.85,34.9,-0.1,770,2025-08-13
114/08/12,"2,186","76,619",35.05,36.05,34.5,35.0,-0.45,"1,380",2025-08-12
114/08/11,"1,925","68,929",35.2,36.65,35.05,35.45,-0.5,"1,251",2025-08-11
114/08/08,"2,594","94,459",37.3,37.3,35.6,35.95,-1.1,"1,725",2025-08-08
114/08/07,"2,187","81,444",37.8,37.95,36.8,37.05,-0.45,"1,364",2025-08-07
114/08/06,"3,108","117,635",37.7,38.6,37.3,37.5,-0.45,"1,916",2025-08-06
114/08/05,"10,864","422,438",39.95,40.2,37.3,37.95,0.65,"5,755",2025-08-05
114/08/04,"6,177","226,271",34.45,37.3,34.45,37.3,3.35,"6,052",2025-08-04
114/08/01,"1,035","34,629",32.9,33.95,32.5,33.95,0.7,606,2025-08-01
114/07/31,"1,572","52,672",33.1,34.1,32.7,33.25,0.15,809,2025-07-31
114/07/30,971,"32,030",32.3,33.5,32.3,33.1,0.85,556,2025-07-30
114/07/29,662,"21,413",32.5,32.7,32.15,32.25,-0.25,369,2025-07-29
114/07/28,975,"32,012",32.35,33.3,32.1,32.5,0.3,609,2025-07-28
114/07/25,"1,084","35,132",33.15,33.2,32.15,32.2,-0.95,580,2025-07-25
114/07/24,"1,441","47,441",32.6,33.6,32.3,33.15,0.9,711,2025-07-24
114/07/23,995,"32,071",32.4,32.75,31.9,32.25,0.25,537,2025-07-23
114/07/22,"2,137","69,898",33.8,33.9,31.9,32.0,-1.9,"1,006",2025-07-22
114/07/21,860,"29,478",34.0,35.1,33.7,33.9,-0.05,549,2025-07-21
114/07/18,928,"31,855",34.4,35.15,33.75,33.95,-0.3,547,2025-07-18
114/07/17,755,"25,660",33.45,34.3,33.45,34.25,0.9,451,2025-07-17
114/07/16,995,"33,671",34.3,34.5,33.35,33.35,-0.95,686,2025-07-16
114/07/15,966,"32,971",34.15,34.55,33.7,34.3,0.4,618,2025-07-15
114/07/14,"2,446","84,066",35.85,35.85,33.4,33.9,-1.95,"1,543",2025-07-14
114/07/11,948,"34,107",35.8,36.6,35.55,35.85,0.05,592,2025-07-11
114/07/10,"1,476","52,717",36.1,36.15,34.8,35.8,-0.2,923,2025-07-10
114/07/09,"1,965","71,608",37.0,37.0,36.0,36.0,-0.75,"1,207",2025-07-09
114/07/08,"3,444","127,975",38.15,38.15,36.45,36.75,0.1,"1,997",2025-07-08
114/07/07,"1,033","37,756",36.55,37.1,36.0,36.65,-0.4,626,2025-07-07
114/07/04,"2,383","88,490",39.0,39.0,35.8,37.05,-1.85,"1,550",2025-07-04
114/07/03,"1,417","54,506",38.05,38.95,38.0,38.9,0.9,840,2025-07-03
114/07/02,"1,387","51,901",37.4,38.2,36.5,38.0,1.0,848,2025-07-02
114/07/01,"2,249","84,490",38.6,38.75,36.9,37.0,-1.75,"1,564",2025-07-01
114/06/30,"1,010","39,058",38.75,39.5,38.15,38.75,0.25,784,2025-06-30
114/06/27,"2,426","93,616",39.4,39.7,37.7,38.5,-1.15,"1,500",2025-06-27
114/06/26,"1,370","54,728",40.45,40.45,39.6,39.65,-0.65,928,2025-06-26
114/06/25,"2,521","101,853",40.75,40.95,39.8,40.3,-0.15,"1,689",2025-06-25
114/06/24,"4,796","189,852",37.7,40.75,37.5,40.45,3.35,"4,693",2025-06-24
114/06/23,"1,122","41,006",36.5,37.3,35.55,37.1,0.2,788,2025-06-23
114/06/20,"1,702","63,505",38.25,38.25,36.7,36.9,-1.25,"1,051",2025-06-20
114/06/19,"1,690","64,629",38.2,38.75,37.9,38.15,0.15,"1,012",2025-06-19
114/06/18,"2,542","97,814",38.0,39.2,37.5,38.0,0.35,"1,547",2025-06-18
114/06/17,"2,789","107,072",37.65,39.35,37.5,37.65,0.35,"1,746",2025-06-17
114/06/16,"1,093","40,948",37.3,38.3,36.9,37.3,0.1,669,2025-06-16
114/06/13,"1,795","67,542",38.7,38.7,37.05,37.2,-1.6,"1,210",2025-06-13
114/06/12,"2,771","105,039",37.35,38.8,36.95,38.8,1.1,"1,703",2025-06-12
114/06/11,"5,651","215,751",40.2,40.2,36.75,37.7,-2.1,"3,734",2025-06-11
114/06/10,"5,095","203,013",39.1,41.0,39.0,39.8,0.65,"3,084",2025-06-10
114/06/09,"9,337","379,109",43.5,43.5,39.15,39.15,-4.35,"4,965",2025-06-09
114/06/06,"18,868","823,420",43.7,45.3,41.5,43.5,-0.2,"11,348",2025-06-06
114/06/05,"8,249","352,536",41.35,43.7,41.35,43.7,2.45,"4,840",2025-06-05
114/06/04,"5,767","235,474",40.4,41.6,39.75,41.25,1.35,"3,114",2025-06-04
114/06/03,"6,189","247,979",40.1,41.0,39.1,39.9,0.15,"3,515",2025-06-03
114/06/02,"5,318","207,338",37.0,40.0,36.6,39.75,2.75,"2,682",2025-06-02
114/05/29,937,"34,088",36.3,37.05,35.5,37.0,0.85,554,2025-05-29
114/05/28,"1,659","60,778",38.1,38.2,35.5,36.15,-1.75,962,2025-05-28
114/05/27,911,"35,073",38.55,39.25,37.4,37.9,-0.6,538,2025-05-27
114/05/26,574,"22,043",38.3,38.75,38.05,38.5,0.2,382,2025-05-26
114/05/23,"2,046","78,711",37.2,39.15,37.15,38.3,1.25,"1,114",2025-05-23
114/05/22,784,"29,074",37.05,37.5,36.5,37.05,-0.15,641,2025-05-22
114/05/21,"2,761","105,225",38.85,39.2,37.2,37.2,-1.75,"2,244",2025-05-21
114/05/20,"1,160","45,533",39.2,39.9,38.7,38.95,-0.05,564,2025-05-20
114/05/19,"1,417","55,267",39.55,39.65,38.35,39.0,-1.0,"1,073",2025-05-19
114/05/16,"2,981","117,289",38.0,40.0,37.5,40.0,2.15,"1,335",2025-05-16
114/05/15,984,"37,331",37.55,38.4,37.5,37.85,0.65,513,2025-05-15
114/05/14,390,"14,559",37.95,37.95,37.15,37.2,-0.3,313,2025-05-14
114/05/13,760,"28,679",37.7,38.05,37.1,37.5,-0.1,418,2025-05-13
114/05/12,787,"29,410",37.1,38.05,36.6,37.6,-0.4,435,2025-05-12
114/05/09,"1,234","46,905",38.55,38.65,37.4,38.0,-0.55,676,2025-05-09
114/05/08,"1,335","51,024",37.2,38.8,37.2,38.55,1.6,787,2025-05-08
114/05/07,516,"19,101",37.05,37.55,36.7,36.95,-0.05,318,2025-05-07
114/05/06,706,"25,976",36.2,37.3,35.85,37.0,0.9,548,2025-05-06
114/05/05,"1,733","62,211",37.2,37.45,34.15,36.1,-0.85,"1,142",2025-05-05
114/05/02,"2,363","85,976",33.8,37.15,33.8,36.95,3.15,"2,930",2025-05-02
114/04/30,978,"32,920",32.1,34.65,32.1,33.8,1.7,707,2025-04-30
