日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,342,"21,438",62.7,62.9,62.4,62.7,0.1,255
114/08/07,340,"21,466",62.5,63.7,62.5,62.6,-0.2,261
114/08/06,481,"30,118",62.5,63.0,62.3,62.8,0.0,371
114/08/05,383,"24,042",62.9,63.1,62.5,62.8,0.2,322
114/08/04,456,"28,626",63.0,63.3,62.0,62.6,-0.4,468
114/08/01,"1,282","80,330",61.8,63.7,61.0,63.0,-0.2,962
114/08/01,"1,282","80,330",61.8,63.7,61.0,63.0,-0.2,962
114/07/31,"3,940","248,932",63.1,63.7,63.1,63.2,-6.9,"2,306"
114/07/31,"3,940","248,932",63.1,63.7,63.1,63.2,-6.9,"2,306"
114/07/30,516,"36,364",70.8,71.0,70.1,70.1,-0.5,470
114/07/30,516,"36,364",70.8,71.0,70.1,70.1,-0.5,470
114/07/29,478,"33,781",70.6,71.5,70.2,70.6,-0.4,388
114/07/29,478,"33,781",70.6,71.5,70.2,70.6,-0.4,388
114/07/28,383,"27,153",70.8,71.5,70.3,71.0,0.0,312
114/07/28,383,"27,153",70.8,71.5,70.3,71.0,0.0,312
114/07/25,328,"23,263",71.4,71.5,70.5,71.0,-0.4,271
114/07/25,328,"23,263",71.4,71.5,70.5,71.0,-0.4,271
114/07/24,364,"25,792",71.0,71.6,70.2,71.4,0.4,333
114/07/24,364,"25,792",71.0,71.6,70.2,71.4,0.4,333
114/07/23,463,"32,603",69.3,71.0,69.3,71.0,1.4,480
114/07/23,463,"32,603",69.3,71.0,69.3,71.0,1.4,480
114/07/22,"1,712","120,563",71.8,72.1,69.5,69.6,-2.0,"1,499"
114/07/22,"1,712","120,563",71.8,72.1,69.5,69.6,-2.0,"1,499"
114/07/21,"1,509","117,230",77.3,78.4,77.1,77.6,0.7,"1,187"
114/07/21,"1,509","117,230",77.3,78.4,77.1,77.6,0.7,"1,187"
114/07/18,928,"71,533",77.0,77.5,76.6,76.9,0.1,540
114/07/18,928,"71,533",77.0,77.5,76.6,76.9,0.1,540
114/07/17,640,"49,280",77.5,77.5,76.6,76.8,-0.3,673
114/07/17,640,"49,280",77.5,77.5,76.6,76.8,-0.3,673
114/07/16,854,"66,417",77.3,78.5,77.1,77.1,-0.1,636
114/07/16,854,"66,417",77.3,78.5,77.1,77.1,-0.1,636
114/07/15,332,"25,653",76.9,77.7,76.9,77.2,0.1,280
114/07/15,332,"25,653",76.9,77.7,76.9,77.2,0.1,280
114/07/14,239,"18,427",77.4,77.6,76.7,77.1,0.1,241
114/07/14,239,"18,427",77.4,77.6,76.7,77.1,0.1,241
114/07/11,261,"19,985",75.6,77.2,75.6,77.0,1.4,230
114/07/11,261,"19,985",75.6,77.2,75.6,77.0,1.4,230
114/07/10,212,"16,067",76.2,76.5,75.5,75.6,-0.5,249
114/07/10,212,"16,067",76.2,76.5,75.5,75.6,-0.5,249
