日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,839,"15,172",17.75,18.35,17.6,18.0,0.3,637
114/08/07,483,"8,655",18.3,18.35,17.7,17.7,-0.4,345
114/08/06,593,"10,758",18.2,18.3,18.05,18.1,-0.05,439
114/08/05,"4,237","78,662",17.95,19.1,17.95,18.15,0.35,"2,260"
114/08/04,455,"8,109",17.65,18.0,17.6,17.8,-0.05,310
114/08/01,"2,024","36,237",17.15,18.35,17.0,17.85,0.5,"1,192"
114/08/01,"2,024","36,237",17.15,18.35,17.0,17.85,0.5,"1,192"
114/07/31,460,"8,027",17.35,17.7,17.15,17.35,0.05,402
114/07/31,460,"8,027",17.35,17.7,17.15,17.35,0.05,402
114/07/30,239,"4,116",17.3,17.35,17.05,17.3,0.15,183
114/07/30,239,"4,116",17.3,17.35,17.05,17.3,0.15,183
114/07/29,443,"7,608",17.4,17.45,17.05,17.15,-0.25,289
114/07/29,443,"7,608",17.4,17.45,17.05,17.15,-0.25,289
114/07/28,466,"8,137",17.65,17.65,17.35,17.4,-0.05,312
114/07/28,466,"8,137",17.65,17.65,17.35,17.4,-0.05,312
114/07/25,"1,314","23,171",18.0,18.1,17.3,17.45,-0.55,682
114/07/25,"1,314","23,171",18.0,18.1,17.3,17.45,-0.55,682
114/07/24,"3,812","69,956",17.75,19.0,17.45,18.0,0.3,"1,464"
114/07/24,"3,812","69,956",17.75,19.0,17.45,18.0,0.3,"1,464"
114/07/23,"1,663","29,947",17.25,18.4,17.25,17.7,0.6,"1,075"
114/07/23,"1,663","29,947",17.25,18.4,17.25,17.7,0.6,"1,075"
114/07/22,641,"11,137",17.8,17.8,17.1,17.1,-0.6,479
114/07/22,641,"11,137",17.8,17.8,17.1,17.1,-0.6,479
114/07/21,"1,534","27,219",17.3,18.0,17.3,17.7,0.55,997
114/07/21,"1,534","27,219",17.3,18.0,17.3,17.7,0.55,997
114/07/18,628,"10,965",17.35,17.75,17.15,17.15,-0.2,452
114/07/18,628,"10,965",17.35,17.75,17.15,17.15,-0.2,452
114/07/17,457,"7,919",17.0,17.5,17.0,17.35,0.5,327
114/07/17,457,"7,919",17.0,17.5,17.0,17.35,0.5,327
114/07/16,205,"3,502",17.15,17.2,16.85,16.85,-0.1,178
114/07/16,205,"3,502",17.15,17.2,16.85,16.85,-0.1,178
114/07/15,91,"1,552",16.95,17.1,16.9,16.95,0.1,92
114/07/15,91,"1,552",16.95,17.1,16.9,16.95,0.1,92
