日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,"2,308","289,927",125.0,127.5,122.5,125.5,2.5,"1,775",2025-08-22
114/08/21,"2,547","316,452",121.0,128.0,120.5,123.0,6.0,"3,997",2025-08-21
114/08/20,"2,465","293,926",117.5,122.0,114.5,117.0,1.0,"2,639",2025-08-20
114/08/19,"1,478","173,210",114.0,121.5,112.0,116.0,3.0,"1,443",2025-08-19
114/08/18,732,"82,819",113.0,115.0,111.0,113.0,1.0,726,2025-08-18
114/08/15,"1,050","113,877",111.0,112.0,104.0,112.0,2.0,"1,102",2025-08-15
114/08/14,282,"31,087",112.0,112.5,109.5,110.0,-1.0,404,2025-08-14
114/08/13,875,"99,109",113.5,116.5,110.5,111.0,0.5,920,2025-08-13
114/08/12,378,"41,995",109.0,112.5,109.0,110.5,1.0,369,2025-08-12
114/08/11,425,"46,847",110.5,112.0,109.0,109.5,-3.5,600,2025-08-11
114/08/08,443,"50,416",116.0,116.5,112.5,113.0,-3.0,878,2025-08-08
114/08/07,"1,063","125,971",119.0,121.5,115.0,116.0,-2.5,"1,152",2025-08-07
114/08/06,"1,081","126,802",114.5,119.0,113.5,118.5,5.0,983,2025-08-06
114/08/05,343,"39,238",115.5,116.0,112.5,113.5,-1.0,965,2025-08-05
114/08/04,326,"37,618",115.0,117.5,114.0,114.5,-2.0,"1,001",2025-08-04
114/08/01,675,"77,857",111.0,118.0,111.0,116.5,3.0,843,2025-08-01
114/07/31,334,"37,570",115.0,115.0,111.5,113.5,0.0,442,2025-07-31
114/07/30,509,"57,920",115.0,116.0,112.0,113.5,-2.5,753,2025-07-30
114/07/29,690,"79,980",119.0,119.5,114.0,116.0,-2.5,798,2025-07-29
114/07/28,"1,827","223,960",125.5,126.5,118.0,118.5,-6.0,"2,520",2025-07-28
114/07/25,"1,765","215,034",118.5,125.0,115.5,124.5,6.5,"1,290",2025-07-25
