日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數,日期
114/08/22,"19,993","182,861",9.12,9.17,9.12,9.14,0.02,"1,456",2025-08-22
114/08/21,"12,432","113,146",9.08,9.12,9.08,9.12,0.06,873,2025-08-21
114/08/20,"20,317","183,967",9.05,9.07,9.04,9.06,0.03,"1,503",2025-08-20
114/08/19,"27,797","253,026",9.09,9.11,9.09,9.10,0.02,"1,371",2025-08-19
114/08/18,"22,322","202,672",9.08,9.09,9.07,9.08,-0.01,"1,580",2025-08-18
114/08/15,"26,963","245,167",9.09,9.10,9.08,9.09,0.02,"1,634",2025-08-15
114/08/14,"19,710","178,793",9.08,9.08,9.06,9.07,0.00,"1,463",2025-08-14
114/08/13,"21,047","190,842",9.06,9.08,9.05,9.07,0.01,"1,093",2025-08-13
114/08/12,"22,069","199,708",9.05,9.06,9.04,9.06,0.02,"1,129",2025-08-12
114/08/11,"18,118","163,852",9.04,9.05,9.03,9.04,0.00,"1,066",2025-08-11
114/08/08,"14,981","135,345",9.02,9.04,9.01,9.04,0.0,"1,075",2025-08-08
114/08/08,"14,981","135,345",9.02,9.04,9.01,9.04,0.00,"1,075",2025-08-08
114/08/07,"17,486","158,248",9.08,9.08,9.03,9.04,-0.03,"1,747",2025-08-07
114/08/07,"17,486","158,248",9.08,9.08,9.03,9.04,-0.03,"1,747",2025-08-07
114/08/06,"12,674","114,789",9.04,9.07,9.04,9.07,0.03,967,2025-08-06
114/08/06,"12,674","114,789",9.04,9.07,9.04,9.07,0.03,967,2025-08-06
114/08/05,"14,041","126,801",9.03,9.04,9.02,9.04,0.04,"1,029",2025-08-05
114/08/05,"14,041","126,801",9.03,9.04,9.02,9.04,0.04,"1,029",2025-08-05
114/08/04,"24,806","223,022",9.01,9.01,8.97,9.0,-0.07,"2,200",2025-08-04
114/08/04,"24,806","223,022",9.01,9.01,8.97,9.00,-0.07,"2,200",2025-08-04
114/08/01,"7,997","72,661",9.08,9.11,9.06,9.07,-0.01,925,2025-08-01
114/08/01,"7,997","72,661",9.08,9.11,9.06,9.07,-0.01,925,2025-08-01
114/07/31,"9,108","82,549",9.04,9.08,9.03,9.08,0.05,653,2025-07-31
114/07/31,"9,108","82,549",9.04,9.08,9.03,9.08,0.05,653,2025-07-31
114/07/30,"6,789","61,260",9.03,9.04,9.01,9.03,0.01,650,2025-07-30
114/07/30,"6,789","61,260",9.03,9.04,9.01,9.03,0.01,650,2025-07-30
114/07/29,"9,260","83,256",8.96,9.02,8.95,9.02,0.09,856,2025-07-29
114/07/29,"9,260","83,256",8.96,9.02,8.95,9.02,0.09,856,2025-07-29
114/07/28,"4,485","40,039",8.91,8.93,8.91,8.93,0.02,529,2025-07-28
114/07/28,"4,485","40,039",8.91,8.93,8.91,8.93,0.02,529,2025-07-28
114/07/25,"6,361","56,668",8.88,8.92,8.88,8.91,0.05,456,2025-07-25
114/07/25,"6,361","56,668",8.88,8.92,8.88,8.91,0.05,456,2025-07-25
114/07/24,"5,830","51,670",8.86,8.87,8.85,8.86,-0.01,427,2025-07-24
114/07/24,"5,830","51,670",8.86,8.87,8.85,8.86,-0.01,427,2025-07-24
114/07/23,"6,769","60,079",8.89,8.90,8.86,8.87,-0.01,686,2025-07-23
114/07/23,"6,769","60,079",8.89,8.9,8.86,8.87,-0.01,686,2025-07-23
114/07/22,"7,450","66,064",8.87,8.88,8.86,8.88,0.01,588,2025-07-22
114/07/22,"7,450","66,064",8.87,8.88,8.86,8.88,0.01,588,2025-07-22
114/07/21,"8,074","71,543",8.85,8.87,8.85,8.87,0.02,560,2025-07-21
114/07/21,"8,074","71,543",8.85,8.87,8.85,8.87,0.02,560,2025-07-21
114/07/18,"14,048","124,303",8.87,8.87,8.84,8.85,-0.02,"1,431",2025-07-18
114/07/18,"14,048","124,303",8.87,8.87,8.84,8.85,-0.02,"1,431",2025-07-18
114/07/17,"17,330","154,802",8.92,8.94,8.92,8.94,0.02,"1,033",2025-07-17
114/07/17,"17,330","154,802",8.92,8.94,8.92,8.94,0.02,"1,033",2025-07-17
114/07/16,"17,672","157,471",8.91,8.92,8.9,8.92,0.01,805,2025-07-16
114/07/16,"17,672","157,471",8.91,8.92,8.90,8.92,0.01,805,2025-07-16
114/07/15,"12,050","107,334",8.9,8.92,8.89,8.91,0.03,739,2025-07-15
114/07/15,"12,050","107,334",8.90,8.92,8.89,8.91,0.03,739,2025-07-15
114/07/14,"10,471","93,014",8.88,8.89,8.87,8.88,-0.01,847,2025-07-14
114/07/14,"10,471","93,014",8.88,8.89,8.87,8.88,-0.01,847,2025-07-14
114/07/11,"9,786","87,051",8.89,8.91,8.88,8.89,0.00,697,2025-07-11
114/07/11,"9,786","87,051",8.89,8.91,8.88,8.89,0.0,697,2025-07-11
114/07/10,"19,737","175,369",8.87,8.9,8.86,8.89,0.06,731,2025-07-10
114/07/10,"19,737","175,369",8.87,8.90,8.86,8.89,0.06,731,2025-07-10
114/07/09,"8,449","74,624",8.83,8.84,8.82,8.83,0.0,651,2025-07-09
114/07/09,"8,449","74,624",8.83,8.84,8.82,8.83,0.00,651,2025-07-09
114/07/08,"9,678","85,563",8.85,8.85,8.83,8.83,-0.02,714,2025-07-08
114/07/08,"9,678","85,563",8.85,8.85,8.83,8.83,-0.02,714,2025-07-08
114/07/07,"7,721","68,246",8.81,8.86,8.80,8.85,0.06,554,2025-07-07
114/07/07,"7,721","68,246",8.81,8.86,8.8,8.85,0.06,554,2025-07-07
114/07/04,"8,203","72,047",8.79,8.79,8.77,8.79,0.0,740,2025-07-04
114/07/04,"8,203","72,047",8.79,8.79,8.77,8.79,0.00,740,2025-07-04
114/07/03,"13,228","116,402",8.82,8.82,8.79,8.79,-0.04,"1,274",2025-07-03
114/07/03,"13,228","116,402",8.82,8.82,8.79,8.79,-0.04,"1,274",2025-07-03
114/07/02,"7,926","70,095",8.86,8.86,8.83,8.83,-0.01,587,2025-07-02
114/07/02,"7,926","70,095",8.86,8.86,8.83,8.83,-0.01,587,2025-07-02
114/07/01,"5,138","45,445",8.85,8.88,8.83,8.84,0.02,403,2025-07-01
114/07/01,"5,138","45,445",8.85,8.88,8.83,8.84,0.02,403,2025-07-01
114/06/30,"6,401","56,329",8.79,8.84,8.78,8.82,0.08,"1,923",2025-06-30
114/06/30,"6,401","56,329",8.79,8.84,8.78,8.82,0.08,"1,923",2025-06-30
114/06/27,"12,767","111,880",8.78,8.79,8.74,8.74,-0.06,"3,294",2025-06-27
114/06/27,"12,767","111,880",8.78,8.79,8.74,8.74,-0.06,"3,294",2025-06-27
114/06/26,"8,113","71,436",8.84,8.85,8.78,8.8,-0.07,"1,393",2025-06-26
114/06/26,"8,113","71,436",8.84,8.85,8.78,8.80,-0.07,"1,393",2025-06-26
114/06/25,"3,778","33,465",8.86,8.87,8.84,8.87,0.0,442,2025-06-25
114/06/25,"3,778","33,465",8.86,8.87,8.84,8.87,0.00,442,2025-06-25
114/06/24,"3,165","28,076",8.90,8.90,8.86,8.87,0.00,422,2025-06-24
114/06/24,"3,165","28,076",8.9,8.9,8.86,8.87,0.0,422,2025-06-24
114/06/23,"3,124","27,646",8.82,8.87,8.82,8.87,0.05,379,2025-06-23
114/06/23,"3,124","27,646",8.82,8.87,8.82,8.87,0.05,379,2025-06-23
114/06/20,"4,207","37,121",8.84,8.84,8.80,8.82,-0.01,621,2025-06-20
114/06/20,"4,207","37,121",8.84,8.84,8.8,8.82,-0.01,621,2025-06-20
114/06/19,"2,561","22,608",8.83,8.84,8.82,8.83,0.00,511,2025-06-19
114/06/19,"2,561","22,608",8.83,8.84,8.82,8.83,0.0,511,2025-06-19
114/06/18,"8,695","77,463",8.93,8.94,8.89,8.90,0.00,951,2025-06-18
114/06/18,"8,695","77,463",8.93,8.94,8.89,8.9,0.0,951,2025-06-18
114/06/17,"9,634","85,771",8.91,8.92,8.89,8.9,-0.04,"1,233",2025-06-17
114/06/17,"9,634","85,771",8.91,8.92,8.89,8.90,-0.04,"1,233",2025-06-17
114/06/16,"11,495","102,799",8.94,8.96,8.93,8.94,-0.03,801,2025-06-16
114/06/16,"11,495","102,799",8.94,8.96,8.93,8.94,-0.03,801,2025-06-16
114/06/13,"9,617","86,091",8.95,8.97,8.94,8.97,-0.03,"1,164",2025-06-13
114/06/13,"9,617","86,091",8.95,8.97,8.94,8.97,-0.03,"1,164",2025-06-13
114/06/12,"12,687","114,336",9.04,9.04,8.98,9.00,-0.05,"1,397",2025-06-12
114/06/12,"12,687","114,336",9.04,9.04,8.98,9.0,-0.05,"1,397",2025-06-12
114/06/11,"5,037","45,580",9.05,9.06,9.04,9.05,-0.01,512,2025-06-11
114/06/11,"5,037","45,580",9.05,9.06,9.04,9.05,-0.01,512,2025-06-11
114/06/10,"8,069","73,059",9.05,9.06,9.04,9.06,0.01,483,2025-06-10
114/06/10,"8,069","73,059",9.05,9.06,9.04,9.06,0.01,483,2025-06-10
114/06/09,"5,017","45,373",9.05,9.05,9.03,9.05,0.01,422,2025-06-09
114/06/09,"5,017","45,373",9.05,9.05,9.03,9.05,0.01,422,2025-06-09
114/06/06,"7,862","71,050",9.05,9.05,9.03,9.04,0.00,518,2025-06-06
114/06/06,"7,862","71,050",9.05,9.05,9.03,9.04,0.0,518,2025-06-06
114/06/05,"4,688","42,332",9.04,9.04,9.02,9.04,-0.01,554,2025-06-05
114/06/05,"4,688","42,332",9.04,9.04,9.02,9.04,-0.01,554,2025-06-05
114/06/04,"5,453","49,353",9.05,9.06,9.04,9.05,0.04,669,2025-06-04
114/06/04,"5,453","49,353",9.05,9.06,9.04,9.05,0.04,669,2025-06-04
114/06/03,"3,783","34,079",9.01,9.02,8.99,9.01,0.01,382,2025-06-03
114/06/03,"3,783","34,079",9.01,9.02,8.99,9.01,0.01,382,2025-06-03
114/06/02,"3,646","32,812",9.01,9.01,8.97,9.00,-0.04,373,2025-06-02
114/06/02,"3,646","32,812",9.01,9.01,8.97,9.0,-0.04,373,2025-06-02
114/05/29,"5,236","47,219",8.99,9.04,8.99,9.04,0.08,338,2025-05-29
114/05/29,"5,236","47,219",8.99,9.04,8.99,9.04,0.08,338,2025-05-29
114/05/28,"1,744","15,607",8.95,8.96,8.94,8.96,0.06,245,2025-05-28
114/05/28,"1,744","15,607",8.95,8.96,8.94,8.96,0.06,245,2025-05-28
114/05/27,"2,852","25,347",8.89,8.91,8.86,8.9,0.0,337,2025-05-27
114/05/27,"2,852","25,347",8.89,8.91,8.86,8.90,0.00,337,2025-05-27
114/05/26,"11,212","99,539",8.94,8.94,8.85,8.90,-0.04,720,2025-05-26
114/05/26,"11,212","99,539",8.94,8.94,8.85,8.9,-0.04,720,2025-05-26
114/05/23,"4,680","41,915",8.99,8.99,8.93,8.94,0.00,456,2025-05-23
