日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/01,213,"6,702",30.3,31.95,30.3,31.6,0.85,192
114/07/31,161,"4,996",31.15,31.2,30.7,30.75,-0.45,191
114/07/30,133,"4,117",30.6,31.25,30.6,31.2,0.55,181
114/07/29,168,"5,119",30.55,30.7,30.1,30.65,0.5,159
114/07/28,87,"2,640",29.9,30.35,29.9,30.15,0.05,110
114/07/25,74,"2,239",30.0,30.55,30.0,30.1,0.1,68
114/07/24,135,"4,070",30.15,30.35,29.95,30.0,-0.15,103
114/07/23,112,"3,369",29.9,30.45,29.9,30.15,0.2,108
114/07/22,359,"10,834",30.75,30.8,29.95,29.95,-0.85,338
114/07/21,62,"1,903",30.8,31.0,30.5,30.8,0.0,69
114/07/18,121,"3,758",30.9,31.35,30.8,30.8,-0.1,110
114/07/17,146,"4,551",31.5,31.5,30.9,30.9,-0.25,304
114/07/16,320,"9,893",30.3,31.5,30.2,31.15,1.1,238
114/07/15,182,"5,439",29.8,30.35,29.8,30.05,0.25,149
114/07/14,78,"2,343",30.0,30.0,29.8,29.8,-0.1,146
114/07/11,233,"6,980",29.95,30.1,29.75,29.9,-0.05,179
114/07/10,130,"3,913",30.05,30.65,29.95,29.95,-0.05,135
114/07/09,153,"4,583",29.8,30.25,29.7,30.0,0.2,140
114/07/08,393,"11,772",30.05,30.6,29.7,29.8,-0.4,264
114/07/07,195,"5,910",30.8,30.8,30.15,30.2,-0.55,174
114/07/04,155,"4,770",31.0,31.1,30.6,30.75,-0.2,113
114/07/03,108,"3,339",31.1,31.1,30.85,30.95,-0.05,85
114/07/02,159,"4,897",30.6,31.2,30.5,31.0,0.3,126
114/07/01,263,"8,125",30.9,31.8,30.55,30.7,-0.25,197
114/06/30,171,"5,310",31.65,31.65,30.85,30.95,-0.7,150
114/06/27,191,"6,089",32.5,32.5,31.55,31.65,-0.6,166
114/06/26,287,"9,298",32.3,32.9,32.2,32.25,-0.05,210
114/06/25,195,"6,345",33.0,33.0,32.3,32.3,-0.25,198
114/06/24,677,"22,007",31.9,32.9,31.7,32.55,1.05,433
114/06/23,201,"6,289",30.95,31.55,30.7,31.5,0.5,194
114/06/20,340,"10,540",31.0,31.35,30.6,31.0,0.1,247
114/06/19,583,"17,984",30.2,31.4,30.15,30.9,0.5,414
114/06/18,378,"11,540",30.4,30.8,30.15,30.4,0.0,228
