日期,收盤價
2025-08-01,12.45
2025-07-31,12.50
2025-07-30,12.55
2025-07-29,--
2025-07-28,--
2025-07-25,12.55
2025-07-24,12.54
2025-07-23,12.54
2025-07-22,12.54
2025-07-21,12.53
2025-07-18,12.57
2025-07-17,12.65
2025-07-16,12.65
2025-07-15,12.62
2025-07-14,--
2025-07-11,--
2025-07-10,12.62
2025-07-09,12.64
2025-07-08,12.64
2025-07-07,12.65
2025-07-04,--
2025-07-03,12.62
2025-07-02,--
2025-07-01,12.65
2025-06-30,12.66
2025-06-27,--
2025-06-26,12.68
2025-06-25,--
2025-06-24,12.68
2025-06-23,--
2025-06-20,12.70
2025-06-19,--
2025-06-18,12.70
2025-06-17,--
2025-06-16,12.68
2025-06-13,12.69
2025-06-12,12.70
2025-06-11,12.72
2025-06-10,--
2025-06-09,12.72
2025-06-06,12.74
2025-06-05,12.73
2025-06-04,12.74
2025-06-03,12.74
2025-06-02,12.74
2025-05-29,12.76
2025-05-28,12.76
2025-05-27,12.78
2025-05-26,12.76
2025-05-23,--
2025-05-22,12.77
2025-05-21,12.78
2025-05-20,12.80
2025-05-19,12.79
2025-05-16,12.82
2025-05-15,12.80
2025-05-14,13.20
2025-05-13,13.17
2025-05-12,13.14
2025-05-09,13.17
2025-05-08,13.15
2025-05-07,13.15
2025-05-06,13.14
2025-05-05,13.11
2025-05-02,13.12
2025-04-30,13.12
2025-04-29,13.14
2025-04-28,13.14
2025-04-25,13.17
2025-04-24,13.19
2025-04-23,13.19
2025-04-22,13.10
2025-04-21,13.15
2025-04-18,13.11
2025-04-17,13.11
2025-04-16,13.12
2025-04-15,13.12
2025-04-14,13.14
2025-04-11,13.15
2025-04-10,13.17
2025-04-09,13.19
2025-04-08,13.22
2025-04-07,13.24
2025-04-02,13.24
2025-04-01,13.26
2025-03-31,13.26
2025-03-28,13.27
2025-03-27,13.27
2025-03-26,--
2025-03-25,13.27
2025-03-24,13.27
2025-03-21,--
2025-03-20,13.28
2025-03-19,--
2025-03-18,13.28
2025-03-17,13.28
2025-03-14,--
2025-03-13,--
2025-03-12,13.28
2025-03-11,13.28
2025-03-10,13.30
2025-03-07,13.30
2025-03-06,13.30
2025-03-05,--
2025-03-04,13.29
2025-03-03,13.28
