日期,收盤價
2025-08-01,15.49
2025-07-31,15.52
2025-07-30,15.66
2025-07-29,15.69
2025-07-28,15.86
2025-07-25,15.90
2025-07-24,15.96
2025-07-23,15.88
2025-07-22,15.83
2025-07-21,15.75
2025-07-18,15.72
2025-07-17,15.75
2025-07-16,15.72
2025-07-15,15.82
2025-07-14,15.82
2025-07-11,15.85
2025-07-10,15.90
2025-07-09,15.89
2025-07-08,15.95
2025-07-07,15.95
2025-07-04,15.98
2025-07-03,16.02
2025-07-02,16.10
2025-07-01,16.08
2025-06-30,15.99
2025-06-27,15.92
2025-06-26,15.92
2025-06-25,15.86
2025-06-24,15.81
2025-06-23,15.67
2025-06-20,15.78
2025-06-19,15.69
2025-06-18,15.75
2025-06-17,15.86
2025-06-16,15.85
2025-06-13,15.83
2025-06-12,15.83
2025-06-11,15.71
2025-06-10,15.73
2025-06-09,15.76
2025-06-06,15.81
2025-06-05,15.79
2025-06-04,15.71
2025-06-03,15.81
2025-06-02,15.78
2025-05-29,15.59
2025-05-28,15.65
2025-05-27,15.78
2025-05-26,15.82
2025-05-23,15.71
2025-05-22,15.70
2025-05-21,15.68
2025-05-20,15.57
2025-05-19,15.52
2025-05-16,15.57
2025-05-15,15.55
2025-05-14,15.54
2025-05-13,15.42
2025-05-12,15.57
2025-05-09,15.56
2025-05-08,15.71
2025-05-07,15.76
2025-05-06,15.73
2025-05-05,15.73
2025-05-02,15.73
2025-04-30,15.86
2025-04-29,15.88
2025-04-28,15.85
2025-04-25,15.78
2025-04-24,15.78
2025-04-23,15.87
2025-04-22,16.09
2025-04-21,16.07
2025-04-18,15.83
2025-04-17,15.80
2025-04-16,15.76
2025-04-15,15.80
2025-04-14,15.83
2025-04-11,15.71
2025-04-10,15.33
2025-04-09,15.43
2025-04-08,15.27
2025-04-07,15.31
2025-04-02,15.10
2025-04-01,15.14
2025-03-31,15.18
2025-03-28,15.09
2025-03-27,15.10
2025-03-26,15.10
2025-03-25,15.09
2025-03-24,15.14
2025-03-21,15.15
2025-03-20,15.24
2025-03-19,15.25
2025-03-18,15.24
2025-03-17,15.18
2025-03-14,15.16
2025-03-13,15.22
2025-03-12,15.22
2025-03-11,15.20
2025-03-10,15.19
2025-03-07,15.17
2025-03-06,15.11
2025-03-05,14.94
2025-03-04,14.83
2025-03-03,14.73
