日期,收盤價
2025-08-01,20.61
2025-07-31,20.42
2025-07-30,20.63
2025-07-29,20.86
2025-07-28,20.62
2025-07-25,20.75
2025-07-24,20.70
2025-07-23,20.78
2025-07-22,20.96
2025-07-21,20.78
2025-07-18,20.70
2025-07-17,20.91
2025-07-16,21.08
2025-07-15,21.27
2025-07-14,21.58
2025-07-11,21.40
2025-07-10,21.56
2025-07-09,21.70
2025-07-08,21.85
2025-07-07,21.79
2025-07-04,21.68
2025-07-03,21.46
2025-07-02,21.75
2025-07-01,21.79
2025-06-30,22.05
2025-06-27,22.08
2025-06-26,22.07
2025-06-25,22.03
2025-06-24,22.22
2025-06-23,22.69
2025-06-20,22.56
2025-06-19,22.49
2025-06-18,22.25
2025-06-17,22.44
2025-06-16,22.49
2025-06-13,22.59
2025-06-12,22.31
2025-06-11,22.20
2025-06-10,22.39
2025-06-09,22.86
2025-06-06,22.97
2025-06-05,23.03
2025-06-04,23.05
2025-06-03,23.69
2025-06-02,23.79
2025-05-29,23.29
2025-05-28,23.36
2025-05-27,23.43
2025-05-26,23.23
2025-05-23,23.18
2025-05-22,23.12
2025-05-21,22.88
2025-05-20,23.15
2025-05-19,23.18
2025-05-16,22.87
2025-05-15,22.97
2025-05-14,22.90
2025-05-13,23.42
2025-05-12,23.70
2025-05-09,24.03
2025-05-08,24.25
2025-05-07,24.55
2025-05-06,24.59
2025-05-05,24.46
2025-05-02,24.15
2025-04-30,24.90
2025-04-29,24.82
2025-04-28,25.03
2025-04-25,25.17
2025-04-24,25.74
2025-04-23,25.62
2025-04-22,26.68
2025-04-21,26.35
2025-04-18,25.93
2025-04-17,25.98
2025-04-16,25.94
2025-04-15,25.42
2025-04-14,25.83
2025-04-11,25.72
2025-04-10,26.63
2025-04-09,29.58
2025-04-08,27.91
2025-04-07,27.23
2025-04-02,24.76
2025-04-01,24.80
2025-03-31,25.33
2025-03-28,24.40
2025-03-27,24.00
2025-03-26,23.62
2025-03-25,23.63
2025-03-24,23.82
2025-03-21,23.75
2025-03-20,23.58
2025-03-19,23.98
2025-03-18,23.71
2025-03-17,23.85
2025-03-14,24.04
2025-03-13,24.04
2025-03-12,23.86
2025-03-11,23.95
2025-03-10,23.53
2025-03-07,23.44
2025-03-06,23.20
2025-03-05,23.09
2025-03-04,23.36
2025-03-03,23.22
