日期,收盤價
2025-08-01,11.43
2025-07-31,11.53
2025-07-30,11.55
2025-07-29,11.55
2025-07-28,11.55
2025-07-25,11.55
2025-07-24,11.56
2025-07-23,11.56
2025-07-22,11.56
2025-07-21,11.56
2025-07-18,11.57
2025-07-17,11.58
2025-07-16,--
2025-07-15,11.59
2025-07-14,11.58
2025-07-11,--
2025-07-10,11.57
2025-07-09,11.58
2025-07-08,11.59
2025-07-07,11.60
2025-07-04,11.61
2025-07-03,11.62
2025-07-02,11.62
2025-07-01,11.61
2025-06-30,11.61
2025-06-27,11.60
2025-06-26,11.69
2025-06-25,11.70
2025-06-24,11.70
2025-06-23,11.70
2025-06-20,11.70
2025-06-19,11.71
2025-06-18,11.72
2025-06-17,11.70
2025-06-16,11.69
2025-06-13,--
2025-06-12,--
2025-06-11,11.77
2025-06-10,11.77
2025-06-09,11.75
2025-06-06,11.78
2025-06-05,--
2025-06-04,11.74
2025-06-03,11.71
2025-06-02,11.73
2025-05-29,11.76
2025-05-28,11.79
2025-05-27,11.79
2025-05-26,11.80
2025-05-23,--
2025-05-22,11.80
2025-05-21,11.80
2025-05-20,11.82
2025-05-19,11.93
2025-05-16,11.95
2025-05-15,--
2025-05-14,11.95
2025-05-13,11.95
2025-05-12,11.92
2025-05-09,11.93
2025-05-08,11.89
2025-05-07,11.90
2025-05-06,11.95
2025-05-05,11.82
2025-05-02,11.66
2025-04-30,11.65
2025-04-29,11.65
2025-04-28,11.65
2025-04-25,11.62
2025-04-24,11.62
2025-04-23,11.60
2025-04-22,11.55
2025-04-21,11.55
2025-04-18,11.60
2025-04-17,11.54
2025-04-16,11.53
2025-04-15,11.61
2025-04-14,11.53
2025-04-11,11.55
2025-04-10,11.65
2025-04-09,11.79
2025-04-08,11.87
2025-04-07,11.55
2025-04-02,--
2025-04-01,11.55
2025-03-31,11.55
2025-03-28,11.63
2025-03-27,11.63
2025-03-26,11.83
2025-03-25,--
2025-03-24,11.80
2025-03-21,11.73
2025-03-20,11.71
2025-03-19,--
2025-03-18,11.88
2025-03-17,11.89
2025-03-14,11.80
2025-03-13,11.70
2025-03-12,11.77
2025-03-11,--
2025-03-10,11.77
2025-03-07,--
2025-03-06,11.77
2025-03-05,--
2025-03-04,11.85
2025-03-03,12.18
