日期,收盤價
2025-08-01,61.30
2025-07-31,61.40
2025-07-30,61.30
2025-07-29,61.30
2025-07-28,61.30
2025-07-25,--
2025-07-24,61.40
2025-07-23,61.40
2025-07-22,61.50
2025-07-21,61.40
2025-07-18,61.50
2025-07-17,61.40
2025-07-16,61.50
2025-07-15,62.00
2025-07-14,61.40
2025-07-11,61.30
2025-07-10,61.30
2025-07-09,61.30
2025-07-08,61.30
2025-07-07,61.30
2025-07-04,61.30
2025-07-03,61.30
2025-07-02,61.30
2025-07-01,61.30
2025-06-30,62.60
2025-06-27,62.40
2025-06-26,62.40
2025-06-25,62.30
2025-06-24,62.50
2025-06-23,62.50
2025-06-20,62.50
2025-06-19,62.40
2025-06-18,62.50
2025-06-17,62.50
2025-06-16,62.40
2025-06-13,62.40
2025-06-12,62.30
2025-06-11,62.40
2025-06-10,62.40
2025-06-09,62.40
2025-06-06,62.40
2025-06-05,62.40
2025-06-04,62.40
2025-06-03,62.40
2025-06-02,62.40
2025-05-29,62.40
2025-05-28,62.40
2025-05-27,62.40
2025-05-26,62.40
2025-05-23,62.40
2025-05-22,62.40
2025-05-21,62.40
2025-05-20,62.40
2025-05-19,62.40
2025-05-16,62.40
2025-05-15,62.40
2025-05-14,62.50
2025-05-13,62.50
2025-05-12,62.40
2025-05-09,62.40
2025-05-08,62.30
2025-05-07,62.30
2025-05-06,62.40
2025-05-05,62.40
2025-05-02,62.50
2025-04-30,62.50
2025-04-29,62.50
2025-04-28,62.60
2025-04-25,62.50
2025-04-24,62.40
2025-04-23,62.30
2025-04-22,62.30
2025-04-21,62.30
2025-04-18,62.30
2025-04-17,62.20
2025-04-16,62.10
2025-04-15,62.10
2025-04-14,62.00
2025-04-11,62.00
2025-04-10,62.00
2025-04-09,61.50
2025-04-08,61.50
2025-04-07,61.50
2025-04-02,62.10
2025-04-01,62.20
2025-03-31,62.10
2025-03-28,62.10
2025-03-27,62.30
2025-03-26,62.20
2025-03-25,62.20
2025-03-24,62.20
2025-03-21,62.20
2025-03-20,62.10
2025-03-19,62.00
2025-03-18,62.00
2025-03-17,61.90
2025-03-14,61.80
2025-03-13,61.60
2025-03-12,61.60
2025-03-11,61.60
2025-03-10,61.60
2025-03-07,61.50
2025-03-06,61.40
2025-03-05,61.50
2025-03-04,61.50
2025-03-03,61.40
