日期,收盤價
2025-08-01,100.15
2025-07-31,102.95
2025-07-30,101.20
2025-07-29,101.65
2025-07-28,101.85
2025-07-25,100.55
2025-07-24,99.80
2025-07-23,98.70
2025-07-22,98.10
2025-07-21,98.35
2025-07-18,98.65
2025-07-17,96.80
2025-07-16,95.95
2025-07-15,97.80
2025-07-14,95.75
2025-07-11,96.85
2025-07-10,96.35
2025-07-09,95.20
2025-07-08,95.45
2025-07-07,95.95
2025-07-04,95.90
2025-07-03,95.20
2025-07-02,95.05
2025-07-01,94.75
2025-06-30,94.80
2025-06-27,93.15
2025-06-26,92.05
2025-06-25,92.50
2025-06-24,91.60
2025-06-23,88.60
2025-06-20,88.70
2025-06-19,88.95
2025-06-18,89.50
2025-06-17,90.10
2025-06-16,89.60
2025-06-13,88.65
2025-06-12,90.35
2025-06-11,91.10
2025-06-10,90.55
2025-06-09,90.25
2025-06-06,89.30
2025-06-05,89.60
2025-06-04,89.85
2025-06-03,88.15
2025-06-02,87.00
2025-05-29,90.55
2025-05-28,88.25
2025-05-27,86.45
2025-05-26,86.65
2025-05-23,86.25
2025-05-22,86.50
2025-05-21,89.00
2025-05-20,89.95
2025-05-19,88.20
2025-05-16,88.80
2025-05-15,87.55
2025-05-14,88.10
2025-05-13,86.50
2025-05-12,84.00
2025-05-09,81.85
2025-05-08,82.20
2025-05-07,80.90
2025-05-06,80.50
2025-05-05,80.45
2025-05-02,82.40
2025-04-30,79.90
2025-04-29,80.25
2025-04-28,79.40
2025-04-25,79.70
2025-04-24,75.65
2025-04-23,76.00
2025-04-22,70.60
2025-04-21,72.45
2025-04-18,74.30
2025-04-17,74.70
2025-04-16,74.70
2025-04-15,77.10
2025-04-14,77.35
2025-04-11,74.85
2025-04-10,78.35
2025-04-09,64.10
2025-04-08,70.40
2025-04-07,65.05
2025-04-02,87.20
2025-04-01,86.45
2025-03-31,84.70
2025-03-28,89.65
2025-03-27,90.35
2025-03-26,92.20
2025-03-25,91.55
2025-03-24,90.10
2025-03-21,88.70
2025-03-20,90.10
2025-03-19,87.70
2025-03-18,88.60
2025-03-17,87.20
2025-03-14,85.80
2025-03-13,86.10
2025-03-12,86.40
2025-03-11,87.80
2025-03-10,91.45
2025-03-07,91.90
2025-03-06,94.55
2025-03-05,93.65
2025-03-04,95.80
2025-03-03,98.75
