日期,收盤價
2025-08-01,15.07
2025-07-31,15.08
2025-07-30,14.95
2025-07-29,14.89
2025-07-28,14.76
2025-07-25,14.74
2025-07-24,14.59
2025-07-23,14.60
2025-07-22,14.57
2025-07-21,14.58
2025-07-18,14.55
2025-07-17,14.47
2025-07-16,14.53
2025-07-15,14.49
2025-07-14,14.50
2025-07-11,14.56
2025-07-10,14.59
2025-07-09,14.44
2025-07-08,14.48
2025-07-07,14.54
2025-07-04,14.47
2025-07-03,14.46
2025-07-02,14.54
2025-07-01,14.58
2025-06-30,14.44
2025-06-27,14.36
2025-06-26,14.48
2025-06-25,14.54
2025-06-24,14.50
2025-06-23,14.49
2025-06-20,14.45
2025-06-19,14.49
2025-06-18,14.42
2025-06-17,14.60
2025-06-16,14.61
2025-06-13,14.72
2025-06-12,14.69
2025-06-11,14.77
2025-06-10,14.77
2025-06-09,14.73
2025-06-06,14.77
2025-06-05,14.76
2025-06-04,14.70
2025-06-03,14.67
2025-06-02,14.67
2025-05-29,14.65
2025-05-28,14.58
2025-05-27,14.53
2025-05-26,14.37
2025-05-23,14.48
2025-05-22,14.43
2025-05-21,14.67
2025-05-20,14.75
2025-05-19,14.65
2025-05-16,14.73
2025-05-15,14.66
2025-05-14,14.78
2025-05-13,14.81
2025-05-12,14.74
2025-05-09,14.67
2025-05-08,14.80
2025-05-07,14.76
2025-05-06,14.57
2025-05-05,14.36
2025-05-02,15.31
2025-04-30,15.75
2025-04-29,15.90
2025-04-28,15.97
2025-04-25,15.87
2025-04-24,15.74
2025-04-23,15.73
2025-04-22,15.38
2025-04-21,15.48
2025-04-18,15.63
2025-04-17,15.62
2025-04-16,15.58
2025-04-15,15.58
2025-04-14,15.46
2025-04-11,15.49
2025-04-10,15.99
2025-04-09,15.31
2025-04-08,16.05
2025-04-07,16.12
2025-04-02,16.59
2025-04-01,16.57
2025-03-31,16.50
2025-03-28,16.38
2025-03-27,16.39
2025-03-26,16.44
2025-03-25,16.45
2025-03-24,16.52
2025-03-21,16.54
2025-03-20,16.57
2025-03-19,16.44
2025-03-18,16.65
2025-03-17,16.56
2025-03-14,16.56
2025-03-13,16.60
2025-03-12,16.65
2025-03-11,16.76
2025-03-10,16.70
2025-03-07,16.63
2025-03-06,16.61
2025-03-05,16.71
2025-03-04,16.81
2025-03-03,16.78
