日期,收盤價
2025-08-01,16.10
2025-07-31,16.22
2025-07-30,16.29
2025-07-29,16.36
2025-07-28,16.39
2025-07-25,16.31
2025-07-24,16.43
2025-07-23,16.25
2025-07-22,16.18
2025-07-21,16.18
2025-07-18,16.24
2025-07-17,16.12
2025-07-16,16.07
2025-07-15,16.23
2025-07-14,16.20
2025-07-11,16.31
2025-07-10,16.23
2025-07-09,16.16
2025-07-08,16.22
2025-07-07,16.37
2025-07-04,16.38
2025-07-03,16.25
2025-07-02,16.25
2025-07-01,16.10
2025-06-30,16.00
2025-06-27,15.84
2025-06-26,15.71
2025-06-25,15.74
2025-06-24,15.55
2025-06-23,15.40
2025-06-20,15.39
2025-06-19,15.39
2025-06-18,15.41
2025-06-17,15.52
2025-06-16,15.40
2025-06-13,15.68
2025-06-12,15.64
2025-06-11,15.64
2025-06-10,15.60
2025-06-09,15.60
2025-06-06,15.44
2025-06-05,15.48
2025-06-04,15.50
2025-06-03,15.43
2025-06-02,15.41
2025-05-29,15.34
2025-05-28,15.25
2025-05-27,15.17
2025-05-26,15.25
2025-05-23,15.30
2025-05-22,15.27
2025-05-21,15.56
2025-05-20,15.60
2025-05-19,15.55
2025-05-16,15.43
2025-05-15,15.33
2025-05-14,15.36
2025-05-13,15.45
2025-05-12,15.03
2025-05-09,15.07
2025-05-08,14.98
2025-05-07,14.88
2025-05-06,15.01
2025-05-05,15.00
2025-05-02,14.83
2025-04-30,14.70
2025-04-29,14.63
2025-04-28,14.59
2025-04-25,14.58
2025-04-24,14.41
2025-04-23,14.25
2025-04-22,13.90
2025-04-21,14.24
2025-04-18,14.23
2025-04-17,14.43
2025-04-16,14.68
2025-04-15,14.78
2025-04-14,14.74
2025-04-11,14.70
2025-04-10,14.76
2025-04-09,--
2025-04-08,13.80
2025-04-07,--
2025-04-02,15.27
2025-04-01,15.28
2025-03-31,15.13
2025-03-28,15.39
2025-03-27,15.45
2025-03-26,15.49
2025-03-25,15.49
2025-03-24,15.28
2025-03-21,15.25
2025-03-20,15.17
2025-03-19,15.13
2025-03-18,15.09
2025-03-17,15.08
2025-03-14,14.83
2025-03-13,15.03
2025-03-12,15.06
2025-03-11,15.24
2025-03-10,15.55
2025-03-07,15.47
2025-03-06,15.62
2025-03-05,15.45
2025-03-04,15.69
2025-03-03,15.91
