日期,收盤價
2025-08-01,5.74
2025-07-31,5.87
2025-07-30,5.95
2025-07-29,5.92
2025-07-28,5.95
2025-07-25,6.00
2025-07-24,6.08
2025-07-23,6.01
2025-07-22,5.96
2025-07-21,5.92
2025-07-18,5.89
2025-07-17,5.91
2025-07-16,5.88
2025-07-15,5.98
2025-07-14,5.99
2025-07-11,6.03
2025-07-10,6.07
2025-07-09,6.03
2025-07-08,6.09
2025-07-07,6.17
2025-07-04,6.22
2025-07-03,6.27
2025-07-02,6.29
2025-07-01,6.31
2025-06-30,6.29
2025-06-27,6.23
2025-06-26,6.22
2025-06-25,6.19
2025-06-24,6.20
2025-06-23,6.05
2025-06-20,6.20
2025-06-19,6.22
2025-06-18,6.25
2025-06-17,6.29
2025-06-16,6.34
2025-06-13,6.35
2025-06-12,6.36
2025-06-11,6.27
2025-06-10,6.31
2025-06-09,6.33
2025-06-06,6.36
2025-06-05,6.42
2025-06-04,6.33
2025-06-03,6.45
2025-06-02,6.40
2025-05-29,6.22
2025-05-28,6.30
2025-05-27,6.41
2025-05-26,6.49
2025-05-23,6.43
2025-05-22,6.45
2025-05-21,6.44
2025-05-20,6.35
2025-05-19,6.30
2025-05-16,6.30
2025-05-15,6.24
2025-05-14,6.18
2025-05-13,6.12
2025-05-12,6.25
2025-05-09,6.31
2025-05-08,6.44
2025-05-07,6.51
2025-05-06,6.45
2025-05-05,6.42
2025-05-02,6.39
2025-04-30,6.66
2025-04-29,6.67
2025-04-28,6.60
2025-04-25,6.58
2025-04-24,6.66
2025-04-23,6.74
2025-04-22,6.93
2025-04-21,6.88
2025-04-18,6.58
2025-04-17,6.67
2025-04-16,6.68
2025-04-15,6.63
2025-04-14,6.63
2025-04-11,6.62
2025-04-10,6.35
2025-04-09,6.44
2025-04-08,6.25
2025-04-07,6.39
2025-04-02,6.09
2025-04-01,6.11
2025-03-31,6.16
2025-03-28,6.02
2025-03-27,6.08
2025-03-26,6.06
2025-03-25,6.06
2025-03-24,6.11
2025-03-21,6.14
2025-03-20,6.24
2025-03-19,6.13
2025-03-18,6.13
2025-03-17,6.18
2025-03-14,6.21
2025-03-13,6.29
2025-03-12,6.24
2025-03-11,6.35
2025-03-10,6.30
2025-03-07,6.31
2025-03-06,6.19
2025-03-05,6.14
2025-03-04,6.17
2025-03-03,6.09
