日期,收盤價
2025-08-01,15.73
2025-07-31,16.01
2025-07-30,16.59
2025-07-29,16.51
2025-07-28,16.71
2025-07-25,16.61
2025-07-24,16.90
2025-07-23,16.65
2025-07-22,16.16
2025-07-21,15.93
2025-07-18,15.64
2025-07-17,15.51
2025-07-16,15.50
2025-07-15,15.13
2025-07-14,14.99
2025-07-11,15.28
2025-07-10,14.70
2025-07-09,14.61
2025-07-08,14.72
2025-07-07,14.48
2025-07-04,14.65
2025-07-03,14.57
2025-07-02,14.88
2025-07-01,14.94
2025-06-30,14.96
2025-06-27,14.84
2025-06-26,15.07
2025-06-25,15.29
2025-06-24,15.02
2025-06-23,14.43
2025-06-20,14.23
2025-06-19,14.02
2025-06-18,14.49
2025-06-17,14.83
2025-06-16,14.78
2025-06-13,14.65
2025-06-12,15.10
2025-06-11,15.52
2025-06-10,15.03
2025-06-09,15.02
2025-06-06,14.71
2025-06-05,14.65
2025-06-04,14.53
2025-06-03,14.23
2025-06-02,13.53
2025-05-29,14.39
2025-05-28,14.04
2025-05-27,13.97
2025-05-26,14.04
2025-05-23,14.64
2025-05-22,14.51
2025-05-21,14.92
2025-05-20,14.60
2025-05-19,14.18
2025-05-16,14.25
2025-05-15,14.42
2025-05-14,14.51
2025-05-13,14.17
2025-05-12,14.11
2025-05-09,13.67
2025-05-08,13.79
2025-05-07,13.75
2025-05-06,13.56
2025-05-05,13.30
2025-05-02,13.82
2025-04-30,13.50
2025-04-29,13.54
2025-04-28,13.67
2025-04-25,13.84
2025-04-24,13.45
2025-04-23,13.75
2025-04-22,13.04
2025-04-21,12.83
2025-04-18,12.89
2025-04-17,12.86
2025-04-16,12.30
2025-04-15,12.97
2025-04-14,12.85
2025-04-11,12.55
2025-04-10,12.40
2025-04-09,11.15
2025-04-08,11.30
2025-04-07,12.00
2025-04-02,16.01
2025-04-01,16.04
2025-03-31,15.85
2025-03-28,16.12
2025-03-27,16.68
2025-03-26,16.29
2025-03-25,16.36
2025-03-24,16.64
2025-03-21,16.72
2025-03-20,17.85
2025-03-19,18.39
2025-03-18,18.15
2025-03-17,17.46
2025-03-14,17.04
2025-03-13,16.16
2025-03-12,16.73
2025-03-11,16.62
2025-03-10,16.63
2025-03-07,17.99
2025-03-06,17.50
2025-03-05,16.14
2025-03-04,15.58
2025-03-03,16.02
