日期,收盤價
2025-08-01,1.21
2025-07-31,1.21
2025-07-30,1.24
2025-07-29,1.25
2025-07-28,--
2025-07-25,--
2025-07-24,1.25
2025-07-23,1.26
2025-07-22,1.27
2025-07-21,1.25
2025-07-18,1.26
2025-07-17,1.28
2025-07-16,1.28
2025-07-15,1.28
2025-07-14,--
2025-07-11,1.29
2025-07-10,1.29
2025-07-09,1.32
2025-07-08,--
2025-07-07,1.33
2025-07-04,1.30
2025-07-03,1.30
2025-07-02,--
2025-07-01,1.32
2025-06-30,1.33
2025-06-27,1.33
2025-06-26,1.33
2025-06-25,1.33
2025-06-24,1.35
2025-06-23,1.39
2025-06-20,--
2025-06-19,1.38
2025-06-18,1.37
2025-06-17,1.37
2025-06-16,--
2025-06-13,1.37
2025-06-12,1.37
2025-06-11,1.38
2025-06-10,1.38
2025-06-09,--
2025-06-06,--
2025-06-05,1.38
2025-06-04,1.40
2025-06-03,--
2025-06-02,1.45
2025-05-29,1.42
2025-05-28,1.43
2025-05-27,--
2025-05-26,1.44
2025-05-23,1.43
2025-05-22,1.44
2025-05-21,1.43
2025-05-20,1.44
2025-05-19,1.45
2025-05-16,1.41
2025-05-15,1.42
2025-05-14,1.41
2025-05-13,1.45
2025-05-12,1.47
2025-05-09,1.50
2025-05-08,1.50
2025-05-07,1.52
2025-05-06,1.52
2025-05-05,1.53
2025-05-02,1.51
2025-04-30,1.57
2025-04-29,1.55
2025-04-28,1.56
2025-04-25,1.57
2025-04-24,1.61
2025-04-23,1.59
2025-04-22,1.67
2025-04-21,1.64
2025-04-18,1.62
2025-04-17,1.63
2025-04-16,1.61
2025-04-15,1.59
2025-04-14,1.62
2025-04-11,1.64
2025-04-10,1.75
2025-04-09,1.94
2025-04-08,1.80
2025-04-07,1.69
2025-04-02,1.54
2025-04-01,1.53
2025-03-31,1.55
2025-03-28,1.52
2025-03-27,--
2025-03-26,1.45
2025-03-25,1.45
2025-03-24,1.45
2025-03-21,--
2025-03-20,1.45
2025-03-19,--
2025-03-18,--
2025-03-17,--
2025-03-14,1.48
2025-03-13,1.45
2025-03-12,1.45
2025-03-11,1.48
2025-03-10,1.43
2025-03-07,1.42
2025-03-06,1.42
2025-03-05,1.43
2025-03-04,1.45
2025-03-03,1.43
