日期,收盤價
2025-08-01,16.04
2025-07-31,16.13
2025-07-30,16.10
2025-07-29,16.13
2025-07-28,16.45
2025-07-25,16.62
2025-07-24,16.83
2025-07-23,16.45
2025-07-22,15.93
2025-07-21,15.89
2025-07-18,15.89
2025-07-17,15.81
2025-07-16,15.88
2025-07-15,15.81
2025-07-14,15.84
2025-07-11,15.93
2025-07-10,15.92
2025-07-09,16.05
2025-07-08,16.05
2025-07-07,16.06
2025-07-04,16.23
2025-07-03,16.18
2025-07-02,16.11
2025-07-01,16.20
2025-06-30,16.50
2025-06-27,16.29
2025-06-26,15.90
2025-06-25,15.50
2025-06-24,15.42
2025-06-23,15.16
2025-06-20,15.37
2025-06-19,15.35
2025-06-18,15.49
2025-06-17,15.40
2025-06-16,15.25
2025-06-13,15.06
2025-06-12,15.17
2025-06-11,15.20
2025-06-10,15.21
2025-06-09,15.05
2025-06-06,14.94
2025-06-05,14.88
2025-06-04,14.93
2025-06-03,14.83
2025-06-02,14.77
2025-05-29,15.11
2025-05-28,14.95
2025-05-27,14.87
2025-05-26,14.80
2025-05-23,14.70
2025-05-22,14.62
2025-05-21,14.70
2025-05-20,14.78
2025-05-19,14.76
2025-05-16,14.80
2025-05-15,14.78
2025-05-14,14.75
2025-05-13,14.90
2025-05-12,14.68
2025-05-09,14.65
2025-05-08,14.40
2025-05-07,14.50
2025-05-06,14.60
2025-05-05,14.65
2025-05-02,13.95
2025-04-30,13.40
2025-04-29,13.30
2025-04-28,13.25
2025-04-25,13.10
2025-04-24,13.00
2025-04-23,12.85
2025-04-22,12.67
2025-04-21,12.65
2025-04-18,12.74
2025-04-17,12.61
2025-04-16,12.53
2025-04-15,12.67
2025-04-14,12.55
2025-04-11,12.13
2025-04-10,12.45
2025-04-09,11.85
2025-04-08,11.97
2025-04-07,--
2025-04-02,12.84
2025-04-01,12.90
2025-03-31,12.85
2025-03-28,13.27
2025-03-27,13.54
2025-03-26,13.62
2025-03-25,13.63
2025-03-24,13.56
2025-03-21,13.62
2025-03-20,13.60
2025-03-19,13.70
2025-03-18,13.61
2025-03-17,13.46
2025-03-14,13.28
2025-03-13,13.39
2025-03-12,13.27
2025-03-11,13.11
2025-03-10,13.33
2025-03-07,13.34
2025-03-06,13.60
2025-03-05,13.55
2025-03-04,13.33
2025-03-03,13.54
