日期,收盤價
2025-08-01,95.40
2025-07-31,95.40
2025-07-30,95.30
2025-07-29,95.30
2025-07-28,95.30
2025-07-25,95.20
2025-07-24,95.40
2025-07-23,95.40
2025-07-22,95.40
2025-07-21,--
2025-07-18,95.50
2025-07-17,95.50
2025-07-16,95.30
2025-07-15,95.30
2025-07-14,95.30
2025-07-11,95.30
2025-07-10,95.10
2025-07-09,95.00
2025-07-08,95.10
2025-07-07,95.00
2025-07-04,95.10
2025-07-03,95.00
2025-07-02,94.70
2025-07-01,94.50
2025-06-30,93.90
2025-06-27,93.80
2025-06-26,93.60
2025-06-25,96.80
2025-06-24,96.80
2025-06-23,--
2025-06-20,96.60
2025-06-19,96.60
2025-06-18,96.50
2025-06-17,96.50
2025-06-16,96.50
2025-06-13,96.50
2025-06-12,96.50
2025-06-11,96.50
2025-06-10,96.40
2025-06-09,--
2025-06-06,96.50
2025-06-05,--
2025-06-04,96.50
2025-06-03,96.40
2025-06-02,96.30
2025-05-29,96.30
2025-05-28,--
2025-05-27,--
2025-05-26,96.10
2025-05-23,--
2025-05-22,--
2025-05-21,--
2025-05-20,--
2025-05-19,--
2025-05-16,--
2025-05-15,96.20
2025-05-14,--
2025-05-13,--
2025-05-12,96.00
2025-05-09,96.00
2025-05-08,96.00
2025-05-07,96.00
2025-05-06,96.00
2025-05-05,95.90
2025-05-02,96.30
2025-04-30,96.20
2025-04-29,96.10
2025-04-28,96.10
2025-04-25,96.10
2025-04-24,96.00
2025-04-23,--
2025-04-22,96.50
2025-04-21,96.20
2025-04-18,96.00
2025-04-17,--
2025-04-16,--
2025-04-15,95.60
2025-04-14,95.20
2025-04-11,95.10
2025-04-10,95.10
2025-04-09,94.20
2025-04-08,95.40
2025-04-07,--
2025-04-02,--
2025-04-01,--
2025-03-31,97.00
2025-03-28,97.30
2025-03-27,97.30
2025-03-26,97.30
2025-03-25,97.50
2025-03-24,--
2025-03-21,97.40
2025-03-20,97.20
2025-03-19,97.30
2025-03-18,97.40
2025-03-17,97.20
2025-03-14,97.60
2025-03-13,97.70
2025-03-12,97.80
2025-03-11,97.40
2025-03-10,--
2025-03-07,97.50
2025-03-06,--
2025-03-05,98.00
2025-03-04,98.00
2025-03-03,97.30
