日期,收盤價
2025-08-01,30.75
2025-07-31,31.22
2025-07-30,32.10
2025-07-29,32.02
2025-07-28,32.14
2025-07-25,32.84
2025-07-24,32.83
2025-07-23,33.21
2025-07-22,32.71
2025-07-21,32.28
2025-07-18,32.18
2025-07-17,32.01
2025-07-16,31.89
2025-07-15,32.20
2025-07-14,32.95
2025-07-11,31.81
2025-07-10,30.66
2025-07-09,30.73
2025-07-08,30.87
2025-07-07,30.64
2025-07-04,30.87
2025-07-03,30.53
2025-07-02,30.33
2025-07-01,30.44
2025-06-30,30.40
2025-06-27,30.63
2025-06-26,30.66
2025-06-25,30.31
2025-06-24,30.43
2025-06-23,30.40
2025-06-20,30.05
2025-06-19,31.09
2025-06-18,31.55
2025-06-17,30.81
2025-06-16,30.75
2025-06-13,30.69
2025-06-12,30.92
2025-06-11,31.07
2025-06-10,31.05
2025-06-09,30.71
2025-06-06,30.71
2025-06-05,29.31
2025-06-04,29.33
2025-06-03,29.12
2025-06-02,28.15
2025-05-29,28.23
2025-05-28,28.30
2025-05-27,28.24
2025-05-26,28.54
2025-05-23,28.27
2025-05-22,28.70
2025-05-21,28.22
2025-05-20,27.50
2025-05-19,27.64
2025-05-16,27.61
2025-05-15,27.06
2025-05-14,27.82
2025-05-13,28.22
2025-05-12,28.02
2025-05-09,27.69
2025-05-08,27.97
2025-05-07,28.20
2025-05-06,28.23
2025-05-05,27.43
2025-05-02,28.04
2025-04-30,28.32
2025-04-29,28.42
2025-04-28,28.49
2025-04-25,28.96
2025-04-24,28.94
2025-04-23,28.38
2025-04-22,28.50
2025-04-21,28.48
2025-04-18,28.40
2025-04-17,28.25
2025-04-16,28.23
2025-04-15,28.02
2025-04-14,27.60
2025-04-11,27.26
2025-04-10,27.16
2025-04-09,25.97
2025-04-08,26.11
2025-04-07,26.31
2025-04-02,30.12
2025-04-01,30.43
2025-03-31,30.95
2025-03-28,30.75
2025-03-27,29.92
2025-03-26,29.72
2025-03-25,29.32
2025-03-24,29.39
2025-03-21,29.33
2025-03-20,30.01
2025-03-19,30.17
2025-03-18,29.99
2025-03-17,29.81
2025-03-14,30.01
2025-03-13,29.22
2025-03-12,28.93
2025-03-11,28.33
2025-03-10,28.60
2025-03-07,28.87
2025-03-06,28.86
2025-03-05,28.33
2025-03-04,28.11
2025-03-03,27.73
