日期,收盤價
2025-08-01,53.80
2025-07-31,53.60
2025-07-30,53.80
2025-07-29,53.80
2025-07-28,53.70
2025-07-25,53.80
2025-07-24,53.80
2025-07-23,53.90
2025-07-22,53.90
2025-07-21,53.80
2025-07-18,53.80
2025-07-17,53.90
2025-07-16,53.80
2025-07-15,53.80
2025-07-14,53.60
2025-07-11,53.60
2025-07-10,55.60
2025-07-09,55.30
2025-07-08,55.20
2025-07-07,55.20
2025-07-04,55.10
2025-07-03,55.10
2025-07-02,55.00
2025-07-01,55.00
2025-06-30,54.90
2025-06-27,54.90
2025-06-26,54.80
2025-06-25,54.80
2025-06-24,54.80
2025-06-23,54.80
2025-06-20,54.70
2025-06-19,54.80
2025-06-18,54.70
2025-06-17,54.70
2025-06-16,54.70
2025-06-13,54.80
2025-06-12,54.70
2025-06-11,54.70
2025-06-10,54.60
2025-06-09,54.60
2025-06-06,54.60
2025-06-05,54.60
2025-06-04,54.60
2025-06-03,54.60
2025-06-02,54.60
2025-05-29,54.60
2025-05-28,54.50
2025-05-27,54.50
2025-05-26,54.60
2025-05-23,54.60
2025-05-22,54.60
2025-05-21,54.60
2025-05-20,54.50
2025-05-19,54.40
2025-05-16,54.40
2025-05-15,54.40
2025-05-14,54.40
2025-05-13,54.40
2025-05-12,54.20
2025-05-09,54.10
2025-05-08,54.00
2025-05-07,54.00
2025-05-06,54.00
2025-05-05,53.90
2025-05-02,54.00
2025-04-30,53.90
2025-04-29,53.90
2025-04-28,53.90
2025-04-25,53.90
2025-04-24,53.90
2025-04-23,53.90
2025-04-22,53.90
2025-04-21,53.90
2025-04-18,53.90
2025-04-17,53.90
2025-04-16,53.80
2025-04-15,53.80
2025-04-14,53.60
2025-04-11,53.60
2025-04-10,53.60
2025-04-09,52.40
2025-04-08,53.10
2025-04-07,52.40
2025-04-02,54.10
2025-04-01,53.80
2025-03-31,53.70
2025-03-28,53.80
2025-03-27,53.90
2025-03-26,53.90
2025-03-25,53.90
2025-03-24,53.80
2025-03-21,53.90
2025-03-20,53.90
2025-03-19,53.90
2025-03-18,53.90
2025-03-17,53.90
2025-03-14,53.90
2025-03-13,53.90
2025-03-12,53.70
2025-03-11,53.90
2025-03-10,53.80
2025-03-07,53.80
2025-03-06,53.80
2025-03-05,53.80
2025-03-04,53.80
2025-03-03,53.80
