日期,收盤價
2025-08-01,24.75
2025-07-31,24.89
2025-07-30,31.55
2025-07-29,31.21
2025-07-28,32.20
2025-07-25,32.36
2025-07-24,32.74
2025-07-23,32.21
2025-07-22,31.15
2025-07-21,31.23
2025-07-18,30.82
2025-07-17,30.75
2025-07-16,30.70
2025-07-15,30.78
2025-07-14,31.04
2025-07-11,31.04
2025-07-10,31.26
2025-07-09,31.29
2025-07-08,27.98
2025-07-07,27.95
2025-07-04,28.46
2025-07-03,28.83
2025-07-02,28.52
2025-07-01,28.49
2025-06-30,28.59
2025-06-27,28.48
2025-06-26,27.89
2025-06-25,27.69
2025-06-24,27.72
2025-06-23,27.29
2025-06-20,27.03
2025-06-19,27.45
2025-06-18,27.40
2025-06-17,27.32
2025-06-16,27.26
2025-06-13,27.21
2025-06-12,27.38
2025-06-11,27.83
2025-06-10,27.59
2025-06-09,27.53
2025-06-06,27.91
2025-06-05,27.75
2025-06-04,27.66
2025-06-03,26.90
2025-06-02,27.68
2025-05-29,26.67
2025-05-28,26.73
2025-05-27,27.20
2025-05-26,27.67
2025-05-23,26.78
2025-05-22,26.86
2025-05-21,26.82
2025-05-20,26.47
2025-05-19,26.15
2025-05-16,26.63
2025-05-15,26.27
2025-05-14,26.79
2025-05-13,26.60
2025-05-12,26.77
2025-05-09,25.94
2025-05-08,26.51
2025-05-07,26.87
2025-05-06,26.93
2025-05-05,26.59
2025-05-02,27.01
2025-04-30,27.86
2025-04-29,28.15
2025-04-28,28.27
2025-04-25,28.44
2025-04-24,28.36
2025-04-23,28.74
2025-04-22,28.05
2025-04-21,27.85
2025-04-18,27.67
2025-04-17,27.22
2025-04-16,26.88
2025-04-15,27.29
2025-04-14,26.57
2025-04-11,25.83
2025-04-10,26.17
2025-04-09,24.33
2025-04-08,25.60
2025-04-07,26.00
2025-04-02,30.08
2025-04-01,30.27
2025-03-31,30.28
2025-03-28,30.30
2025-03-27,31.20
2025-03-26,31.18
2025-03-25,30.37
2025-03-24,30.40
2025-03-21,30.24
2025-03-20,30.41
2025-03-19,29.79
2025-03-18,29.45
2025-03-17,28.92
2025-03-14,29.22
2025-03-13,28.61
2025-03-12,28.46
2025-03-11,27.53
2025-03-10,27.73
2025-03-07,28.26
2025-03-06,28.45
2025-03-05,27.45
2025-03-04,27.23
2025-03-03,27.11
