日期,收盤價
2025-08-01,--
2025-07-31,7.13
2025-07-30,7.13
2025-07-29,7.15
2025-07-28,7.17
2025-07-25,7.15
2025-07-24,7.15
2025-07-23,7.19
2025-07-22,7.12
2025-07-21,7.08
2025-07-18,7.14
2025-07-17,7.15
2025-07-16,7.15
2025-07-15,7.20
2025-07-14,7.19
2025-07-11,7.18
2025-07-10,7.32
2025-07-09,--
2025-07-08,7.20
2025-07-07,--
2025-07-04,7.18
2025-07-03,7.20
2025-07-02,7.25
2025-07-01,7.20
2025-06-30,7.20
2025-06-27,7.20
2025-06-26,7.17
2025-06-25,7.15
2025-06-24,7.20
2025-06-23,7.12
2025-06-20,7.12
2025-06-19,7.12
2025-06-18,7.17
2025-06-17,7.09
2025-06-16,7.01
2025-06-13,7.06
2025-06-12,7.19
2025-06-11,7.19
2025-06-10,7.00
2025-06-09,7.16
2025-06-06,7.19
2025-06-05,7.10
2025-06-04,7.00
2025-06-03,7.00
2025-06-02,6.80
2025-05-29,7.02
2025-05-28,7.05
2025-05-27,7.09
2025-05-26,7.10
2025-05-23,--
2025-05-22,7.01
2025-05-21,6.99
2025-05-20,7.02
2025-05-19,7.01
2025-05-16,--
2025-05-15,7.00
2025-05-14,7.00
2025-05-13,7.00
2025-05-12,6.99
2025-05-09,6.87
2025-05-08,6.90
2025-05-07,6.85
2025-05-06,6.88
2025-05-05,6.84
2025-05-02,6.86
2025-04-30,6.83
2025-04-29,--
2025-04-28,6.79
2025-04-25,6.43
2025-04-24,6.48
2025-04-23,6.48
2025-04-22,6.48
2025-04-21,6.48
2025-04-18,6.48
2025-04-17,6.49
2025-04-16,6.50
2025-04-15,6.50
2025-04-14,6.49
2025-04-11,--
2025-04-10,6.50
2025-04-09,6.48
2025-04-08,6.55
2025-04-07,6.61
2025-04-02,6.85
2025-04-01,6.85
2025-03-31,6.85
2025-03-28,6.85
2025-03-27,6.85
2025-03-26,6.85
2025-03-25,6.85
2025-03-24,6.86
2025-03-21,6.86
2025-03-20,6.87
2025-03-19,6.87
2025-03-18,6.87
2025-03-17,6.87
2025-03-14,6.88
2025-03-13,6.87
2025-03-12,7.00
2025-03-11,7.00
2025-03-10,7.00
2025-03-07,7.00
2025-03-06,6.99
2025-03-05,6.99
2025-03-04,7.00
2025-03-03,7.00
