日期,收盤價
2025-08-01,11.31
2025-07-31,11.23
2025-07-30,11.35
2025-07-29,11.43
2025-07-28,11.33
2025-07-25,11.40
2025-07-24,11.36
2025-07-23,11.43
2025-07-22,11.52
2025-07-21,11.40
2025-07-18,11.38
2025-07-17,11.50
2025-07-16,11.57
2025-07-15,11.69
2025-07-14,11.84
2025-07-11,11.74
2025-07-10,11.81
2025-07-09,11.90
2025-07-08,11.99
2025-07-07,11.97
2025-07-04,11.89
2025-07-03,11.77
2025-07-02,11.93
2025-07-01,11.94
2025-06-30,12.09
2025-06-27,12.10
2025-06-26,12.09
2025-06-25,12.06
2025-06-24,12.17
2025-06-23,12.47
2025-06-20,12.35
2025-06-19,12.31
2025-06-18,12.21
2025-06-17,12.29
2025-06-16,12.32
2025-06-13,12.35
2025-06-12,12.21
2025-06-11,12.17
2025-06-10,12.29
2025-06-09,12.51
2025-06-06,12.58
2025-06-05,12.61
2025-06-04,12.64
2025-06-03,12.97
2025-06-02,13.03
2025-05-29,12.76
2025-05-28,12.81
2025-05-27,12.83
2025-05-26,12.71
2025-05-23,12.68
2025-05-22,12.65
2025-05-21,12.52
2025-05-20,12.68
2025-05-19,12.70
2025-05-16,12.52
2025-05-15,12.60
2025-05-14,12.56
2025-05-13,12.80
2025-05-12,12.96
2025-05-09,13.15
2025-05-08,13.27
2025-05-07,13.43
2025-05-06,13.43
2025-05-05,13.41
2025-05-02,13.24
2025-04-30,13.58
2025-04-29,13.59
2025-04-28,13.70
2025-04-25,13.80
2025-04-24,14.11
2025-04-23,14.03
2025-04-22,14.59
2025-04-21,14.40
2025-04-18,14.17
2025-04-17,14.19
2025-04-16,14.18
2025-04-15,13.87
2025-04-14,14.11
2025-04-11,14.07
2025-04-10,14.44
2025-04-09,16.04
2025-04-08,15.25
2025-04-07,14.71
2025-04-02,13.38
2025-04-01,13.38
2025-03-31,13.66
2025-03-28,13.17
2025-03-27,12.97
2025-03-26,12.76
2025-03-25,12.78
2025-03-24,12.87
2025-03-21,12.84
2025-03-20,12.71
2025-03-19,12.93
2025-03-18,12.80
2025-03-17,12.87
2025-03-14,12.97
2025-03-13,12.97
2025-03-12,12.84
2025-03-11,12.92
2025-03-10,12.71
2025-03-07,12.68
2025-03-06,12.52
2025-03-05,12.45
2025-03-04,12.61
2025-03-03,12.55
