日期,收盤價
2025-08-01,12.07
2025-07-31,12.06
2025-07-30,11.72
2025-07-29,11.70
2025-07-28,11.79
2025-07-25,11.66
2025-07-24,11.69
2025-07-23,11.55
2025-07-22,11.52
2025-07-21,11.70
2025-07-18,11.79
2025-07-17,11.55
2025-07-16,11.51
2025-07-15,11.40
2025-07-14,11.23
2025-07-11,11.35
2025-07-10,11.40
2025-07-09,11.38
2025-07-08,11.14
2025-07-07,11.04
2025-07-04,11.17
2025-07-03,11.20
2025-07-02,11.05
2025-07-01,11.02
2025-06-30,10.95
2025-06-27,10.90
2025-06-26,10.91
2025-06-25,10.98
2025-06-24,10.86
2025-06-23,10.65
2025-06-20,10.65
2025-06-19,10.71
2025-06-18,10.76
2025-06-17,10.74
2025-06-16,10.70
2025-06-13,10.65
2025-06-12,10.64
2025-06-11,10.61
2025-06-10,10.50
2025-06-09,10.24
2025-06-06,10.14
2025-06-05,10.20
2025-06-04,10.18
2025-06-03,10.03
2025-06-02,9.93
2025-05-29,10.06
2025-05-28,9.94
2025-05-27,9.89
