日期,收盤價
2025-08-01,--
2025-07-31,29.19
2025-07-30,--
2025-07-29,--
2025-07-28,--
2025-07-25,28.75
2025-07-24,28.40
2025-07-23,28.73
2025-07-22,--
2025-07-21,--
2025-07-18,29.02
2025-07-17,28.88
2025-07-16,29.08
2025-07-15,--
2025-07-14,--
2025-07-11,28.71
2025-07-10,--
2025-07-09,28.68
2025-07-08,28.37
2025-07-07,--
2025-07-04,--
2025-07-03,28.03
2025-07-02,--
2025-07-01,27.88
2025-06-30,--
2025-06-27,--
2025-06-26,--
2025-06-25,--
2025-06-24,28.30
2025-06-23,--
2025-06-20,--
2025-06-19,--
2025-06-18,28.15
2025-06-17,--
2025-06-16,28.04
2025-06-13,28.04
2025-06-12,--
2025-06-11,--
2025-06-10,--
2025-06-09,--
2025-06-06,--
2025-06-05,--
2025-06-04,27.94
2025-06-03,27.85
2025-06-02,--
2025-05-29,--
2025-05-28,--
2025-05-27,--
2025-05-26,--
2025-05-23,--
2025-05-22,--
2025-05-21,--
2025-05-20,--
2025-05-19,28.32
2025-05-16,--
2025-05-15,--
2025-05-14,--
2025-05-13,28.71
2025-05-12,28.32
2025-05-09,28.24
2025-05-08,--
2025-05-07,27.86
2025-05-06,--
2025-05-05,--
2025-05-02,28.33
2025-04-30,27.81
2025-04-29,--
2025-04-28,28.18
2025-04-25,28.17
2025-04-24,27.96
2025-04-23,--
2025-04-22,--
2025-04-21,--
2025-04-18,28.00
2025-04-17,28.00
2025-04-16,27.88
2025-04-15,28.08
2025-04-14,27.93
2025-04-11,28.12
2025-04-10,--
2025-04-09,28.43
2025-04-08,--
2025-04-07,28.67
2025-04-02,29.35
2025-04-01,--
2025-03-31,--
2025-03-28,--
2025-03-27,--
2025-03-26,--
2025-03-25,--
2025-03-24,--
2025-03-21,--
2025-03-20,--
2025-03-19,--
2025-03-18,29.34
2025-03-17,29.12
2025-03-14,--
2025-03-13,--
2025-03-12,28.96
2025-03-11,--
2025-03-10,28.85
2025-03-07,28.89
2025-03-06,--
2025-03-05,29.27
2025-03-04,29.11
2025-03-03,--
