日期,收盤價
2025-08-01,50.30
2025-07-31,50.30
2025-07-30,50.30
2025-07-29,50.20
2025-07-28,50.30
2025-07-25,50.30
2025-07-24,50.30
2025-07-23,50.30
2025-07-22,50.20
2025-07-21,50.30
2025-07-18,50.30
2025-07-17,50.30
2025-07-16,50.40
2025-07-15,--
2025-07-14,50.30
2025-07-11,50.30
2025-07-10,50.20
2025-07-09,50.20
2025-07-08,50.20
2025-07-07,50.20
2025-07-04,50.10
2025-07-03,50.10
2025-07-02,50.00
2025-07-01,50.00
2025-06-30,49.95
2025-06-27,51.40
2025-06-26,51.20
2025-06-25,51.10
2025-06-24,51.10
2025-06-23,51.10
2025-06-20,51.00
2025-06-19,50.90
2025-06-18,51.00
2025-06-17,51.00
2025-06-16,51.00
2025-06-13,51.10
2025-06-12,51.10
2025-06-11,51.10
2025-06-10,51.10
2025-06-09,50.80
2025-06-06,50.90
2025-06-05,50.90
2025-06-04,50.90
2025-06-03,50.90
2025-06-02,50.90
2025-05-29,51.10
2025-05-28,51.00
2025-05-27,51.10
2025-05-26,51.00
2025-05-23,51.10
2025-05-22,51.00
2025-05-21,51.00
2025-05-20,51.00
2025-05-19,50.90
2025-05-16,51.00
2025-05-15,50.80
2025-05-14,50.80
2025-05-13,50.80
2025-05-12,50.70
2025-05-09,50.60
2025-05-08,50.50
2025-05-07,50.50
2025-05-06,50.30
2025-05-05,50.20
2025-05-02,50.70
2025-04-30,50.50
2025-04-29,50.40
2025-04-28,50.30
2025-04-25,50.20
2025-04-24,50.00
2025-04-23,50.10
2025-04-22,50.00
2025-04-21,50.10
2025-04-18,50.20
2025-04-17,50.00
2025-04-16,50.10
2025-04-15,50.00
2025-04-14,49.95
2025-04-11,49.80
2025-04-10,49.95
2025-04-09,48.40
2025-04-08,49.05
2025-04-07,48.85
2025-04-02,50.30
2025-04-01,50.30
2025-03-31,50.00
2025-03-28,50.30
2025-03-27,50.40
2025-03-26,50.40
2025-03-25,50.40
2025-03-24,50.30
2025-03-21,50.40
2025-03-20,50.50
2025-03-19,50.50
2025-03-18,50.60
2025-03-17,50.60
2025-03-14,50.50
2025-03-13,50.50
2025-03-12,50.50
2025-03-11,50.60
2025-03-10,50.60
2025-03-07,50.60
2025-03-06,50.50
2025-03-05,50.50
2025-03-04,50.50
2025-03-03,50.50
