日期,收盤價
2025-08-01,62.70
2025-07-31,62.40
2025-07-30,--
2025-07-29,62.80
2025-07-28,62.80
2025-07-25,--
2025-07-24,62.60
2025-07-23,--
2025-07-22,62.40
2025-07-21,62.40
2025-07-18,62.50
2025-07-17,62.40
2025-07-16,62.40
2025-07-15,62.50
2025-07-14,62.40
2025-07-11,64.30
2025-07-10,64.20
2025-07-09,64.20
2025-07-08,64.10
2025-07-07,64.00
2025-07-04,63.80
2025-07-03,63.80
2025-07-02,63.60
2025-07-01,63.60
2025-06-30,63.60
2025-06-27,63.60
2025-06-26,--
2025-06-25,63.70
2025-06-24,63.70
2025-06-23,63.70
2025-06-20,63.70
2025-06-19,63.50
2025-06-18,63.50
2025-06-17,63.50
2025-06-16,63.50
2025-06-13,63.50
2025-06-12,63.30
2025-06-11,63.30
2025-06-10,63.20
2025-06-09,63.30
2025-06-06,63.20
2025-06-05,--
2025-06-04,--
2025-06-03,63.30
2025-06-02,63.20
2025-05-29,--
2025-05-28,63.40
2025-05-27,63.40
2025-05-26,63.40
2025-05-23,63.40
2025-05-22,63.40
2025-05-21,--
2025-05-20,63.40
2025-05-19,63.40
2025-05-16,--
2025-05-15,63.40
2025-05-14,63.40
2025-05-13,63.40
2025-05-12,63.40
2025-05-09,63.30
2025-05-08,63.40
2025-05-07,63.30
2025-05-06,63.30
2025-05-05,63.30
2025-05-02,63.40
2025-04-30,63.50
2025-04-29,63.50
2025-04-28,63.50
2025-04-25,63.50
2025-04-24,--
2025-04-23,63.50
2025-04-22,63.50
2025-04-21,63.50
2025-04-18,63.60
2025-04-17,63.60
2025-04-16,63.10
2025-04-15,63.10
2025-04-14,62.90
2025-04-11,62.90
2025-04-10,62.70
2025-04-09,62.70
2025-04-08,62.90
2025-04-07,62.90
2025-04-02,63.50
2025-04-01,--
2025-03-31,63.60
2025-03-28,63.60
2025-03-27,63.60
2025-03-26,63.60
2025-03-25,63.20
2025-03-24,63.60
2025-03-21,63.50
2025-03-20,63.40
2025-03-19,63.40
2025-03-18,63.30
2025-03-17,63.20
2025-03-14,63.20
2025-03-13,63.20
2025-03-12,63.20
2025-03-11,63.20
2025-03-10,63.20
2025-03-07,63.10
2025-03-06,63.00
2025-03-05,--
2025-03-04,63.00
2025-03-03,62.90
