日期,收盤價
2025-08-01,20.42
2025-07-31,20.34
2025-07-30,20.14
2025-07-29,20.09
2025-07-28,19.87
2025-07-25,--
2025-07-24,19.80
2025-07-23,19.86
2025-07-22,19.92
2025-07-21,20.02
2025-07-18,20.03
2025-07-17,20.05
2025-07-16,20.08
2025-07-15,19.94
2025-07-14,19.92
2025-07-11,19.93
2025-07-10,19.82
2025-07-09,19.86
2025-07-08,--
2025-07-07,19.75
2025-07-04,19.70
2025-07-03,19.70
2025-07-02,19.69
2025-07-01,19.70
2025-06-30,19.76
2025-06-27,19.80
2025-06-26,19.81
2025-06-25,19.92
2025-06-24,19.95
2025-06-23,--
2025-06-20,20.07
2025-06-19,20.13
2025-06-18,20.08
2025-06-17,19.95
2025-06-16,19.99
2025-06-13,19.97
2025-06-12,--
2025-06-11,20.16
2025-06-10,20.17
2025-06-09,20.11
2025-06-06,20.06
2025-06-05,20.09
2025-06-04,20.16
2025-06-03,20.08
2025-06-02,20.18
2025-05-29,20.39
2025-05-28,20.27
2025-05-27,20.12
2025-05-26,20.05
2025-05-23,--
2025-05-22,--
2025-05-21,20.19
2025-05-20,--
2025-05-19,20.48
2025-05-16,20.43
2025-05-15,20.46
2025-05-14,20.52
2025-05-13,20.62
2025-05-12,20.42
2025-05-09,20.42
2025-05-08,20.30
2025-05-07,20.20
2025-05-06,20.24
2025-05-05,20.26
2025-05-02,20.34
2025-04-30,20.23
2025-04-29,20.22
2025-04-28,20.29
2025-04-25,20.33
2025-04-24,20.33
2025-04-23,20.23
2025-04-22,20.00
2025-04-21,20.03
2025-04-18,20.37
2025-04-17,20.31
2025-04-16,20.29
2025-04-15,20.28
2025-04-14,20.31
2025-04-11,20.38
2025-04-10,20.83
2025-04-09,20.82
2025-04-08,20.99
2025-04-07,20.94
2025-04-02,21.26
2025-04-01,--
2025-03-31,21.20
2025-03-28,21.28
2025-03-27,21.28
2025-03-26,21.29
2025-03-25,21.28
2025-03-24,21.23
2025-03-21,21.20
2025-03-20,21.10
2025-03-19,21.07
2025-03-18,21.11
2025-03-17,21.15
2025-03-14,21.20
2025-03-13,--
2025-03-12,21.12
2025-03-11,21.13
2025-03-10,21.13
2025-03-07,--
2025-03-06,21.25
2025-03-05,21.52
2025-03-04,21.71
2025-03-03,21.85
