日期,收盤價
2025-08-01,14.69
2025-07-31,14.75
2025-07-30,14.85
2025-07-29,14.86
2025-07-28,14.95
2025-07-25,14.95
2025-07-24,14.98
2025-07-23,14.95
2025-07-22,14.95
2025-07-21,15.00
2025-07-18,15.01
2025-07-17,15.01
2025-07-16,15.01
2025-07-15,15.02
2025-07-14,15.01
2025-07-11,15.01
2025-07-10,15.02
2025-07-09,15.03
2025-07-08,15.02
2025-07-07,15.02
2025-07-04,15.02
2025-07-03,15.02
2025-07-02,15.02
2025-07-01,15.02
2025-06-30,15.01
2025-06-27,15.01
2025-06-26,15.09
2025-06-25,15.10
2025-06-24,15.01
2025-06-23,15.02
2025-06-20,15.01
2025-06-19,15.02
2025-06-18,15.01
2025-06-17,15.01
2025-06-16,15.01
2025-06-13,15.02
2025-06-12,15.03
2025-06-11,15.02
2025-06-10,15.02
2025-06-09,15.00
2025-06-06,15.04
2025-06-05,15.03
2025-06-04,15.03
2025-06-03,15.03
2025-06-02,15.01
2025-05-29,15.01
2025-05-28,15.01
2025-05-27,15.00
2025-05-26,15.00
2025-05-23,15.00
2025-05-22,15.01
2025-05-21,15.01
2025-05-20,14.97
2025-05-19,14.98
2025-05-16,14.92
2025-05-15,14.92
2025-05-14,15.33
2025-05-13,15.30
2025-05-12,15.24
2025-05-09,15.20
2025-05-08,15.20
2025-05-07,15.16
2025-05-06,15.13
2025-05-05,15.12
2025-05-02,--
2025-04-30,15.03
2025-04-29,15.02
2025-04-28,15.01
2025-04-25,15.00
2025-04-24,15.01
2025-04-23,14.98
2025-04-22,15.00
2025-04-21,14.95
2025-04-18,14.95
2025-04-17,14.94
2025-04-16,14.95
2025-04-15,--
2025-04-14,14.95
2025-04-11,15.01
2025-04-10,14.98
2025-04-09,14.94
2025-04-08,14.97
2025-04-07,15.00
2025-04-02,15.04
2025-04-01,15.02
2025-03-31,15.02
2025-03-28,15.02
2025-03-27,15.02
2025-03-26,15.01
2025-03-25,15.01
2025-03-24,15.01
2025-03-21,15.00
2025-03-20,15.00
2025-03-19,--
2025-03-18,15.02
2025-03-17,15.08
2025-03-14,15.02
2025-03-13,--
2025-03-12,15.02
2025-03-11,15.01
2025-03-10,15.01
2025-03-07,15.00
2025-03-06,15.00
2025-03-05,15.00
2025-03-04,14.98
2025-03-03,14.96
