日期,收盤價
2025-08-01,17.44
2025-07-31,17.54
2025-07-30,17.37
2025-07-29,16.69
2025-07-28,16.45
2025-07-25,16.59
2025-07-24,16.41
2025-07-23,16.42
2025-07-22,16.37
2025-07-21,16.58
2025-07-18,16.65
2025-07-17,16.41
2025-07-16,16.44
2025-07-15,16.45
2025-07-14,16.78
2025-07-11,16.42
2025-07-10,16.76
2025-07-09,16.69
2025-07-08,16.52
2025-07-07,16.21
2025-07-04,16.34
2025-07-03,16.34
2025-07-02,16.03
2025-07-01,15.90
2025-06-30,16.01
2025-06-27,16.08
2025-06-26,15.97
2025-06-25,16.06
2025-06-24,16.29
2025-06-23,18.40
2025-06-20,18.15
2025-06-19,18.07
2025-06-18,17.87
2025-06-17,17.41
2025-06-16,17.68
2025-06-13,17.62
2025-06-12,16.35
2025-06-11,15.74
2025-06-10,15.84
2025-06-09,15.65
2025-06-06,15.31
2025-06-05,15.22
2025-06-04,15.31
2025-06-03,15.24
2025-06-02,15.16
2025-05-29,15.25
2025-05-28,14.87
2025-05-27,14.87
2025-05-26,14.98
2025-05-23,14.81
2025-05-22,15.00
2025-05-21,15.34
2025-05-20,15.07
2025-05-19,14.98
2025-05-16,14.91
2025-05-15,14.88
2025-05-14,15.28
2025-05-13,14.96
2025-05-12,14.83
2025-05-09,14.55
2025-05-08,14.19
2025-05-07,14.43
2025-05-06,14.03
2025-05-05,13.60
2025-05-02,14.47
2025-04-30,14.51
2025-04-29,14.95
2025-04-28,15.43
2025-04-25,15.40
2025-04-24,15.21
2025-04-23,15.64
2025-04-22,15.31
2025-04-21,15.32
2025-04-18,15.40
2025-04-17,15.27
2025-04-16,14.74
2025-04-15,14.94
2025-04-14,14.81
2025-04-11,14.63
2025-04-10,14.95
2025-04-09,13.86
2025-04-08,14.99
2025-04-07,14.77
2025-04-02,17.30
2025-04-01,17.41
2025-03-31,16.78
2025-03-28,16.95
2025-03-27,16.94
2025-03-26,16.80
2025-03-25,16.79
2025-03-24,16.55
2025-03-21,16.60
2025-03-20,16.36
2025-03-19,16.19
2025-03-18,16.43
2025-03-17,16.39
2025-03-14,16.24
2025-03-13,16.36
2025-03-12,16.16
2025-03-11,15.98
2025-03-10,16.14
2025-03-07,16.09
2025-03-06,16.14
2025-03-05,16.39
2025-03-04,16.47
2025-03-03,16.93
