股票代號,股票名稱,上市日,市場別,產業別,鉅亨網網址,價格,漲跌,漲跌幅度(%),資料來源
3207,耀勝,2004/11/04,上櫃,電子零組件業,https://www.cnyes.com/twstock/3207,63.00,-0.90,-1.41%,鉅亨
3211,順達,2004/11/08,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3211,222.50,+6.00,+2.77%,鉅亨
3213,茂訊,2004/10/01,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3213,110.50,-2.50,-2.21%,鉅亨
3217,優群,2004/04/30,上櫃,電子零組件業,https://www.cnyes.com/twstock/3217,170.50,+1.50,+0.89%,鉅亨
3218,大學光,2004/11/29,上櫃,生技醫療業,https://www.cnyes.com/twstock/3218,212.00,-1.50,-0.70%,鉅亨
3219,倚強科,2004/03/19,上櫃,其他電子業,https://www.cnyes.com/twstock/3219,44.70,-0.55,-1.22%,鉅亨
3221,台嘉碩,2006/02/22,上櫃,通信網路業,https://www.cnyes.com/twstock/3221,17.95,+0.05,+0.28%,鉅亨
3224,三顧,2004/06/03,上櫃,電子通路業,https://www.cnyes.com/twstock/3224,45.75,+3.45,+8.16%,鉅亨
3226,龍鋒,2004/06/16,上櫃,電機機械,https://www.cnyes.com/twstock/3226,47.90,+0.40,+0.84%,鉅亨
3227,原相,2006/05/04,上櫃,半導體業,https://www.cnyes.com/twstock/3227,203.00,-1.50,-0.73%,鉅亨
3228,金麗科,2005/03/02,上櫃,半導體業,https://www.cnyes.com/twstock/3228,162.00,-0.50,-0.31%,鉅亨
3230,錦明,2006/09/25,上櫃,光電業,https://www.cnyes.com/twstock/3230,35.75,+0.80,+2.29%,鉅亨
3232,昱捷,2004/11/01,上櫃,電子通路業,https://www.cnyes.com/twstock/3232,25.45,-0.25,-0.97%,鉅亨
3234,光環,2011/03/24,上櫃,通信網路業,https://www.cnyes.com/twstock/3234,35.40,-0.25,-0.70%,鉅亨
3236,千如,2004/12/02,上櫃,電子零組件業,https://www.cnyes.com/twstock/3236,16.45,-0.05,-0.30%,鉅亨
3252,海灣,2004/09/23,上櫃,觀光餐旅,https://www.cnyes.com/twstock/3252,19.90,-0.05,-0.25%,鉅亨
3259,鑫創,2007/12/24,上櫃,半導體業,https://www.cnyes.com/twstock/3259,21.30,+0.40,+1.91%,鉅亨
3260,威剛,2004/10/08,上櫃,半導體業,https://www.cnyes.com/twstock/3260,90.90,-0.80,-0.87%,鉅亨
3264,欣銓,2005/01/05,上櫃,半導體業,https://www.cnyes.com/twstock/3264,75.10,-0.60,-0.79%,鉅亨
3265,台星科,2005/08/02,上櫃,半導體業,https://www.cnyes.com/twstock/3265,101.50,-1.00,-0.98%,鉅亨
3268,海德威,2005/01/27,上櫃,半導體業,https://www.cnyes.com/twstock/3268,17.50,-0.25,-1.41%,鉅亨
3272,東碩,2014/08/26,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3272,24.55,+0.30,+1.24%,鉅亨
3276,宇環,2005/01/12,上櫃,電子零組件業,https://www.cnyes.com/twstock/3276,12.90,0.00,+0.00%,鉅亨
3284,太普高,2005/03/22,上櫃,其他業,https://www.cnyes.com/twstock/3284,25.00,-0.55,-2.15%,鉅亨
3285,微端,2012/07/23,上櫃,其他電子業,https://www.cnyes.com/twstock/3285,25.30,+0.20,+0.80%,鉅亨
3287,廣寰科,2008/01/28,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3287,36.25,-0.45,-1.23%,鉅亨
3288,點晶,2005/04/15,上櫃,電子零組件業,https://www.cnyes.com/twstock/3288,18.90,-0.50,-2.58%,鉅亨
3289,宜特,2004/12/28,上櫃,其他電子業,https://www.cnyes.com/twstock/3289,125.50,+1.00,+0.80%,鉅亨
3290,東浦,2005/05/19,上櫃,電子零組件業,https://www.cnyes.com/twstock/3290,28.60,-0.40,-1.38%,鉅亨
3293,鈊象,2006/07/12,上櫃,文化創意業,https://www.cnyes.com/twstock/3293,800.00,+3.00,+0.38%,鉅亨
3294,英濟,2007/04/27,上櫃,電子零組件業,https://www.cnyes.com/twstock/3294,37.20,-0.75,-1.98%,鉅亨
3297,杭特,2005/06/07,上櫃,光電業,https://www.cnyes.com/twstock/3297,56.80,-1.30,-2.24%,鉅亨
3303,岱稜,2007/05/28,上櫃,其他電子業,https://www.cnyes.com/twstock/3303,44.90,-0.50,-1.10%,鉅亨
3306,鼎天,2005/07/05,上櫃,通信網路業,https://www.cnyes.com/twstock/3306,40.95,+0.05,+0.12%,鉅亨
3310,佳穎,2008/06/27,上櫃,電子零組件業,https://www.cnyes.com/twstock/3310,73.00,-1.50,-2.01%,鉅亨
3313,斐成,2006/05/29,上櫃,其他業,https://www.cnyes.com/twstock/3313,13.25,0.00,+0.00%,鉅亨
3317,尼克森,2007/08/09,上櫃,半導體業,https://www.cnyes.com/twstock/3317,42.30,-0.25,-0.59%,鉅亨
3322,建舜電,2009/05/20,上櫃,電子零組件業,https://www.cnyes.com/twstock/3322,12.65,0.00,+0.00%,鉅亨
3323,加百裕,2007/06/25,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3323,33.80,-0.40,-1.17%,鉅亨
3324,雙鴻,2005/05/13,上櫃,其他電子業,https://www.cnyes.com/twstock/3324,640.00,-3.00,-0.47%,鉅亨
3325,旭品,2005/08/15,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3325,16.30,-0.20,-1.21%,鉅亨
3332,幸康,2008/01/24,上櫃,電子零組件業,https://www.cnyes.com/twstock/3332,50.80,-2.20,-4.15%,鉅亨
3339,泰谷,2006/06/27,上櫃,光電業,https://www.cnyes.com/twstock/3339,32.20,-0.95,-2.87%,鉅亨
3349,寶德,2022/03/23,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3349,15.70,+0.15,+0.96%,鉅亨
3354,律勝,2005/12/08,上櫃,電子零組件業,https://www.cnyes.com/twstock/3354,16.80,-0.05,-0.30%,鉅亨
3357,臺慶科,2021/04/27,上櫃,電子零組件業,https://www.cnyes.com/twstock/3357,94.90,-1.10,-1.15%,鉅亨
3360,尚立,2006/06/06,上櫃,電子通路業,https://www.cnyes.com/twstock/3360,12.35,-0.05,-0.40%,鉅亨
3362,先進光,2005/09/06,上櫃,光電業,https://www.cnyes.com/twstock/3362,120.50,-2.50,-2.03%,鉅亨
3363,上詮,2011/02/25,上櫃,通信網路業,https://www.cnyes.com/twstock/3363,297.00,+7.00,+2.41%,鉅亨
3372,典範,2005/12/16,上櫃,半導體業,https://www.cnyes.com/twstock/3372,12.90,0.00,+0.00%,鉅亨
3373,熱映,2007/12/13,上櫃,其他電子業,https://www.cnyes.com/twstock/3373,20.15,+0.05,+0.25%,鉅亨
3374,精材,2015/03/30,上櫃,半導體業,https://www.cnyes.com/twstock/3374,144.00,+0.50,+0.35%,鉅亨
3379,彬台,2011/10/20,上櫃,電機機械,https://www.cnyes.com/twstock/3379,73.40,-1.10,-1.48%,鉅亨
3388,崇越電,2006/02/22,上櫃,電子零組件業,https://www.cnyes.com/twstock/3388,62.00,-0.10,-0.16%,鉅亨
3390,旭軟,2006/02/22,上櫃,電子零組件業,https://www.cnyes.com/twstock/3390,21.35,0.00,+0.00%,鉅亨
3402,漢科,2007/01/09,上櫃,其他電子業,https://www.cnyes.com/twstock/3402,93.90,-0.40,-0.42%,鉅亨
3426,台興,2016/12/21,上櫃,電機機械,https://www.cnyes.com/twstock/3426,38.80,+0.05,+0.13%,鉅亨
3430,奇鈦科,2022/09/08,上櫃,化學工業,https://www.cnyes.com/twstock/3430,46.20,+0.75,+1.65%,鉅亨
3434,哲固,2008/01/28,上櫃,光電業,https://www.cnyes.com/twstock/3434,40.55,-1.05,-2.52%,鉅亨
3438,類比科,2006/07/19,上櫃,半導體業,https://www.cnyes.com/twstock/3438,46.05,-0.25,-0.54%,鉅亨
3441,聯一光,2010/10/04,上櫃,光電業,https://www.cnyes.com/twstock/3441,29.40,+0.10,+0.34%,鉅亨
3444,利機,2008/09/26,上櫃,電子通路業,https://www.cnyes.com/twstock/3444,52.10,+0.60,+1.17%,鉅亨
3455,由田,2007/12/27,上櫃,光電業,https://www.cnyes.com/twstock/3455,91.30,-1.50,-1.62%,鉅亨
3465,進泰電子,2008/01/28,上櫃,其他電子業,https://www.cnyes.com/twstock/3465,50.00,-0.10,-0.20%,鉅亨
3466,德晉,2006/05/17,上櫃,通信網路業,https://www.cnyes.com/twstock/3466,41.60,+0.15,+0.36%,鉅亨
3467,台灣精材,2025/03/25,上櫃,半導體業,https://www.cnyes.com/twstock/3467,59.70,-0.10,-0.17%,鉅亨
3479,安勤,2010/06/08,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3479,98.00,-1.00,-1.01%,鉅亨
3483,力致,2006/12/18,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3483,117.50,-1.00,-0.84%,鉅亨
3484,崧騰,2007/11/09,上櫃,電子零組件業,https://www.cnyes.com/twstock/3484,46.50,+0.45,+0.98%,鉅亨
3489,森寶,2007/09/29,上櫃,建材營造業,https://www.cnyes.com/twstock/3489,18.60,+0.15,+0.81%,鉅亨
3490,單井,2007/10/15,上櫃,光電業,https://www.cnyes.com/twstock/3490,19.85,-0.20,-1.00%,鉅亨
3491,昇達科,2008/01/03,上櫃,通信網路業,https://www.cnyes.com/twstock/3491,328.50,-4.50,-1.35%,鉅亨
3492,長盛,2015/05/18,上櫃,電子零組件業,https://www.cnyes.com/twstock/3492,22.50,0.00,+0.00%,鉅亨
3498,陽程,2007/09/11,上櫃,其他電子業,https://www.cnyes.com/twstock/3498,40.45,-0.85,-2.06%,鉅亨
3499,環天科,2006/10/19,上櫃,通信網路業,https://www.cnyes.com/twstock/3499,13.85,0.00,+0.00%,鉅亨
3508,位速,2007/10/17,上櫃,其他電子業,https://www.cnyes.com/twstock/3508,22.20,-0.70,-3.06%,鉅亨
3511,矽瑪,2009/02/16,上櫃,電子零組件業,https://www.cnyes.com/twstock/3511,20.00,0.00,+0.00%,鉅亨
3512,皇龍,2007/07/25,上櫃,建材營造業,https://www.cnyes.com/twstock/3512,25.10,+0.05,+0.20%,鉅亨
3516,亞帝歐,2007/11/29,上櫃,光電業,https://www.cnyes.com/twstock/3516,20.05,+0.15,+0.75%,鉅亨
3520,華盈,2007/10/12,上櫃,電子零組件業,https://www.cnyes.com/twstock/3520,14.00,-0.05,-0.36%,鉅亨
3521,鴻翊,2025/06/02,上櫃,建材營造業,https://www.cnyes.com/twstock/3521,11.75,-0.05,-0.42%,鉅亨
3522,御嵿,2007/10/15,上櫃,觀光餐旅,https://www.cnyes.com/twstock/3522,13.50,-0.10,-0.74%,鉅亨
3523,迎輝,2007/11/16,上櫃,光電業,https://www.cnyes.com/twstock/3523,17.25,-0.10,-0.58%,鉅亨
3526,凡甲,2007/11/02,上櫃,電子零組件業,https://www.cnyes.com/twstock/3526,238.50,-2.50,-1.04%,鉅亨
3527,聚積,2007/10/29,上櫃,半導體業,https://www.cnyes.com/twstock/3527,68.30,-1.40,-2.01%,鉅亨
3529,力旺,2011/01/24,上櫃,半導體業,https://www.cnyes.com/twstock/3529,2050.00,-5.00,-0.24%,鉅亨
3531,先益,2008/04/08,上櫃,光電業,https://www.cnyes.com/twstock/3531,23.30,-0.15,-0.64%,鉅亨
3537,堡達,2010/01/25,上櫃,電子零組件業,https://www.cnyes.com/twstock/3537,45.95,+0.05,+0.11%,鉅亨
3540,曜越,2007/12/12,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3540,32.10,-0.40,-1.23%,鉅亨
3541,西柏,2009/12/22,上櫃,其他電子業,https://www.cnyes.com/twstock/3541,31.55,-0.45,-1.41%,鉅亨
3546,宇峻,2008/04/18,上櫃,文化創意業,https://www.cnyes.com/twstock/3546,90.10,-1.90,-2.07%,鉅亨
3548,兆利,2008/03/27,上櫃,電子零組件業,https://www.cnyes.com/twstock/3548,113.50,-2.00,-1.73%,鉅亨
3551,世禾,2008/04/15,上櫃,綠能環保,https://www.cnyes.com/twstock/3551,158.00,-2.00,-1.25%,鉅亨
3552,同致,2009/01/07,上櫃,其他電子業,https://www.cnyes.com/twstock/3552,59.60,-0.90,-1.49%,鉅亨
3555,博士旺,2011/11/08,上櫃,半導體業,https://www.cnyes.com/twstock/3555,34.60,0.00,+0.00%,鉅亨
3556,禾瑞亞,2008/04/15,上櫃,半導體業,https://www.cnyes.com/twstock/3556,36.90,-0.55,-1.47%,鉅亨
3558,神準,2013/12/30,上櫃,通信網路業,https://www.cnyes.com/twstock/3558,166.00,0.00,+0.00%,鉅亨
3564,其陽,2013/12/03,上櫃,通信網路業,https://www.cnyes.com/twstock/3564,62.10,-0.30,-0.48%,鉅亨
3567,逸昌,2010/11/22,上櫃,半導體業,https://www.cnyes.com/twstock/3567,25.75,+0.05,+0.19%,鉅亨
3570,大塚,2008/10/23,上櫃,資訊服務業,https://www.cnyes.com/twstock/3570,191.50,+0.50,+0.26%,鉅亨
3577,泓格,2009/01/06,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3577,97.60,-3.90,-3.84%,鉅亨
3580,友威科,2010/07/09,上櫃,其他電子業,https://www.cnyes.com/twstock/3580,65.60,-0.70,-1.06%,鉅亨
3581,博磊,2015/01/20,上櫃,半導體業,https://www.cnyes.com/twstock/3581,33.70,-0.35,-1.03%,鉅亨
3587,閎康,2009/08/18,上櫃,其他電子業,https://www.cnyes.com/twstock/3587,210.50,+12.00,+6.05%,鉅亨
3594,磐儀,2013/05/07,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3594,41.25,-0.20,-0.48%,鉅亨
3597,映興,2020/03/09,上櫃,電子零組件業,https://www.cnyes.com/twstock/3597,24.20,+0.15,+0.62%,鉅亨
3609,三一東林,2011/01/11,上櫃,電子零組件業,https://www.cnyes.com/twstock/3609,45.20,+0.05,+0.11%,鉅亨
3611,鼎翰,2008/11/26,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3611,185.00,-1.50,-0.80%,鉅亨
3615,安可,2009/04/15,上櫃,光電業,https://www.cnyes.com/twstock/3615,21.80,-0.20,-0.91%,鉅亨
3623,富晶通,2010/04/28,上櫃,光電業,https://www.cnyes.com/twstock/3623,17.70,-0.10,-0.56%,鉅亨
3624,光頡,2011/03/16,上櫃,電子零組件業,https://www.cnyes.com/twstock/3624,33.35,+0.45,+1.37%,鉅亨
3625,西勝,2009/10/28,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3625,15.75,-0.10,-0.63%,鉅亨
3628,盈正,2010/09/09,上櫃,其他電子業,https://www.cnyes.com/twstock/3628,42.60,0.00,+0.00%,鉅亨
3629,地心引力,2020/06/01,上櫃,文化創意業,https://www.cnyes.com/twstock/3629,34.00,-0.85,-2.44%,鉅亨
3630,新鉅科,2010/04/26,上櫃,光電業,https://www.cnyes.com/twstock/3630,23.50,-0.50,-2.08%,鉅亨
3631,晟楠,2010/12/20,上櫃,電子零組件業,https://www.cnyes.com/twstock/3631,22.90,-0.30,-1.29%,鉅亨
3632,研勤,2011/01/11,上櫃,通信網路業,https://www.cnyes.com/twstock/3632,10.10,-0.05,-0.49%,鉅亨
3646,艾恩特,2012/03/27,上櫃,電子零組件業,https://www.cnyes.com/twstock/3646,28.95,-0.15,-0.52%,鉅亨
3663,鑫科,2012/11/20,上櫃,其他電子業,https://www.cnyes.com/twstock/3663,65.60,-1.90,-2.81%,鉅亨
3664,安瑞-KY,2010/06/24,上櫃,通信網路業,https://www.cnyes.com/twstock/3664,19.85,-0.15,-0.75%,鉅亨
3666,光耀,2014/12/04,上櫃,光電業,https://www.cnyes.com/twstock/3666,28.00,0.00,+0.00%,鉅亨
3672,康聯訊,2015/04/20,上櫃,通信網路業,https://www.cnyes.com/twstock/3672,17.05,+0.10,+0.59%,鉅亨
3675,德微,2012/06/29,上櫃,半導體業,https://www.cnyes.com/twstock/3675,144.50,0.00,+0.00%,鉅亨
3680,家登,2011/08/31,上櫃,半導體業,https://www.cnyes.com/twstock/3680,309.50,-5.50,-1.75%,鉅亨
3684,榮昌,2014/03/28,上櫃,通信網路業,https://www.cnyes.com/twstock/3684,47.80,-1.20,-2.45%,鉅亨
3685,元創精密,2010/12/08,上櫃,電機機械,https://www.cnyes.com/twstock/3685,11.30,-0.15,-1.31%,鉅亨
3687,歐買尬,2020/06/01,上櫃,數位雲端,https://www.cnyes.com/twstock/3687,76.30,-0.80,-1.04%,鉅亨
3689,湧德,2012/10/18,上櫃,電子零組件業,https://www.cnyes.com/twstock/3689,97.00,-0.60,-0.61%,鉅亨
3691,碩禾,2010/11/18,上櫃,光電業,https://www.cnyes.com/twstock/3691,73.30,+0.80,+1.10%,鉅亨
3693,營邦,2013/11/27,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3693,329.00,+12.00,+3.79%,鉅亨
3707,漢磊,2014/10/01,上櫃,半導體業,https://www.cnyes.com/twstock/3707,37.85,-0.95,-2.45%,鉅亨
3709,鑫聯大投控,1999/04/16,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/3709,36.50,-0.75,-2.01%,鉅亨
3710,連展投控,2017/12/29,上櫃,電子零組件業,https://www.cnyes.com/twstock/3710,8.04,-0.02,-0.25%,鉅亨
3713,新晶投控,2020/02/27,上櫃,綠能環保,https://www.cnyes.com/twstock/3713,19.55,+0.05,+0.26%,鉅亨
4102,永日,2001/03/20,上櫃,生技醫療業,https://www.cnyes.com/twstock/4102,22.10,+0.05,+0.23%,鉅亨
4105,東洋,2001/09/27,上櫃,生技醫療業,https://www.cnyes.com/twstock/4105,77.00,+0.50,+0.65%,鉅亨
4107,邦特,2002/03/04,上櫃,生技醫療業,https://www.cnyes.com/twstock/4107,118.00,+1.00,+0.85%,鉅亨
4109,加捷生醫,2002/08/08,上櫃,生技醫療業,https://www.cnyes.com/twstock/4109,15.70,-0.05,-0.32%,鉅亨
4111,濟生,1999/03/06,上櫃,生技醫療業,https://www.cnyes.com/twstock/4111,31.90,0.00,+0.00%,鉅亨
4113,聯上,2003/07/22,上櫃,建材營造業,https://www.cnyes.com/twstock/4113,19.35,-0.25,-1.28%,鉅亨
4114,健喬,2003/05/12,上櫃,生技醫療業,https://www.cnyes.com/twstock/4114,36.65,-0.50,-1.35%,鉅亨
4116,明基醫,2015/12/16,上櫃,生技醫療業,https://www.cnyes.com/twstock/4116,39.70,-0.15,-0.38%,鉅亨
4120,友華,2003/11/05,上櫃,生技醫療業,https://www.cnyes.com/twstock/4120,53.50,+0.30,+0.56%,鉅亨
4121,優盛,2003/07/25,上櫃,生技醫療業,https://www.cnyes.com/twstock/4121,13.95,-0.05,-0.36%,鉅亨
4123,晟德,2003/10/07,上櫃,生技醫療業,https://www.cnyes.com/twstock/4123,37.45,-0.45,-1.19%,鉅亨
4126,太醫,2004/02/09,上櫃,生技醫療業,https://www.cnyes.com/twstock/4126,90.10,+0.70,+0.78%,鉅亨
4127,天良,2005/07/29,上櫃,生技醫療業,https://www.cnyes.com/twstock/4127,36.60,-0.35,-0.95%,鉅亨
4128,中天,2006/06/09,上櫃,生技醫療業,https://www.cnyes.com/twstock/4128,24.45,-0.15,-0.61%,鉅亨
4129,聯合,2004/09/29,上櫃,生技醫療業,https://www.cnyes.com/twstock/4129,104.00,-2.00,-1.89%,鉅亨
4130,健亞,2012/01/12,上櫃,生技醫療業,https://www.cnyes.com/twstock/4130,18.60,-0.05,-0.27%,鉅亨
4131,浩泰,2004/04/09,上櫃,生技醫療業,https://www.cnyes.com/twstock/4131,33.50,+0.50,+1.52%,鉅亨
4138,曜亞,2010/12/29,上櫃,生技醫療業,https://www.cnyes.com/twstock/4138,75.80,0.00,+0.00%,鉅亨
4139,馬光-KY,2011/04/29,上櫃,生技醫療業,https://www.cnyes.com/twstock/4139,28.70,+0.05,+0.17%,鉅亨
4147,中裕,2015/11/23,上櫃,生技醫療業,https://www.cnyes.com/twstock/4147,82.30,-1.10,-1.32%,鉅亨
4153,鈺緯,2013/05/23,上櫃,生技醫療業,https://www.cnyes.com/twstock/4153,41.45,-0.05,-0.12%,鉅亨
4154,樂威科-KY,2011/12/28,上櫃,其他業,https://www.cnyes.com/twstock/4154,19.00,-0.20,-1.04%,鉅亨
4157,太景*-KY,2013/08/30,上櫃,生技醫療業,https://www.cnyes.com/twstock/4157,8.14,+0.39,+5.03%,鉅亨
4160,訊聯基因,2012/09/17,上櫃,生技醫療業,https://www.cnyes.com/twstock/4160,54.10,+4.90,+9.96%,鉅亨
4161,聿新科,2013/06/26,上櫃,生技醫療業,https://www.cnyes.com/twstock/4161,29.05,0.00,+0.00%,鉅亨
4162,智擎,2012/09/18,上櫃,生技醫療業,https://www.cnyes.com/twstock/4162,77.80,-1.60,-2.02%,鉅亨
4163,鐿鈦,2012/11/15,上櫃,生技醫療業,https://www.cnyes.com/twstock/4163,103.50,0.00,+0.00%,鉅亨
4167,松瑞藥,2015/09/08,上櫃,生技醫療業,https://www.cnyes.com/twstock/4167,18.95,-0.10,-0.52%,鉅亨
4168,醣聯,2012/12/18,上櫃,生技醫療業,https://www.cnyes.com/twstock/4168,24.25,+0.25,+1.04%,鉅亨
4171,瑞基,2018/03/28,上櫃,農業科技業,https://www.cnyes.com/twstock/4171,20.10,0.00,+0.00%,鉅亨
4173,久裕,2013/10/31,上櫃,生技醫療業,https://www.cnyes.com/twstock/4173,22.65,0.00,+0.00%,鉅亨
4174,浩鼎,2015/03/23,上櫃,生技醫療業,https://www.cnyes.com/twstock/4174,33.20,+0.20,+0.61%,鉅亨
4175,杏一,2014/04/23,上櫃,生技醫療業,https://www.cnyes.com/twstock/4175,62.50,-1.00,-1.57%,鉅亨
4183,福永生技,2017/03/09,上櫃,生技醫療業,https://www.cnyes.com/twstock/4183,-,-,(-),CMoney
4188,安克,2015/03/24,上櫃,生技醫療業,https://www.cnyes.com/twstock/4188,15.45,-0.30,-1.90%,鉅亨
4192,杏國,2014/10/28,上櫃,生技醫療業,https://www.cnyes.com/twstock/4192,27.90,-0.05,-0.18%,鉅亨
4198,欣大健康,2014/12/23,上櫃,生技醫療業,https://www.cnyes.com/twstock/4198,40.50,-0.05,-0.12%,鉅亨
4205,中華食,1999/01/31,上櫃,食品工業,https://www.cnyes.com/twstock/4205,97.90,+0.70,+0.72%,鉅亨
4207,環泰,2000/01/21,上櫃,食品工業,https://www.cnyes.com/twstock/4207,15.95,+0.05,+0.31%,鉅亨
4303,信立,1999/03/10,上櫃,塑膠工業,https://www.cnyes.com/twstock/4303,80.10,-0.70,-0.87%,鉅亨
4304,勝昱,2000/01/27,上櫃,塑膠工業,https://www.cnyes.com/twstock/4304,-,-,(-),CMoney
4305,世坤,2000/09/28,上櫃,塑膠工業,https://www.cnyes.com/twstock/4305,47.40,0.00,+0.00%,鉅亨
4401,東隆興,1996/05/09,上櫃,紡織纖維,https://www.cnyes.com/twstock/4401,15.95,+0.10,+0.63%,鉅亨
4402,郡都開發,1997/07/23,上櫃,紡織纖維,https://www.cnyes.com/twstock/4402,19.15,+0.20,+1.06%,鉅亨
4406,新昕纖,1999/01/14,上櫃,紡織纖維,https://www.cnyes.com/twstock/4406,9.58,-0.01,-0.10%,鉅亨
4413,飛寶企業,1999/07/29,上櫃,紡織纖維,https://www.cnyes.com/twstock/4413,20.00,+1.40,+7.53%,鉅亨
4416,三圓,2000/05/06,上櫃,建材營造業,https://www.cnyes.com/twstock/4416,-,-,(-),CMoney
4417,金洲,2000/11/07,上櫃,紡織纖維,https://www.cnyes.com/twstock/4417,43.05,+0.55,+1.29%,鉅亨
4419,皇家美食,2001/06/26,上櫃,觀光餐旅,https://www.cnyes.com/twstock/4419,49.20,-0.25,-0.51%,鉅亨
4420,光明,2002/04/18,上櫃,紡織纖維,https://www.cnyes.com/twstock/4420,55.40,-0.30,-0.54%,鉅亨
4430,耀億,2011/06/09,上櫃,其他業,https://www.cnyes.com/twstock/4430,19.50,-0.25,-1.27%,鉅亨
4432,銘旺實,2012/11/26,上櫃,紡織纖維,https://www.cnyes.com/twstock/4432,17.95,+0.10,+0.56%,鉅亨
4433,興采,2014/11/03,上櫃,紡織纖維,https://www.cnyes.com/twstock/4433,24.40,-1.10,-4.31%,鉅亨
4442,竣邦-KY,2023/11/29,上櫃,紡織纖維,https://www.cnyes.com/twstock/4442,46.00,+0.15,+0.33%,鉅亨
4502,健信,1995/12/12,上櫃,電機機械,https://www.cnyes.com/twstock/4502,18.50,-0.10,-0.54%,鉅亨
4503,金雨,1996/12/19,上櫃,電機機械,https://www.cnyes.com/twstock/4503,47.35,+0.90,+1.94%,鉅亨
4506,崇友,1997/12/06,上櫃,電機機械,https://www.cnyes.com/twstock/4506,112.00,0.00,+0.00%,鉅亨
4510,高鋒,1998/02/24,上櫃,電機機械,https://www.cnyes.com/twstock/4510,46.75,-0.85,-1.79%,鉅亨
4513,福裕,1998/03/25,上櫃,電機機械,https://www.cnyes.com/twstock/4513,19.45,+0.35,+1.83%,鉅亨
4523,永彰,1999/11/22,上櫃,電機機械,https://www.cnyes.com/twstock/4523,34.35,+0.05,+0.15%,鉅亨
4527,方土霖,2000/09/28,上櫃,電機機械,https://www.cnyes.com/twstock/4527,42.20,+0.10,+0.24%,鉅亨
4528,江興鍛,2001/02/12,上櫃,電機機械,https://www.cnyes.com/twstock/4528,16.95,-0.05,-0.29%,鉅亨
4529,淳紳,2001/05/04,上櫃,其他業,https://www.cnyes.com/twstock/4529,3.84,-0.02,-0.52%,鉅亨
4530,宏易,2001/04/30,上櫃,觀光餐旅,https://www.cnyes.com/twstock/4530,12.45,-0.45,-3.49%,鉅亨
4533,協易機,2002/04/26,上櫃,電機機械,https://www.cnyes.com/twstock/4533,24.10,+0.05,+0.21%,鉅亨
4534,慶騰,2003/03/31,上櫃,電機機械,https://www.cnyes.com/twstock/4534,16.75,-0.35,-2.05%,鉅亨
4535,至興,2003/04/16,上櫃,電機機械,https://www.cnyes.com/twstock/4535,30.55,-0.35,-1.13%,鉅亨
4538,大詠城,2019/01/15,上櫃,電機機械,https://www.cnyes.com/twstock/4538,18.25,-0.05,-0.27%,鉅亨
4541,晟田,2014/07/22,上櫃,其他業,https://www.cnyes.com/twstock/4541,43.60,+1.70,+4.06%,鉅亨
4542,科嶠,2014/08/25,上櫃,電子零組件業,https://www.cnyes.com/twstock/4542,59.00,+0.20,+0.34%,鉅亨
4543,萬在,2016/03/15,上櫃,電機機械,https://www.cnyes.com/twstock/4543,26.45,-0.25,-0.94%,鉅亨
4549,桓達,2014/11/27,上櫃,電機機械,https://www.cnyes.com/twstock/4549,137.00,+4.00,+3.01%,鉅亨
4550,長佳,2015/03/18,上櫃,電機機械,https://www.cnyes.com/twstock/4550,25.55,+0.20,+0.79%,鉅亨
4554,橙的,2016/08/05,上櫃,其他電子業,https://www.cnyes.com/twstock/4554,40.65,+0.45,+1.12%,鉅亨
4556,旭然,2015/12/22,上櫃,其他業,https://www.cnyes.com/twstock/4556,26.10,+1.05,+4.19%,鉅亨
4558,寶緯,2022/03/17,上櫃,電機機械,https://www.cnyes.com/twstock/4558,27.50,+0.50,+1.85%,鉅亨
4561,健椿,2018/06/11,上櫃,電機機械,https://www.cnyes.com/twstock/4561,43.10,-0.30,-0.69%,鉅亨
4563,百德,2018/07/12,上櫃,電機機械,https://www.cnyes.com/twstock/4563,63.90,-0.60,-0.93%,鉅亨
4568,科際精密,2018/10/03,上櫃,電機機械,https://www.cnyes.com/twstock/4568,45.90,-0.30,-0.65%,鉅亨
4577,達航科技,2022/06/14,上櫃,其他電子業,https://www.cnyes.com/twstock/4577,20.05,-0.20,-0.99%,鉅亨
4580,捷流閥業,2020/01/06,上櫃,電機機械,https://www.cnyes.com/twstock/4580,81.10,+0.20,+0.25%,鉅亨
