股票代號,股票名稱,上市日,市場別,產業別,鉅亨網網址,價格,漲跌,漲跌幅度(%),資料來源
7516,清淨海,2018/12/24,興櫃,其他業,https://www.cnyes.com/twstock/7516,9.85,+0.18,+1.86%,鉅亨
7530,鋒魁科技,2021/11/24,興櫃,半導體業,https://www.cnyes.com/twstock/7530,18.95,-0.27,-1.40%,鉅亨
7547,碩網,2021/02/03,興櫃,數位雲端,https://www.cnyes.com/twstock/7547,114.00,-0.49,-0.43%,鉅亨
7551,知識科技,2019/12/12,興櫃,數位雲端,https://www.cnyes.com/twstock/7551,15.70,+0.45,+2.95%,鉅亨
7558,群利,2021/05/03,興櫃,其他業,https://www.cnyes.com/twstock/7558,10.60,+0.01,+0.09%,鉅亨
7561,光晟生技,2020/07/06,興櫃,生技醫療業,https://www.cnyes.com/twstock/7561,23.80,-0.53,-2.18%,鉅亨
7562,博來科技,2023/11/13,興櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/7562,49.85,-0.42,-0.84%,鉅亨
7566,亞果遊艇,2020/07/01,興櫃,觀光餐旅,https://www.cnyes.com/twstock/7566,18.65,0.00,+0.00%,鉅亨
7575,安美得,2022/06/24,興櫃,生技醫療業,https://www.cnyes.com/twstock/7575,29.85,+0.35,+1.19%,鉅亨
7578,利百景,2022/09/12,興櫃,其他業,https://www.cnyes.com/twstock/7578,30.05,-0.02,-0.07%,鉅亨
7583,國際海洋,2023/09/26,興櫃,綠能環保,https://www.cnyes.com/twstock/7583,-,-,(-),CMoney
7590,怡和國際,2022/03/02,興櫃,其他業,https://www.cnyes.com/twstock/7590,18.75,-0.17,-0.90%,鉅亨
7595,世基生醫,2020/12/22,興櫃,生技醫療業,https://www.cnyes.com/twstock/7595,-,-,(-),CMoney
7607,通用幹細胞*,2023/05/25,興櫃,生技醫療業,https://www.cnyes.com/twstock/7607,10.45,+0.46,+4.60%,鉅亨
7610,聯友金屬,2023/03/14,興櫃,綠能環保,https://www.cnyes.com/twstock/7610,70.10,-0.45,-0.64%,鉅亨
7702,前端風電,2023/10/17,興櫃,綠能環保,https://www.cnyes.com/twstock/7702,50.60,-0.13,-0.26%,鉅亨
7706,宏碁創達,2023/12/25,興櫃,其他業,https://www.cnyes.com/twstock/7706,44.00,+1.23,+2.88%,鉅亨
7707,益芯科,2023/12/05,興櫃,半導體業,https://www.cnyes.com/twstock/7707,99.30,+0.40,+0.40%,鉅亨
7711,永擎,2024/12/02,興櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/7711,399.50,+4.72,+1.20%,鉅亨
7716,昱臺國際,2024/03/28,興櫃,航運業,https://www.cnyes.com/twstock/7716,34.75,-0.20,-0.57%,鉅亨
7719,碳基,2023/11/23,興櫃,其他業,https://www.cnyes.com/twstock/7719,25.25,+0.79,+3.23%,鉅亨
7721,微程式,2023/12/22,興櫃,數位雲端,https://www.cnyes.com/twstock/7721,80.00,+0.36,+0.45%,鉅亨
7724,諾亞克,2024/08/15,興櫃,生技醫療業,https://www.cnyes.com/twstock/7724,25.20,-3.02,-10.70%,鉅亨
7725,列特博,2023/12/22,興櫃,生技醫療業,https://www.cnyes.com/twstock/7725,22.50,-0.17,-0.75%,鉅亨
7726,暄達,2024/02/27,興櫃,生技醫療業,https://www.cnyes.com/twstock/7726,40.20,+1.57,+4.06%,鉅亨
7729,仲恩生醫,2024/03/11,興櫃,生技醫療業,https://www.cnyes.com/twstock/7729,23.75,+1.20,+5.32%,鉅亨
7730,暉盛,2024/03/18,興櫃,半導體業,https://www.cnyes.com/twstock/7730,116.50,+1.45,+1.26%,鉅亨
7731,火星生技*,2024/02/05,興櫃,食品工業,https://www.cnyes.com/twstock/7731,5.15,-0.06,-1.15%,鉅亨
7737,凱鈿,2025/02/05,興櫃,數位雲端,https://www.cnyes.com/twstock/7737,49.70,+0.03,+0.06%,鉅亨
7738,東聯互動,2024/06/13,興櫃,數位雲端,https://www.cnyes.com/twstock/7738,234.50,-1.59,-0.67%,鉅亨
7742,天弘化,2024/07/04,興櫃,化學工業,https://www.cnyes.com/twstock/7742,29.95,+3.75,+14.31%,鉅亨
7744,崴寶,2024/09/25,興櫃,電子零組件業,https://www.cnyes.com/twstock/7744,191.00,+6.45,+3.49%,鉅亨
7748,鑫囍創業,2024/12/05,興櫃,其他業,https://www.cnyes.com/twstock/7748,39.00,+0.72,+1.88%,鉅亨
7750,新代,2024/06/18,興櫃,電機機械,https://www.cnyes.com/twstock/7750,719.00,+9.89,+1.39%,鉅亨
7751,竑騰,2024/06/13,興櫃,半導體業,https://www.cnyes.com/twstock/7751,445.00,+2.89,+0.65%,鉅亨
7752,世紀樺欣,2024/06/19,興櫃,綠能環保,https://www.cnyes.com/twstock/7752,91.50,+1.39,+1.54%,鉅亨
7753,星亞,2024/08/29,興櫃,光電業,https://www.cnyes.com/twstock/7753,62.2,-0.78,(-1.24%),CMoney
7754,安基生技,2024/06/25,興櫃,生技醫療業,https://www.cnyes.com/twstock/7754,32.05,-0.11,-0.34%,鉅亨
7756,多那之,2024/08/01,興櫃,觀光餐旅,https://www.cnyes.com/twstock/7756,42.50,+0.58,+1.38%,鉅亨
7757,金色三麥,2024/06/26,興櫃,觀光餐旅,https://www.cnyes.com/twstock/7757,152.00,+1.00,+0.66%,鉅亨
7758,睿騰能源,2025/05/08,興櫃,電子零組件業,https://www.cnyes.com/twstock/7758,48.00,+1.08,+2.30%,鉅亨
7759,視航生醫,2025/03/10,興櫃,生技醫療業,https://www.cnyes.com/twstock/7759,74.80,-1.21,-1.59%,鉅亨
7760,享溫馨,2024/11/08,興櫃,觀光餐旅,https://www.cnyes.com/twstock/7760,40.00,+0.09,+0.23%,鉅亨
7761,三大未來,2024/08/16,興櫃,綠能環保,https://www.cnyes.com/twstock/7761,45.50,+0.20,+0.44%,鉅亨
7762,吉晟生,2024/07/25,興櫃,生技醫療業,https://www.cnyes.com/twstock/7762,57.70,+0.88,+1.55%,鉅亨
7763,崇舜,2024/09/26,興櫃,化學工業,https://www.cnyes.com/twstock/7763,-,-,(-),CMoney
7764,聖州,2024/08/28,興櫃,其他業,https://www.cnyes.com/twstock/7764,16.50,+0.07,+0.43%,鉅亨
7765,中華資安,2024/08/20,興櫃,數位雲端,https://www.cnyes.com/twstock/7765,328.00,-0.77,-0.23%,鉅亨
7767,仁大資訊,2024/10/30,興櫃,資訊服務業,https://www.cnyes.com/twstock/7767,63.00,+1.27,+2.06%,鉅亨
7768,頌勝科技,2025/03/31,興櫃,半導體業,https://www.cnyes.com/twstock/7768,168.50,+0.80,+0.48%,鉅亨
7769,鴻勁,2024/10/31,興櫃,半導體業,https://www.cnyes.com/twstock/7769,1570.00,-39.57,-2.46%,鉅亨
7770,君曜,2024/09/12,興櫃,半導體業,https://www.cnyes.com/twstock/7770,93.10,+2.50,+2.76%,鉅亨
7772,耀穎,2025/06/26,興櫃,半導體業,https://www.cnyes.com/twstock/7772,72.60,-8.11,-10.05%,鉅亨
7773,富禾生醫,2024/09/26,興櫃,生技醫療業,https://www.cnyes.com/twstock/7773,35.35,+0.44,+1.26%,鉅亨
7776,奧孟亞,2024/10/25,興櫃,生技醫療業,https://www.cnyes.com/twstock/7776,39.55,+0.13,+0.33%,鉅亨
7777,能率亞洲,2024/10/15,興櫃,其他業,https://www.cnyes.com/twstock/7777,16.45,+0.11,+0.67%,鉅亨
7779,鍇睿國際,2024/10/03,興櫃,運動休閒,https://www.cnyes.com/twstock/7779,-,-,(-),CMoney
7780,大研生醫,2024/10/28,興櫃,食品工業,https://www.cnyes.com/twstock/7780,297.00,-2.88,-0.96%,鉅亨
7781,昕力資*,2024/10/23,興櫃,數位雲端,https://www.cnyes.com/twstock/7781,5.15,-0.07,-1.34%,鉅亨
7782,光速火箭,2024/10/23,興櫃,居家生活,https://www.cnyes.com/twstock/7782,45.65,+0.16,+0.35%,鉅亨
7783,佳運,2024/10/25,興櫃,綠能環保,https://www.cnyes.com/twstock/7783,160.50,+0.52,+0.33%,鉅亨
7785,北祥科服,2025/06/26,興櫃,數位雲端,https://www.cnyes.com/twstock/7785,50.00,-0.18,-0.36%,鉅亨
7786,東方風能,2024/10/25,興櫃,綠能環保,https://www.cnyes.com/twstock/7786,244.00,-5.66,-2.27%,鉅亨
7788,松川精密,2024/10/30,興櫃,電子零組件業,https://www.cnyes.com/twstock/7788,136.50,-2.95,-2.12%,鉅亨
7789,開展,2024/11/20,興櫃,觀光餐旅,https://www.cnyes.com/twstock/7789,-,-,(-),CMoney
7790,思必瑞特,2024/12/27,興櫃,生技醫療業,https://www.cnyes.com/twstock/7790,79.50,+0.20,+0.25%,鉅亨
7791,皇家可口,2024/11/26,興櫃,食品工業,https://www.cnyes.com/twstock/7791,93.80,-0.10,-0.11%,鉅亨
7792,安葆,2024/12/18,興櫃,其他電子業,https://www.cnyes.com/twstock/7792,201.00,+4.49,+2.28%,鉅亨
7794,宏碁智新,2024/11/15,興櫃,居家生活,https://www.cnyes.com/twstock/7794,44.00,0.00,+0.00%,鉅亨
7795,長廣,2024/11/29,興櫃,電子零組件業,https://www.cnyes.com/twstock/7795,149.00,-0.53,-0.35%,鉅亨
7796,擷發科,2024/12/09,興櫃,半導體業,https://www.cnyes.com/twstock/7796,108.00,-2.68,-2.42%,鉅亨
7797,Q BURGER,2025/01/06,興櫃,觀光餐旅,https://www.cnyes.com/twstock/7797,100.50,-0.07,-0.07%,鉅亨
7799,禾榮科,2024/11/27,興櫃,生技醫療業,https://www.cnyes.com/twstock/7799,891.00,-30.80,-3.34%,鉅亨
7801,華芸科技,2024/11/25,興櫃,資訊服務業,https://www.cnyes.com/twstock/7801,130.00,-0.48,-0.37%,鉅亨
